payment_attempt_id,invoice_id,payment_method_id,attempt_at,attempt_number,amount_local,currency_code,attempt_status,failure_reason,provider_response_code
payattempt_00000245,invoice_00000225,pm_00000040,2026-02-01 00:00:00,1,488.1,GBP,succeeded,,approved
payattempt_00000246,invoice_00000226,pm_00000040,2026-03-01 00:00:00,1,627.25,GBP,succeeded,,approved
payattempt_00000247,invoice_00000227,pm_00000040,2026-04-01 00:00:00,1,627.83,GBP,succeeded,,approved
payattempt_00000248,invoice_00000228,pm_00000040,2026-05-01 00:00:00,1,628.79,GBP,succeeded,,approved
payattempt_00000249,invoice_00000229,pm_00000040,2026-06-01 00:00:00,1,642.7,GBP,failed,expired_card,54
payattempt_00000250,invoice_00000229,pm_00000040,2026-06-05 00:00:00,2,642.7,GBP,failed,insufficient_funds,51
payattempt_00000251,invoice_00000229,pm_00000040,2026-06-07 00:00:00,3,642.7,GBP,failed,technical_error,96
payattempt_00000252,invoice_00000229,pm_00000040,2026-06-07 00:00:00,4,642.7,GBP,failed,expired_card,54
payattempt_00000253,invoice_00000230,pm_00000041,2025-10-03 00:00:00,1,48.41,EUR,succeeded,,approved
payattempt_00000254,invoice_00000231,pm_00000041,2025-11-01 00:00:00,1,48.41,EUR,succeeded,,approved
payattempt_00000255,invoice_00000232,pm_00000041,2025-12-01 00:00:00,1,48.41,EUR,succeeded,,approved
payattempt_00000256,invoice_00000233,pm_00000041,2026-01-01 00:00:00,1,48.41,EUR,succeeded,,approved
payattempt_00000257,invoice_00000234,pm_00000041,2026-02-01 00:00:00,1,48.41,EUR,succeeded,,approved
payattempt_00000258,invoice_00000235,pm_00000041,2026-03-01 00:00:00,1,48.41,EUR,succeeded,,approved
payattempt_00000259,invoice_00000236,pm_00000041,2026-04-01 00:00:00,1,48.41,EUR,succeeded,,approved
payattempt_00000260,invoice_00000237,pm_00000041,2026-05-01 00:00:00,1,433.19,EUR,succeeded,,approved
payattempt_00000261,invoice_00000238,pm_00000041,2026-06-01 00:00:00,1,433.19,EUR,succeeded,,approved
payattempt_00000262,invoice_00000239,pm_00000042,2024-10-13 00:00:00,1,56.3,EUR,succeeded,,approved
payattempt_00000263,invoice_00000240,pm_00000042,2024-11-01 00:00:00,1,56.3,EUR,succeeded,,approved
payattempt_00000264,invoice_00000241,pm_00000042,2024-12-01 00:00:00,1,56.3,EUR,succeeded,,approved
payattempt_00000265,invoice_00000242,pm_00000042,2025-01-01 00:00:00,1,56.3,EUR,succeeded,,approved
payattempt_00000266,invoice_00000243,pm_00000042,2025-02-01 00:00:00,1,56.3,EUR,succeeded,,approved
payattempt_00000267,invoice_00000244,pm_00000042,2025-03-01 00:00:00,1,56.3,EUR,succeeded,,approved
payattempt_00000268,invoice_00000245,pm_00000042,2025-04-01 00:00:00,1,60.8,EUR,succeeded,,approved
payattempt_00000269,invoice_00000246,pm_00000042,2025-05-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000270,invoice_00000247,pm_00000042,2025-06-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000271,invoice_00000248,pm_00000042,2025-07-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000272,invoice_00000249,pm_00000042,2025-08-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000273,invoice_00000250,pm_00000042,2025-09-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000274,invoice_00000251,pm_00000042,2025-10-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000275,invoice_00000252,pm_00000042,2025-11-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000276,invoice_00000253,pm_00000042,2025-12-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000277,invoice_00000254,pm_00000042,2026-01-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000278,invoice_00000255,pm_00000042,2026-02-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000279,invoice_00000256,pm_00000042,2026-03-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000280,invoice_00000257,pm_00000042,2026-04-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000281,invoice_00000258,pm_00000042,2026-05-01 00:00:00,1,75.12,EUR,failed,expired_card,54
payattempt_00000282,invoice_00000258,pm_00000042,2026-05-03 00:00:00,2,75.12,EUR,succeeded,,approved
payattempt_00000283,invoice_00000259,pm_00000042,2026-06-01 00:00:00,1,75.12,EUR,succeeded,,approved
payattempt_00000284,invoice_00000260,pm_00000043,2024-08-01 00:00:00,1,117.81,EUR,succeeded,,approved
payattempt_00000285,invoice_00000261,pm_00000043,2024-09-01 00:00:00,1,117.81,EUR,succeeded,,approved
payattempt_00000286,invoice_00000262,pm_00000043,2024-10-01 00:00:00,1,117.81,EUR,succeeded,,approved
payattempt_00000287,invoice_00000263,pm_00000043,2024-11-01 00:00:00,1,117.81,EUR,succeeded,,approved
payattempt_00000288,invoice_00000264,pm_00000043,2024-12-01 00:00:00,1,117.81,EUR,succeeded,,approved
payattempt_00000289,invoice_00000265,pm_00000043,2025-01-01 00:00:00,1,117.81,EUR,succeeded,,approved
payattempt_00000290,invoice_00000266,pm_00000043,2025-02-01 00:00:00,1,117.81,EUR,succeeded,,approved
payattempt_00000291,invoice_00000267,pm_00000043,2025-03-01 00:00:00,1,117.81,EUR,succeeded,,approved
payattempt_00000292,invoice_00000268,pm_00000043,2025-04-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000293,invoice_00000269,pm_00000043,2025-05-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000294,invoice_00000270,pm_00000043,2025-06-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000295,invoice_00000271,pm_00000043,2025-07-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000296,invoice_00000272,pm_00000043,2025-08-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000297,invoice_00000273,pm_00000043,2025-09-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000298,invoice_00000274,pm_00000043,2025-10-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000299,invoice_00000275,pm_00000043,2025-11-01 00:00:00,1,127.23,EUR,failed,insufficient_funds,51
payattempt_00000300,invoice_00000275,pm_00000043,2025-11-05 00:00:00,2,127.23,EUR,failed,bank_decline,05
payattempt_00000301,invoice_00000275,pm_00000043,2025-11-05 00:00:00,3,127.23,EUR,failed,bank_decline,05
payattempt_00000302,invoice_00000276,pm_00000043,2025-12-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000303,invoice_00000277,pm_00000043,2026-01-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000304,invoice_00000278,pm_00000043,2026-02-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000305,invoice_00000279,pm_00000043,2026-03-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000306,invoice_00000280,pm_00000043,2026-04-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000307,invoice_00000281,pm_00000043,2026-05-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000308,invoice_00000282,pm_00000043,2026-06-01 00:00:00,1,127.23,EUR,succeeded,,approved
payattempt_00000309,invoice_00000283,pm_00000044,2026-03-10 00:00:00,1,6112.5,SEK,failed,technical_error,96
payattempt_00000310,invoice_00000283,pm_00000044,2026-03-14 00:00:00,2,6112.5,SEK,succeeded,,approved
payattempt_00000311,invoice_00000284,pm_00000045,2025-02-05 00:00:00,1,1842.05,EUR,succeeded,,approved
payattempt_00000312,invoice_00000285,pm_00000045,2026-02-01 00:00:00,1,1989.36,EUR,succeeded,,approved
payattempt_00000313,invoice_00000286,pm_00000046,2024-08-23 00:00:00,1,1600.8,EUR,succeeded,,approved
payattempt_00000314,invoice_00000287,pm_00000046,2024-09-01 00:00:00,1,1600.8,EUR,succeeded,,approved
payattempt_00000315,invoice_00000288,pm_00000046,2024-10-01 00:00:00,1,1600.8,EUR,succeeded,,approved
payattempt_00000316,invoice_00000289,pm_00000046,2024-11-01 00:00:00,1,1600.8,EUR,succeeded,,approved
payattempt_00000317,invoice_00000290,pm_00000046,2024-12-01 00:00:00,1,2259.6,EUR,succeeded,,approved
payattempt_00000318,invoice_00000291,pm_00000046,2025-01-01 00:00:00,1,2259.6,EUR,succeeded,,approved
payattempt_00000319,invoice_00000292,pm_00000046,2025-02-01 00:00:00,1,2259.6,EUR,succeeded,,approved
payattempt_00000320,invoice_00000293,pm_00000046,2025-03-01 00:00:00,1,2259.6,EUR,succeeded,,approved
payattempt_00000321,invoice_00000294,pm_00000046,2025-04-01 00:00:00,1,2435.66,EUR,succeeded,,approved
payattempt_00000322,invoice_00000295,pm_00000046,2025-05-01 00:00:00,1,2435.66,EUR,succeeded,,approved
payattempt_00000323,invoice_00000296,pm_00000046,2025-06-01 00:00:00,1,2435.66,EUR,succeeded,,approved
payattempt_00000324,invoice_00000297,pm_00000046,2025-07-01 00:00:00,1,2435.66,EUR,succeeded,,approved
payattempt_00000325,invoice_00000298,pm_00000046,2025-08-01 00:00:00,1,2884.08,EUR,succeeded,,approved
payattempt_00000326,invoice_00000299,pm_00000046,2025-09-01 00:00:00,1,2531.57,EUR,succeeded,,approved
payattempt_00000327,invoice_00000300,pm_00000046,2025-10-01 00:00:00,1,3104.4,EUR,succeeded,,approved
payattempt_00000328,invoice_00000301,pm_00000046,2025-11-01 00:00:00,1,2487.5,EUR,succeeded,,approved
payattempt_00000329,invoice_00000302,pm_00000046,2025-12-01 00:00:00,1,2487.5,EUR,succeeded,,approved
payattempt_00000330,invoice_00000303,pm_00000046,2026-01-01 00:00:00,1,2487.5,EUR,succeeded,,approved
payattempt_00000331,invoice_00000304,pm_00000046,2026-02-01 00:00:00,1,2487.5,EUR,succeeded,,approved
payattempt_00000332,invoice_00000305,pm_00000046,2026-03-01 00:00:00,1,2487.5,EUR,succeeded,,approved
payattempt_00000333,invoice_00000306,pm_00000046,2026-04-01 00:00:00,1,2487.5,EUR,failed,bank_decline,05
payattempt_00000334,invoice_00000306,pm_00000046,2026-04-04 00:00:00,2,2487.5,EUR,succeeded,,approved
payattempt_00000335,invoice_00000307,pm_00000046,2026-05-01 00:00:00,1,2487.5,EUR,succeeded,,approved
payattempt_00000336,invoice_00000308,pm_00000046,2026-06-01 00:00:00,1,2487.5,EUR,succeeded,,approved
payattempt_00000337,invoice_00000309,pm_00000047,2025-06-12 00:00:00,1,593.99,SEK,succeeded,,approved
payattempt_00000338,invoice_00000310,pm_00000047,2025-07-01 00:00:00,1,779.21,SEK,succeeded,,approved
payattempt_00000339,invoice_00000311,pm_00000047,2025-08-01 00:00:00,1,789.88,SEK,succeeded,,approved
payattempt_00000340,invoice_00000312,pm_00000047,2025-09-01 00:00:00,1,800.4,SEK,succeeded,,approved
payattempt_00000341,invoice_00000313,pm_00000047,2025-10-01 00:00:00,1,821.2,SEK,succeeded,,approved
payattempt_00000342,invoice_00000314,pm_00000047,2025-11-01 00:00:00,1,826.61,SEK,succeeded,,approved
payattempt_00000343,invoice_00000315,pm_00000047,2025-12-01 00:00:00,1,810.51,SEK,succeeded,,approved
payattempt_00000344,invoice_00000316,pm_00000047,2026-01-01 00:00:00,1,799.01,SEK,succeeded,,approved
payattempt_00000345,invoice_00000317,pm_00000047,2026-02-01 00:00:00,1,786.5,SEK,succeeded,,approved
payattempt_00000346,invoice_00000318,pm_00000047,2026-03-01 00:00:00,1,783.66,SEK,succeeded,,approved
payattempt_00000347,invoice_00000319,pm_00000047,2026-04-01 00:00:00,1,953.1,SEK,succeeded,,approved
payattempt_00000348,invoice_00000320,pm_00000047,2026-05-01 00:00:00,1,960.34,SEK,succeeded,,approved
payattempt_00000349,invoice_00000321,pm_00000047,2026-06-01 00:00:00,1,958.88,SEK,succeeded,,approved
payattempt_00000350,invoice_00000322,pm_00000048,2025-10-20 00:00:00,1,519.82,EUR,succeeded,,approved
payattempt_00000351,invoice_00000323,pm_00000049,2025-05-16 00:00:00,1,39835.27,GBP,succeeded,,approved
payattempt_00000352,invoice_00000324,pm_00000049,2025-06-01 00:00:00,1,40241.6,GBP,succeeded,,approved
payattempt_00000353,invoice_00000325,pm_00000049,2025-07-01 00:00:00,1,37456.16,GBP,succeeded,,approved
payattempt_00000354,invoice_00000326,pm_00000049,2025-08-01 00:00:00,1,37845.89,GBP,succeeded,,approved
payattempt_00000355,invoice_00000327,pm_00000049,2025-09-01 00:00:00,1,31374.58,GBP,succeeded,,approved
payattempt_00000356,invoice_00000328,pm_00000049,2025-10-01 00:00:00,1,31919.11,GBP,succeeded,,approved
payattempt_00000357,invoice_00000329,pm_00000049,2025-11-01 00:00:00,1,31497.92,GBP,succeeded,,approved
payattempt_00000358,invoice_00000330,pm_00000049,2025-12-01 00:00:00,1,30832.88,GBP,succeeded,,approved
payattempt_00000359,invoice_00000331,pm_00000049,2026-01-01 00:00:00,1,30892.48,GBP,succeeded,,approved
payattempt_00000360,invoice_00000332,pm_00000049,2026-02-01 00:00:00,1,35390.52,GBP,succeeded,,approved
payattempt_00000361,invoice_00000333,pm_00000049,2026-03-01 00:00:00,1,35877.22,GBP,succeeded,,approved
payattempt_00000362,invoice_00000334,pm_00000049,2026-04-01 00:00:00,1,35910.36,GBP,succeeded,,approved
payattempt_00000363,invoice_00000335,pm_00000049,2026-05-01 00:00:00,1,35965.24,GBP,succeeded,,approved
payattempt_00000364,invoice_00000336,pm_00000049,2026-06-01 00:00:00,1,36760.63,GBP,succeeded,,approved
payattempt_00000365,invoice_00000337,pm_00000050,2024-06-29 00:00:00,1,48653.18,EUR,succeeded,,approved
payattempt_00000366,invoice_00000338,pm_00000050,2025-06-01 00:00:00,1,65848.35,EUR,succeeded,,approved
payattempt_00000367,invoice_00000339,pm_00000050,2026-06-01 00:00:00,1,54502.27,EUR,succeeded,,approved
payattempt_00000368,invoice_00000340,pm_00000051,2025-08-25 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000369,invoice_00000341,pm_00000051,2025-09-01 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000370,invoice_00000342,pm_00000051,2025-10-01 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000371,invoice_00000343,pm_00000051,2025-11-01 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000372,invoice_00000344,pm_00000051,2025-12-01 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000373,invoice_00000345,pm_00000051,2026-01-01 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000374,invoice_00000346,pm_00000051,2026-02-01 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000375,invoice_00000347,pm_00000051,2026-03-01 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000376,invoice_00000348,pm_00000051,2026-04-01 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000377,invoice_00000349,pm_00000051,2026-05-01 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000378,invoice_00000350,pm_00000051,2026-06-01 00:00:00,1,46.89,EUR,succeeded,,approved
payattempt_00000379,invoice_00000351,pm_00000052,2024-09-24 00:00:00,1,1757.64,EUR,succeeded,,approved
payattempt_00000380,invoice_00000352,pm_00000052,2024-10-01 00:00:00,1,1757.64,EUR,succeeded,,approved
payattempt_00000381,invoice_00000353,pm_00000052,2024-11-01 00:00:00,1,1757.64,EUR,succeeded,,approved
payattempt_00000382,invoice_00000354,pm_00000052,2024-12-01 00:00:00,1,1757.64,EUR,succeeded,,approved
payattempt_00000383,invoice_00000355,pm_00000052,2025-01-01 00:00:00,1,1757.64,EUR,succeeded,,approved
payattempt_00000384,invoice_00000356,pm_00000052,2025-02-01 00:00:00,1,1757.64,EUR,succeeded,,approved
payattempt_00000385,invoice_00000357,pm_00000052,2025-03-01 00:00:00,1,1757.64,EUR,succeeded,,approved
payattempt_00000386,invoice_00000358,pm_00000052,2025-04-01 00:00:00,1,1898.26,EUR,succeeded,,approved
payattempt_00000387,invoice_00000359,pm_00000052,2025-05-01 00:00:00,1,1898.26,EUR,succeeded,,approved
payattempt_00000388,invoice_00000360,pm_00000052,2025-06-01 00:00:00,1,1898.26,EUR,succeeded,,approved
payattempt_00000389,invoice_00000361,pm_00000052,2025-07-01 00:00:00,1,1898.26,EUR,succeeded,,approved
payattempt_00000390,invoice_00000362,pm_00000052,2025-08-01 00:00:00,1,1660.66,EUR,succeeded,,approved
payattempt_00000391,invoice_00000363,pm_00000052,2025-09-01 00:00:00,1,1660.66,EUR,succeeded,,approved
payattempt_00000392,invoice_00000364,pm_00000052,2025-10-01 00:00:00,1,1966.14,EUR,succeeded,,approved
payattempt_00000393,invoice_00000365,pm_00000052,2025-11-01 00:00:00,1,1966.14,EUR,succeeded,,approved
payattempt_00000394,invoice_00000366,pm_00000052,2025-12-01 00:00:00,1,1966.14,EUR,succeeded,,approved
payattempt_00000395,invoice_00000367,pm_00000052,2026-01-01 00:00:00,1,1966.14,EUR,succeeded,,approved
payattempt_00000396,invoice_00000368,pm_00000052,2026-02-01 00:00:00,1,2271.61,EUR,succeeded,,approved
payattempt_00000397,invoice_00000369,pm_00000052,2026-03-01 00:00:00,1,2882.58,EUR,failed,technical_error,96
payattempt_00000398,invoice_00000369,pm_00000052,2026-03-05 00:00:00,2,2882.58,EUR,failed,expired_card,54
payattempt_00000399,invoice_00000369,pm_00000052,2026-03-07 00:00:00,3,2882.58,EUR,failed,bank_decline,05
payattempt_00000400,invoice_00000369,pm_00000052,2026-03-13 00:00:00,4,2882.58,EUR,failed,mandate_missing,M01
payattempt_00000401,invoice_00000370,pm_00000052,2026-04-01 00:00:00,1,2882.58,EUR,failed,bank_decline,05
payattempt_00000402,invoice_00000370,pm_00000052,2026-04-04 00:00:00,2,2882.58,EUR,succeeded,,approved
payattempt_00000403,invoice_00000371,pm_00000052,2026-05-01 00:00:00,1,2882.58,EUR,succeeded,,approved
payattempt_00000404,invoice_00000372,pm_00000052,2026-06-01 00:00:00,1,4407.47,EUR,succeeded,,approved
payattempt_00000405,invoice_00000373,pm_00000053,2025-11-18 00:00:00,1,202.18,EUR,succeeded,,approved
payattempt_00000406,invoice_00000374,pm_00000053,2025-12-01 00:00:00,1,202.18,EUR,succeeded,,approved
payattempt_00000407,invoice_00000375,pm_00000053,2026-01-01 00:00:00,1,560.98,EUR,succeeded,,approved
payattempt_00000408,invoice_00000376,pm_00000053,2026-02-01 00:00:00,1,560.98,EUR,succeeded,,approved
payattempt_00000409,invoice_00000377,pm_00000053,2026-03-01 00:00:00,1,560.98,EUR,succeeded,,approved
payattempt_00000410,invoice_00000378,pm_00000053,2026-04-01 00:00:00,1,715.78,EUR,succeeded,,approved
payattempt_00000411,invoice_00000379,pm_00000053,2026-05-01 00:00:00,1,715.78,EUR,succeeded,,approved
payattempt_00000412,invoice_00000380,pm_00000053,2026-06-01 00:00:00,1,715.78,EUR,succeeded,,approved
payattempt_00000413,invoice_00000381,pm_00000054,2024-11-11 00:00:00,1,217.77,EUR,succeeded,,approved
payattempt_00000414,invoice_00000382,pm_00000054,2024-12-01 00:00:00,1,217.77,EUR,succeeded,,approved
payattempt_00000415,invoice_00000383,pm_00000054,2025-01-01 00:00:00,1,217.77,EUR,succeeded,,approved
payattempt_00000416,invoice_00000384,pm_00000054,2025-02-01 00:00:00,1,217.77,EUR,succeeded,,approved
payattempt_00000417,invoice_00000385,pm_00000054,2025-03-01 00:00:00,1,343.91,EUR,succeeded,,approved
payattempt_00000418,invoice_00000386,pm_00000054,2025-04-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000419,invoice_00000387,pm_00000054,2025-05-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000420,invoice_00000388,pm_00000054,2025-06-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000421,invoice_00000389,pm_00000054,2025-07-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000422,invoice_00000390,pm_00000054,2025-08-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000423,invoice_00000391,pm_00000054,2025-09-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000424,invoice_00000392,pm_00000054,2025-10-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000425,invoice_00000393,pm_00000054,2025-11-01 00:00:00,1,371.42,EUR,failed,insufficient_funds,51
payattempt_00000426,invoice_00000393,pm_00000054,2025-11-03 00:00:00,2,371.42,EUR,failed,expired_card,54
payattempt_00000427,invoice_00000393,pm_00000054,2025-11-05 00:00:00,3,371.42,EUR,succeeded,,approved
payattempt_00000428,invoice_00000394,pm_00000054,2025-12-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000429,invoice_00000395,pm_00000054,2026-01-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000430,invoice_00000396,pm_00000054,2026-02-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000431,invoice_00000397,pm_00000054,2026-03-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000432,invoice_00000398,pm_00000054,2026-04-01 00:00:00,1,371.42,EUR,failed,expired_card,54
payattempt_00000433,invoice_00000398,pm_00000054,2026-04-03 00:00:00,2,371.42,EUR,succeeded,,approved
payattempt_00000434,invoice_00000399,pm_00000054,2026-05-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000435,invoice_00000400,pm_00000054,2026-06-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000436,invoice_00000401,pm_00000055,2025-04-20 00:00:00,1,235.19,EUR,succeeded,,approved
payattempt_00000437,invoice_00000402,pm_00000055,2025-05-01 00:00:00,1,235.19,EUR,failed,insufficient_funds,51
payattempt_00000438,invoice_00000402,pm_00000055,2025-05-05 00:00:00,2,235.19,EUR,succeeded,,approved
payattempt_00000439,invoice_00000403,pm_00000055,2025-06-01 00:00:00,1,235.19,EUR,succeeded,,approved
payattempt_00000440,invoice_00000404,pm_00000055,2025-07-01 00:00:00,1,235.19,EUR,succeeded,,approved
payattempt_00000441,invoice_00000405,pm_00000055,2025-08-01 00:00:00,1,235.19,EUR,failed,expired_card,54
payattempt_00000442,invoice_00000405,pm_00000055,2025-08-05 00:00:00,2,235.19,EUR,succeeded,,approved
payattempt_00000443,invoice_00000406,pm_00000055,2025-09-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000444,invoice_00000407,pm_00000055,2025-10-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000445,invoice_00000408,pm_00000055,2025-11-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000446,invoice_00000409,pm_00000055,2025-12-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000447,invoice_00000410,pm_00000055,2026-01-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000448,invoice_00000411,pm_00000055,2026-02-01 00:00:00,1,371.42,EUR,succeeded,,approved
payattempt_00000449,invoice_00000412,pm_00000055,2026-03-01 00:00:00,1,420.26,EUR,succeeded,,approved
payattempt_00000450,invoice_00000413,pm_00000055,2026-04-01 00:00:00,1,420.26,EUR,succeeded,,approved
payattempt_00000451,invoice_00000414,pm_00000055,2026-05-01 00:00:00,1,420.26,EUR,succeeded,,approved
payattempt_00000452,invoice_00000415,pm_00000055,2026-06-01 00:00:00,1,420.26,EUR,succeeded,,approved
payattempt_00000453,invoice_00000416,pm_00000056,2024-07-12 00:00:00,1,103885.6,EUR,succeeded,,approved
payattempt_00000454,invoice_00000417,pm_00000056,2025-07-01 00:00:00,1,142102.93,EUR,succeeded,,approved
payattempt_00000455,invoice_00000418,pm_00000057,2024-12-24 00:00:00,1,619.04,EUR,succeeded,,approved
payattempt_00000456,invoice_00000419,pm_00000057,2025-12-01 00:00:00,1,668.59,EUR,succeeded,,approved
payattempt_00000457,invoice_00000420,pm_00000058,2024-05-08 00:00:00,1,116.2,EUR,succeeded,,approved
payattempt_00000458,invoice_00000421,pm_00000058,2024-06-01 00:00:00,1,116.2,EUR,succeeded,,approved
payattempt_00000459,invoice_00000422,pm_00000058,2024-07-01 00:00:00,1,116.2,EUR,succeeded,,approved
payattempt_00000460,invoice_00000423,pm_00000058,2024-08-01 00:00:00,1,116.2,EUR,failed,insufficient_funds,51
payattempt_00000461,invoice_00000423,pm_00000058,2024-08-03 00:00:00,2,116.2,EUR,succeeded,,approved
payattempt_00000462,invoice_00000424,pm_00000058,2024-09-01 00:00:00,1,116.2,EUR,succeeded,,approved
payattempt_00000463,invoice_00000425,pm_00000058,2024-10-01 00:00:00,1,116.2,EUR,succeeded,,approved
payattempt_00000464,invoice_00000426,pm_00000058,2024-11-01 00:00:00,1,116.2,EUR,succeeded,,approved
payattempt_00000465,invoice_00000427,pm_00000058,2024-12-01 00:00:00,1,116.2,EUR,succeeded,,approved
payattempt_00000466,invoice_00000428,pm_00000058,2025-01-01 00:00:00,1,116.2,EUR,succeeded,,approved
payattempt_00000467,invoice_00000429,pm_00000058,2025-02-01 00:00:00,1,116.2,EUR,failed,bank_decline,05
payattempt_00000468,invoice_00000429,pm_00000058,2025-02-04 00:00:00,2,116.2,EUR,succeeded,,approved
payattempt_00000469,invoice_00000430,pm_00000058,2025-03-01 00:00:00,1,116.2,EUR,succeeded,,approved
payattempt_00000470,invoice_00000431,pm_00000058,2025-04-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000471,invoice_00000432,pm_00000058,2025-05-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000472,invoice_00000433,pm_00000058,2025-06-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000473,invoice_00000434,pm_00000058,2025-07-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000474,invoice_00000435,pm_00000058,2025-08-01 00:00:00,1,125.49,EUR,failed,bank_decline,05
payattempt_00000475,invoice_00000435,pm_00000058,2025-08-03 00:00:00,2,125.49,EUR,failed,technical_error,96
payattempt_00000476,invoice_00000435,pm_00000058,2025-08-07 00:00:00,3,125.49,EUR,failed,insufficient_funds,51
payattempt_00000477,invoice_00000435,pm_00000058,2025-08-10 00:00:00,4,125.49,EUR,failed,expired_card,54
payattempt_00000478,invoice_00000436,pm_00000058,2025-09-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000479,invoice_00000437,pm_00000058,2025-10-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000480,invoice_00000438,pm_00000058,2025-11-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000481,invoice_00000439,pm_00000058,2025-12-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000482,invoice_00000440,pm_00000058,2026-01-01 00:00:00,1,125.49,EUR,failed,bank_decline,05
payattempt_00000483,invoice_00000440,pm_00000058,2026-01-04 00:00:00,2,125.49,EUR,failed,mandate_missing,M01
payattempt_00000484,invoice_00000440,pm_00000058,2026-01-07 00:00:00,3,125.49,EUR,failed,insufficient_funds,51
payattempt_00000485,invoice_00000440,pm_00000058,2026-01-10 00:00:00,4,125.49,EUR,failed,insufficient_funds,51
payattempt_00000486,invoice_00000441,pm_00000058,2026-02-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000487,invoice_00000442,pm_00000058,2026-03-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000488,invoice_00000443,pm_00000058,2026-04-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000489,invoice_00000444,pm_00000058,2026-05-01 00:00:00,1,125.49,EUR,succeeded,,approved
payattempt_00000490,invoice_00000445,pm_00000058,2026-06-01 00:00:00,1,125.49,EUR,succeeded,,approved
