onboarding_task_id,account_id,task_name,task_sequence,due_date,completed_at,task_status,owner_type
onboard_00000304,account_00000135,create_first_work_order,4,2025-09-14,2025-09-16 00:00:00,completed,customer_success
onboard_00000305,account_00000135,complete_first_work_order,5,2025-09-19,2025-09-08 00:00:00,completed,customer_success
onboard_00000306,account_00000135,connect_integration,6,2025-09-24,,open,customer_success
onboard_00000307,account_00000136,company_profile,1,2024-09-29,2024-10-01 00:00:00,completed,customer_success
onboard_00000308,account_00000136,invite_team,2,2024-10-04,2024-10-02 00:00:00,completed,customer_success
onboard_00000309,account_00000136,create_workspace,3,2024-10-09,2024-10-04 00:00:00,completed,customer_success
onboard_00000310,account_00000136,create_first_work_order,4,2024-10-14,2024-10-01 00:00:00,completed,customer_success
onboard_00000311,account_00000136,complete_first_work_order,5,2024-10-19,2024-10-26 00:00:00,completed,customer_success
onboard_00000312,account_00000136,connect_integration,6,2024-10-24,2024-10-27 00:00:00,completed,customer_success
onboard_00000313,account_00000137,company_profile,1,2025-11-23,2025-11-24 00:00:00,completed,customer
onboard_00000314,account_00000137,invite_team,2,2025-11-28,2025-11-27 00:00:00,completed,customer
onboard_00000315,account_00000137,create_workspace,3,2025-12-03,2025-11-21 00:00:00,completed,customer
onboard_00000316,account_00000137,create_first_work_order,4,2025-12-08,,open,customer
onboard_00000317,account_00000137,complete_first_work_order,5,2025-12-13,2025-12-22 00:00:00,completed,customer
onboard_00000318,account_00000137,connect_integration,6,2025-12-18,2025-12-19 00:00:00,completed,customer
onboard_00000319,account_00000138,company_profile,1,2024-11-16,2024-11-18 00:00:00,completed,customer
onboard_00000320,account_00000138,invite_team,2,2024-11-21,2024-11-14 00:00:00,completed,customer
onboard_00000321,account_00000138,create_workspace,3,2024-11-26,2024-11-20 00:00:00,completed,customer
onboard_00000322,account_00000138,create_first_work_order,4,2024-12-01,2024-11-30 00:00:00,completed,customer
onboard_00000323,account_00000138,complete_first_work_order,5,2024-12-06,2024-12-10 00:00:00,completed,customer
onboard_00000324,account_00000138,connect_integration,6,2024-12-11,2024-12-06 00:00:00,completed,customer
onboard_00000325,account_00000141,company_profile,1,2025-04-25,2025-04-24 00:00:00,completed,customer_success
onboard_00000326,account_00000141,invite_team,2,2025-04-30,2025-05-02 00:00:00,completed,customer_success
onboard_00000327,account_00000141,create_workspace,3,2025-05-05,,open,customer_success
onboard_00000328,account_00000141,create_first_work_order,4,2025-05-10,,open,customer_success
onboard_00000329,account_00000141,complete_first_work_order,5,2025-05-15,2025-05-17 00:00:00,completed,customer_success
onboard_00000330,account_00000141,connect_integration,6,2025-05-20,,open,customer_success
onboard_00000331,account_00000152,company_profile,1,2024-07-17,2024-07-17 00:00:00,completed,customer_success
onboard_00000332,account_00000152,invite_team,2,2024-07-22,,open,customer_success
onboard_00000333,account_00000152,create_workspace,3,2024-07-27,2024-07-23 00:00:00,completed,customer_success
onboard_00000334,account_00000152,create_first_work_order,4,2024-08-01,,open,customer_success
onboard_00000335,account_00000152,complete_first_work_order,5,2024-08-06,,open,customer_success
onboard_00000336,account_00000152,connect_integration,6,2024-08-11,,open,customer_success
onboard_00000337,account_00000155,company_profile,1,2024-12-29,2024-12-29 00:00:00,completed,customer
onboard_00000338,account_00000155,invite_team,2,2025-01-03,2024-12-27 00:00:00,completed,customer
onboard_00000339,account_00000155,create_workspace,3,2025-01-08,,open,customer
onboard_00000340,account_00000155,create_first_work_order,4,2025-01-13,2025-01-09 00:00:00,completed,customer
onboard_00000341,account_00000155,complete_first_work_order,5,2025-01-18,2025-01-02 00:00:00,completed,customer
onboard_00000342,account_00000155,connect_integration,6,2025-01-23,,open,customer
onboard_00000343,account_00000157,company_profile,1,2024-05-13,2024-05-13 00:00:00,completed,customer_success
onboard_00000344,account_00000157,invite_team,2,2024-05-18,,open,customer_success
onboard_00000345,account_00000157,create_workspace,3,2024-05-23,,open,customer_success
onboard_00000346,account_00000157,create_first_work_order,4,2024-05-28,2024-05-30 00:00:00,completed,customer_success
onboard_00000347,account_00000157,complete_first_work_order,5,2024-06-02,2024-05-17 00:00:00,completed,customer_success
onboard_00000348,account_00000157,connect_integration,6,2024-06-07,,open,customer_success
onboard_00000349,account_00000159,company_profile,1,2026-05-05,2026-05-07 00:00:00,completed,customer_success
onboard_00000350,account_00000159,invite_team,2,2026-05-10,,open,customer_success
onboard_00000351,account_00000159,create_workspace,3,2026-05-15,2026-05-06 00:00:00,completed,customer_success
onboard_00000352,account_00000159,create_first_work_order,4,2026-05-20,,open,customer_success
onboard_00000353,account_00000159,complete_first_work_order,5,2026-05-25,2026-05-20 00:00:00,completed,customer_success
onboard_00000354,account_00000159,connect_integration,6,2026-05-30,,open,customer_success
onboard_00000355,account_00000161,company_profile,1,2025-04-27,2025-04-29 00:00:00,completed,customer_success
onboard_00000356,account_00000161,invite_team,2,2025-05-02,2025-04-27 00:00:00,completed,customer_success
onboard_00000357,account_00000161,create_workspace,3,2025-05-07,2025-05-11 00:00:00,completed,customer_success
onboard_00000358,account_00000161,create_first_work_order,4,2025-05-12,,open,customer_success
onboard_00000359,account_00000161,complete_first_work_order,5,2025-05-17,2025-05-05 00:00:00,completed,customer_success
onboard_00000360,account_00000161,connect_integration,6,2025-05-22,,open,customer_success
onboard_00000361,account_00000166,company_profile,1,2025-01-28,2025-01-26 00:00:00,completed,customer
onboard_00000362,account_00000166,invite_team,2,2025-02-02,2025-02-02 00:00:00,completed,customer
onboard_00000363,account_00000166,create_workspace,3,2025-02-07,2025-02-04 00:00:00,completed,customer
onboard_00000364,account_00000166,create_first_work_order,4,2025-02-12,2025-01-30 00:00:00,completed,customer
onboard_00000365,account_00000166,complete_first_work_order,5,2025-02-17,2025-02-25 00:00:00,completed,customer
onboard_00000366,account_00000166,connect_integration,6,2025-02-22,2025-02-26 00:00:00,completed,customer
onboard_00000367,account_00000169,company_profile,1,2026-07-02,2026-07-03 00:00:00,completed,customer
onboard_00000368,account_00000169,invite_team,2,2026-07-07,2026-07-02 00:00:00,completed,customer
onboard_00000369,account_00000169,create_workspace,3,2026-07-12,2026-07-02 00:00:00,completed,customer
onboard_00000370,account_00000169,create_first_work_order,4,2026-07-17,,open,customer
onboard_00000371,account_00000169,complete_first_work_order,5,2026-07-22,2026-07-19 00:00:00,completed,customer
onboard_00000372,account_00000169,connect_integration,6,2026-07-27,2026-07-09 00:00:00,completed,customer
onboard_00000373,account_00000173,company_profile,1,2024-05-02,2024-04-28 00:00:00,completed,customer
onboard_00000374,account_00000173,invite_team,2,2024-05-07,,open,customer
onboard_00000375,account_00000173,create_workspace,3,2024-05-12,2024-05-09 00:00:00,completed,customer
onboard_00000376,account_00000173,create_first_work_order,4,2024-05-17,2024-05-10 00:00:00,completed,customer
onboard_00000377,account_00000173,complete_first_work_order,5,2024-05-22,2024-05-16 00:00:00,completed,customer
onboard_00000378,account_00000173,connect_integration,6,2024-05-27,2024-05-13 00:00:00,completed,customer
onboard_00000379,account_00000177,company_profile,1,2025-08-27,2025-08-25 00:00:00,completed,customer
onboard_00000380,account_00000177,invite_team,2,2025-09-01,,open,customer
onboard_00000381,account_00000177,create_workspace,3,2025-09-06,,open,customer
onboard_00000382,account_00000177,create_first_work_order,4,2025-09-11,,open,customer
onboard_00000383,account_00000177,complete_first_work_order,5,2025-09-16,2025-09-26 00:00:00,completed,customer
onboard_00000384,account_00000177,connect_integration,6,2025-09-21,,open,customer
onboard_00000385,account_00000183,company_profile,1,2024-03-09,2024-03-06 00:00:00,completed,customer
onboard_00000386,account_00000183,invite_team,2,2024-03-14,2024-03-16 00:00:00,completed,customer
onboard_00000387,account_00000183,create_workspace,3,2024-03-19,2024-03-17 00:00:00,completed,customer
onboard_00000388,account_00000183,create_first_work_order,4,2024-03-24,2024-03-28 00:00:00,completed,customer
onboard_00000389,account_00000183,complete_first_work_order,5,2024-03-29,2024-04-05 00:00:00,completed,customer
onboard_00000390,account_00000183,connect_integration,6,2024-04-03,,open,customer
onboard_00000391,account_00000184,company_profile,1,2025-07-24,2025-07-25 00:00:00,completed,customer_success
onboard_00000392,account_00000184,invite_team,2,2025-07-29,2025-07-23 00:00:00,completed,customer_success
onboard_00000393,account_00000184,create_workspace,3,2025-08-03,2025-07-26 00:00:00,completed,customer_success
onboard_00000394,account_00000184,create_first_work_order,4,2025-08-08,2025-08-09 00:00:00,completed,customer_success
onboard_00000395,account_00000184,complete_first_work_order,5,2025-08-13,2025-08-11 00:00:00,completed,customer_success
onboard_00000396,account_00000184,connect_integration,6,2025-08-18,2025-08-04 00:00:00,completed,customer_success
onboard_00000397,account_00000192,company_profile,1,2025-02-07,,open,customer
onboard_00000398,account_00000192,invite_team,2,2025-02-12,2025-02-14 00:00:00,completed,customer
onboard_00000399,account_00000192,create_workspace,3,2025-02-17,,open,customer
onboard_00000400,account_00000192,create_first_work_order,4,2025-02-22,2025-02-06 00:00:00,completed,customer
onboard_00000401,account_00000192,complete_first_work_order,5,2025-02-27,2025-02-26 00:00:00,completed,customer
onboard_00000402,account_00000192,connect_integration,6,2025-03-04,2025-03-16 00:00:00,completed,customer
onboard_00000403,account_00000197,company_profile,1,2026-06-21,2026-06-22 00:00:00,completed,customer
onboard_00000404,account_00000197,invite_team,2,2026-06-26,2026-06-19 00:00:00,completed,customer
onboard_00000405,account_00000197,create_workspace,3,2026-07-01,,open,customer
onboard_00000406,account_00000197,create_first_work_order,4,2026-07-06,2026-07-09 00:00:00,completed,customer
onboard_00000407,account_00000197,complete_first_work_order,5,2026-07-11,2026-06-21 00:00:00,completed,customer
onboard_00000408,account_00000197,connect_integration,6,2026-07-16,2026-06-30 00:00:00,completed,customer
onboard_00000409,account_00000204,company_profile,1,2025-10-21,2025-10-18 00:00:00,completed,customer_success
onboard_00000410,account_00000204,invite_team,2,2025-10-26,2025-10-19 00:00:00,completed,customer_success
onboard_00000411,account_00000204,create_workspace,3,2025-10-31,,open,customer_success
onboard_00000412,account_00000204,create_first_work_order,4,2025-11-05,2025-11-12 00:00:00,completed,customer_success
onboard_00000413,account_00000204,complete_first_work_order,5,2025-11-10,2025-10-31 00:00:00,completed,customer_success
onboard_00000414,account_00000204,connect_integration,6,2025-11-15,2025-11-03 00:00:00,completed,customer_success
onboard_00000415,account_00000205,company_profile,1,2026-05-10,2026-05-11 00:00:00,completed,customer_success
onboard_00000416,account_00000205,invite_team,2,2026-05-15,2026-05-16 00:00:00,completed,customer_success
onboard_00000417,account_00000205,create_workspace,3,2026-05-20,2026-05-17 00:00:00,completed,customer_success
onboard_00000418,account_00000205,create_first_work_order,4,2026-05-25,2026-05-17 00:00:00,completed,customer_success
onboard_00000419,account_00000205,complete_first_work_order,5,2026-05-30,2026-05-30 00:00:00,completed,customer_success
onboard_00000420,account_00000205,connect_integration,6,2026-06-04,,open,customer_success
onboard_00000421,account_00000206,company_profile,1,2026-02-09,2026-02-05 00:00:00,completed,customer
onboard_00000422,account_00000206,invite_team,2,2026-02-14,2026-02-06 00:00:00,completed,customer
onboard_00000423,account_00000206,create_workspace,3,2026-02-19,2026-02-25 00:00:00,completed,customer
onboard_00000424,account_00000206,create_first_work_order,4,2026-02-24,2026-03-03 00:00:00,completed,customer
onboard_00000425,account_00000206,complete_first_work_order,5,2026-03-01,2026-03-08 00:00:00,completed,customer
onboard_00000426,account_00000206,connect_integration,6,2026-03-06,,open,customer
onboard_00000427,account_00000207,company_profile,1,2025-05-27,2025-05-28 00:00:00,completed,customer_success
onboard_00000428,account_00000207,invite_team,2,2025-06-01,2025-06-04 00:00:00,completed,customer_success
onboard_00000429,account_00000207,create_workspace,3,2025-06-06,2025-05-25 00:00:00,completed,customer_success
onboard_00000430,account_00000207,create_first_work_order,4,2025-06-11,2025-06-19 00:00:00,completed,customer_success
onboard_00000431,account_00000207,complete_first_work_order,5,2025-06-16,2025-05-31 00:00:00,completed,customer_success
onboard_00000432,account_00000207,connect_integration,6,2025-06-21,,open,customer_success
onboard_00000433,account_00000208,company_profile,1,2025-04-12,2025-04-13 00:00:00,completed,customer_success
onboard_00000434,account_00000208,invite_team,2,2025-04-17,2025-04-16 00:00:00,completed,customer_success
onboard_00000435,account_00000208,create_workspace,3,2025-04-22,,open,customer_success
onboard_00000436,account_00000208,create_first_work_order,4,2025-04-27,,open,customer_success
onboard_00000437,account_00000208,complete_first_work_order,5,2025-05-02,,open,customer_success
onboard_00000438,account_00000208,connect_integration,6,2025-05-07,2025-04-22 00:00:00,completed,customer_success
onboard_00000439,account_00000213,company_profile,1,2026-07-04,2026-07-02 00:00:00,completed,customer_success
onboard_00000440,account_00000213,invite_team,2,2026-07-09,2026-07-03 00:00:00,completed,customer_success
onboard_00000441,account_00000213,create_workspace,3,2026-07-14,2026-07-13 00:00:00,completed,customer_success
onboard_00000442,account_00000213,create_first_work_order,4,2026-07-19,2026-07-14 00:00:00,completed,customer_success
onboard_00000443,account_00000213,complete_first_work_order,5,2026-07-24,,open,customer_success
onboard_00000444,account_00000213,connect_integration,6,2026-07-29,2026-07-27 00:00:00,completed,customer_success
onboard_00000445,account_00000221,company_profile,1,2025-10-25,2025-10-27 00:00:00,completed,customer
onboard_00000446,account_00000221,invite_team,2,2025-10-30,2025-10-27 00:00:00,completed,customer
onboard_00000447,account_00000221,create_workspace,3,2025-11-04,2025-11-02 00:00:00,completed,customer
onboard_00000448,account_00000221,create_first_work_order,4,2025-11-09,2025-11-04 00:00:00,completed,customer
onboard_00000449,account_00000221,complete_first_work_order,5,2025-11-14,2025-11-16 00:00:00,completed,customer
onboard_00000450,account_00000221,connect_integration,6,2025-11-19,2025-11-11 00:00:00,completed,customer
onboard_00000451,account_00000222,company_profile,1,2025-02-25,,open,customer_success
onboard_00000452,account_00000222,invite_team,2,2025-03-02,2025-02-23 00:00:00,completed,customer_success
onboard_00000453,account_00000222,create_workspace,3,2025-03-07,2025-03-10 00:00:00,completed,customer_success
onboard_00000454,account_00000222,create_first_work_order,4,2025-03-12,,open,customer_success
onboard_00000455,account_00000222,complete_first_work_order,5,2025-03-17,,open,customer_success
onboard_00000456,account_00000222,connect_integration,6,2025-03-22,,open,customer_success
onboard_00000457,account_00000228,company_profile,1,2025-05-05,2025-05-06 00:00:00,completed,customer
onboard_00000458,account_00000228,invite_team,2,2025-05-10,2025-05-14 00:00:00,completed,customer
onboard_00000459,account_00000228,create_workspace,3,2025-05-15,2025-05-14 00:00:00,completed,customer
onboard_00000460,account_00000228,create_first_work_order,4,2025-05-20,,open,customer
onboard_00000461,account_00000228,complete_first_work_order,5,2025-05-25,2025-05-25 00:00:00,completed,customer
onboard_00000462,account_00000228,connect_integration,6,2025-05-30,2025-06-01 00:00:00,completed,customer
onboard_00000463,account_00000229,company_profile,1,2024-05-27,2024-05-25 00:00:00,completed,customer_success
onboard_00000464,account_00000229,invite_team,2,2024-06-01,2024-06-02 00:00:00,completed,customer_success
onboard_00000465,account_00000229,create_workspace,3,2024-06-06,2024-06-08 00:00:00,completed,customer_success
onboard_00000466,account_00000229,create_first_work_order,4,2024-06-11,,open,customer_success
onboard_00000467,account_00000229,complete_first_work_order,5,2024-06-16,2024-06-11 00:00:00,completed,customer_success
onboard_00000468,account_00000229,connect_integration,6,2024-06-21,,open,customer_success
onboard_00000469,account_00000230,company_profile,1,2026-04-17,2026-04-14 00:00:00,completed,customer_success
onboard_00000470,account_00000230,invite_team,2,2026-04-22,2026-04-19 00:00:00,completed,customer_success
onboard_00000471,account_00000230,create_workspace,3,2026-04-27,2026-04-15 00:00:00,completed,customer_success
onboard_00000472,account_00000230,create_first_work_order,4,2026-05-02,2026-05-01 00:00:00,completed,customer_success
onboard_00000473,account_00000230,complete_first_work_order,5,2026-05-07,,open,customer_success
onboard_00000474,account_00000230,connect_integration,6,2026-05-12,,open,customer_success
onboard_00000475,account_00000234,company_profile,1,2024-10-03,2024-10-05 00:00:00,completed,customer_success
onboard_00000476,account_00000234,invite_team,2,2024-10-08,,open,customer_success
onboard_00000477,account_00000234,create_workspace,3,2024-10-13,,open,customer_success
onboard_00000478,account_00000234,create_first_work_order,4,2024-10-18,,open,customer_success
onboard_00000479,account_00000234,complete_first_work_order,5,2024-10-23,,open,customer_success
onboard_00000480,account_00000234,connect_integration,6,2024-10-28,,open,customer_success
onboard_00000481,account_00000244,company_profile,1,2024-09-13,,open,customer_success
onboard_00000482,account_00000244,invite_team,2,2024-09-18,2024-09-17 00:00:00,completed,customer_success
onboard_00000483,account_00000244,create_workspace,3,2024-09-23,2024-09-17 00:00:00,completed,customer_success
onboard_00000484,account_00000244,create_first_work_order,4,2024-09-28,2024-09-24 00:00:00,completed,customer_success
onboard_00000485,account_00000244,complete_first_work_order,5,2024-10-03,,open,customer_success
onboard_00000486,account_00000244,connect_integration,6,2024-10-08,,open,customer_success
onboard_00000487,account_00000245,company_profile,1,2026-05-31,,open,customer_success
onboard_00000488,account_00000245,invite_team,2,2026-06-05,,open,customer_success
onboard_00000489,account_00000245,create_workspace,3,2026-06-10,,open,customer_success
onboard_00000490,account_00000245,create_first_work_order,4,2026-06-15,,open,customer_success
onboard_00000491,account_00000245,complete_first_work_order,5,2026-06-20,,open,customer_success
onboard_00000492,account_00000245,connect_integration,6,2026-06-25,,open,customer_success
onboard_00000493,account_00000247,company_profile,1,2026-04-27,,open,customer
onboard_00000494,account_00000247,invite_team,2,2026-05-02,2026-04-27 00:00:00,completed,customer
onboard_00000495,account_00000247,create_workspace,3,2026-05-07,,open,customer
onboard_00000496,account_00000247,create_first_work_order,4,2026-05-12,,open,customer
onboard_00000497,account_00000247,complete_first_work_order,5,2026-05-17,2026-05-23 00:00:00,completed,customer
onboard_00000498,account_00000247,connect_integration,6,2026-05-22,,open,customer
