account_id,activity_date,active_users,active_mobile_users,sessions,work_orders_created,work_orders_completed,automation_runs,api_calls,documents_uploaded,feature_breadth
account_00000069,2025-08-09,16,12,29,23,21,13,18,12,9
account_00000069,2025-08-27,15,11,18,23,21,15,23,5,8
account_00000069,2025-09-06,6,4,6,5,4,4,25,1,8
account_00000069,2025-09-11,6,4,10,13,11,4,21,4,10
account_00000069,2025-09-21,8,6,12,13,11,4,14,6,9
account_00000069,2025-09-28,15,11,46,15,12,10,14,2,8
account_00000069,2025-10-01,9,6,10,12,11,6,19,6,10
account_00000069,2025-10-04,14,10,21,13,12,8,17,5,9
account_00000069,2025-10-13,10,7,29,16,14,9,20,7,10
account_00000069,2025-10-21,9,6,11,18,16,6,18,8,8
account_00000069,2025-11-05,7,5,12,9,8,3,19,3,10
account_00000069,2025-11-22,8,6,14,8,7,1,25,1,10
account_00000069,2025-11-29,13,9,23,18,17,7,20,10,9
account_00000069,2025-11-30,9,6,15,11,10,6,18,1,10
account_00000069,2025-12-19,7,5,7,14,12,4,13,7,10
account_00000069,2025-12-23,11,8,17,26,23,9,16,6,9
account_00000069,2025-12-28,15,11,29,24,22,10,19,7,9
account_00000069,2025-12-31,15,11,25,27,24,10,21,13,8
account_00000069,2026-01-11,11,8,14,16,15,6,17,6,9
account_00000069,2026-01-12,15,11,31,33,29,19,16,16,7
account_00000069,2026-01-21,7,5,13,8,7,2,8,3,9
account_00000069,2026-01-26,15,11,23,20,18,7,14,7,9
account_00000069,2026-02-08,12,9,20,10,9,7,13,4,9
account_00000069,2026-02-18,10,7,12,8,7,1,18,4,9
account_00000069,2026-02-19,12,9,30,16,14,7,17,5,9
account_00000069,2026-02-24,16,12,40,23,20,9,24,7,10
account_00000069,2026-03-02,14,10,20,27,24,10,13,15,9
account_00000069,2026-03-14,12,9,28,13,12,4,9,10,8
account_00000069,2026-03-15,12,9,24,14,13,6,15,3,10
account_00000069,2026-03-21,15,11,28,22,20,7,18,10,9
account_00000069,2026-04-04,15,11,22,25,21,12,17,15,9
account_00000069,2026-04-17,7,5,7,10,9,8,16,4,7
account_00000069,2026-04-22,11,8,22,13,11,4,18,5,9
account_00000069,2026-04-23,12,9,12,22,19,12,17,12,8
account_00000069,2026-05-08,8,6,8,8,8,1,14,1,10
account_00000069,2026-05-15,7,5,7,20,19,5,14,6,10
account_00000069,2026-05-22,7,5,11,14,12,6,15,5,10
account_00000069,2026-05-29,17,12,41,13,11,7,14,5,10
account_00000069,2026-06-11,12,9,25,13,12,5,25,7,10
account_00000069,2026-06-12,17,12,26,29,26,14,15,11,9
account_00000069,2026-06-20,8,6,13,10,9,4,20,6,9
account_00000069,2026-06-24,16,12,33,24,22,14,15,10,10
account_00000079,2025-10-11,25,18,50,35,31,16,58,14,10
account_00000079,2025-10-27,22,16,58,31,27,17,52,11,10
account_00000079,2025-10-28,32,23,64,54,49,29,45,19,10
account_00000079,2025-10-29,26,19,28,48,47,27,61,25,10
account_00000079,2025-11-04,27,19,66,34,27,18,50,6,10
account_00000079,2025-11-05,17,12,40,21,17,9,46,8,10
account_00000079,2025-11-13,27,19,51,47,43,18,58,14,10
account_00000079,2025-11-27,15,11,35,17,15,9,55,8,9
account_00000079,2025-12-08,15,11,23,23,19,15,47,9,10
account_00000079,2025-12-10,25,18,47,47,43,25,59,17,10
account_00000079,2025-12-27,21,15,42,30,26,18,51,8,10
account_00000079,2025-12-31,16,12,26,23,22,13,50,8,10
account_00000079,2026-01-12,21,15,36,28,23,12,52,15,10
account_00000079,2026-01-19,14,10,34,21,18,8,64,9,10
account_00000079,2026-01-28,20,14,29,26,24,8,60,14,10
account_00000079,2026-01-31,13,9,21,25,22,17,66,8,10
account_00000079,2026-02-05,30,22,59,59,50,30,43,19,10
account_00000079,2026-02-18,21,15,53,29,26,10,49,19,10
account_00000079,2026-02-24,15,11,20,21,19,16,49,5,10
account_00000079,2026-02-25,31,22,44,44,41,25,44,23,10
account_00000079,2026-03-03,17,12,26,22,20,9,74,13,10
account_00000079,2026-03-08,24,17,37,37,34,15,46,9,10
account_00000079,2026-03-21,22,16,37,33,29,15,63,13,10
account_00000079,2026-03-23,19,14,44,32,31,16,58,13,10
account_00000079,2026-04-04,20,14,30,31,28,13,64,15,10
account_00000079,2026-04-16,17,12,32,26,24,11,67,15,10
account_00000079,2026-04-20,28,20,43,42,39,23,67,19,10
account_00000079,2026-04-28,22,16,42,30,26,13,52,10,10
account_00000079,2026-05-07,21,15,28,31,29,12,47,12,10
account_00000079,2026-05-18,30,22,56,41,33,14,52,18,10
account_00000079,2026-05-20,18,13,19,29,27,15,74,9,10
account_00000079,2026-05-26,25,18,50,49,42,30,66,17,10
account_00000079,2026-06-07,24,17,46,25,22,10,61,8,10
account_00000079,2026-06-12,27,19,48,48,43,23,64,17,10
account_00000079,2026-06-20,27,19,44,44,40,22,53,24,10
account_00000079,2026-06-23,21,15,26,28,26,17,59,6,10
account_00000080,2025-09-11,31,19,49,68,66,34,53,36,10
account_00000080,2025-09-19,28,17,43,59,52,29,66,23,10
account_00000080,2025-09-24,19,12,43,43,38,23,59,17,10
account_00000080,2025-09-27,21,13,59,46,39,25,50,16,10
account_00000080,2025-10-03,21,13,49,45,38,24,50,17,10
account_00000080,2025-10-08,17,11,34,32,31,16,59,24,9
account_00000080,2025-10-17,28,17,68,70,63,39,68,30,10
account_00000080,2025-10-24,20,12,23,49,44,20,61,26,10
account_00000080,2025-11-03,28,17,37,67,58,33,61,23,10
account_00000080,2025-11-18,25,16,38,65,64,40,62,25,10
account_00000080,2025-11-19,25,16,52,58,53,32,65,19,9
account_00000080,2025-11-30,24,15,43,58,52,33,63,23,10
account_00000080,2025-12-11,21,13,26,48,46,25,67,26,10
account_00000080,2025-12-12,12,7,32,27,24,9,58,13,10
account_00000080,2025-12-16,14,9,34,33,30,13,67,12,9
account_00000080,2025-12-19,33,20,49,76,68,41,68,24,10
account_00000080,2026-01-05,31,19,34,65,61,36,46,34,10
account_00000080,2026-01-18,31,19,66,73,68,43,53,41,10
account_00000080,2026-01-23,29,18,59,69,58,28,56,30,10
account_00000080,2026-01-27,15,9,20,43,41,20,54,19,10
account_00000080,2026-02-02,29,18,56,75,63,38,52,30,10
account_00000080,2026-02-03,28,17,71,57,54,27,72,27,10
account_00000080,2026-02-17,32,20,69,73,67,32,65,30,10
account_00000080,2026-02-28,27,17,38,68,65,41,68,28,10
account_00000080,2026-03-04,30,19,34,67,57,28,71,30,10
account_00000080,2026-03-09,14,9,19,25,22,12,47,12,10
account_00000080,2026-03-13,17,11,25,43,41,18,57,19,10
account_00000080,2026-03-24,14,9,25,26,24,13,66,11,10
account_00000080,2026-04-01,16,10,22,61,57,37,59,38,10
account_00000080,2026-04-03,26,16,44,72,65,37,56,23,10
account_00000080,2026-04-07,29,18,59,66,56,39,64,26,10
account_00000080,2026-04-23,19,12,53,52,50,33,44,20,10
account_00000080,2026-05-10,28,17,39,49,44,28,52,25,10
account_00000080,2026-05-14,15,9,15,27,25,18,74,5,10
account_00000080,2026-05-28,21,13,42,62,59,26,58,30,10
account_00000080,2026-05-31,30,19,45,65,61,23,58,28,10
account_00000080,2026-06-07,26,16,42,59,55,21,52,13,10
account_00000080,2026-06-08,24,15,33,56,52,27,50,29,10
account_00000080,2026-06-11,25,16,31,52,45,25,65,19,10
account_00000080,2026-06-21,24,15,38,53,45,30,58,29,9
account_00000083,2024-08-04,4,3,13,3,2,0,0,1,4
account_00000083,2024-08-14,3,2,3,2,1,1,0,1,6
account_00000083,2024-08-22,3,2,9,3,2,1,0,2,5
account_00000083,2024-08-26,7,5,16,7,5,0,0,0,5
account_00000083,2024-09-02,6,4,15,5,4,0,0,1,6
account_00000083,2024-09-09,6,4,6,4,3,1,0,1,5
account_00000083,2024-09-13,6,4,16,10,7,2,0,2,5
account_00000083,2024-09-23,5,4,7,6,5,1,0,0,8
account_00000083,2024-10-08,4,3,7,4,3,1,0,0,5
account_00000083,2024-10-10,3,2,5,7,6,3,0,2,9
account_00000083,2024-10-11,4,3,13,6,5,0,0,0,5
account_00000083,2024-10-26,6,4,8,13,10,0,0,4,6
account_00000083,2024-11-04,5,4,10,3,2,0,0,1,4
account_00000083,2024-11-05,5,4,15,6,4,0,0,4,7
account_00000083,2024-11-06,4,3,6,5,4,1,0,1,7
account_00000083,2024-11-12,7,5,9,9,7,2,0,1,7
account_00000083,2024-12-08,3,2,6,2,2,0,0,1,7
account_00000083,2024-12-12,4,3,5,2,2,0,0,2,7
account_00000083,2024-12-15,5,4,5,4,3,2,0,1,7
account_00000083,2024-12-21,7,5,7,10,7,3,0,4,7
account_00000083,2025-01-06,3,2,3,3,2,0,0,1,6
account_00000083,2025-01-07,3,2,3,2,2,0,0,1,7
account_00000083,2025-01-15,4,3,9,4,3,1,0,0,6
account_00000083,2025-01-24,5,4,6,4,3,3,0,3,5
account_00000083,2025-02-02,3,2,3,2,2,1,0,1,8
account_00000083,2025-02-14,6,4,7,1,1,0,0,0,5
account_00000083,2025-02-16,3,2,4,3,2,0,0,2,8
account_00000083,2025-02-22,8,6,12,13,11,4,0,5,9
account_00000083,2025-03-09,5,4,18,3,2,1,0,1,7
account_00000083,2025-03-17,5,4,9,2,2,0,0,1,6
account_00000083,2025-03-25,4,3,4,4,3,3,0,2,4
account_00000083,2025-03-28,5,4,5,7,6,2,0,1,7
account_00000083,2025-04-05,8,6,18,6,5,0,0,3,9
account_00000083,2025-04-07,4,3,8,5,4,1,0,1,10
account_00000083,2025-04-09,4,3,9,3,2,1,0,0,6
account_00000083,2025-04-23,7,5,17,7,6,2,0,1,6
account_00000083,2025-05-03,7,5,9,10,8,2,0,3,6
account_00000083,2025-05-24,4,3,8,4,3,1,0,2,8
account_00000083,2025-05-30,5,4,11,3,3,2,0,0,8
account_00000083,2025-05-31,9,6,9,7,6,0,0,4,6
account_00000083,2025-06-01,5,4,14,3,2,1,0,0,7
account_00000083,2025-06-12,5,4,7,4,3,1,0,4,5
account_00000083,2025-06-18,7,5,11,5,4,1,0,2,8
account_00000083,2025-06-25,7,5,16,5,4,2,0,1,7
account_00000083,2025-07-18,5,4,6,7,6,2,0,2,7
account_00000083,2025-07-22,5,4,14,0,0,0,0,0,7
account_00000083,2025-07-23,6,4,17,6,4,0,0,2,6
account_00000083,2025-07-26,7,5,8,7,5,1,0,1,7
account_00000083,2025-08-03,5,4,7,7,5,0,0,3,6
account_00000083,2025-08-07,7,5,10,11,9,3,0,6,6
account_00000083,2025-08-12,5,4,11,7,5,0,0,2,8
account_00000083,2025-08-17,6,4,9,6,5,2,0,0,6
account_00000083,2025-09-04,7,5,11,7,5,1,0,2,7
account_00000083,2025-09-06,3,2,3,5,4,1,0,1,6
account_00000083,2025-09-19,5,4,5,9,7,3,0,3,6
account_00000083,2025-09-20,5,4,17,4,3,0,0,3,6
account_00000083,2025-10-06,4,3,8,4,3,0,0,0,7
account_00000083,2025-10-14,5,4,5,7,5,0,0,5,8
account_00000083,2025-10-17,3,2,3,3,2,1,0,2,8
account_00000083,2025-10-29,4,3,14,5,4,2,0,2,7
account_00000083,2025-11-01,3,2,7,4,3,1,0,1,4
account_00000083,2025-11-04,7,5,25,5,4,2,0,1,6
account_00000083,2025-11-18,4,3,4,6,5,2,0,2,6
account_00000083,2025-11-20,6,4,11,7,5,2,0,2,8
account_00000083,2025-12-06,6,4,15,7,6,1,0,2,7
account_00000083,2025-12-18,5,4,6,1,1,0,0,1,6
account_00000083,2025-12-24,4,3,4,2,2,0,0,0,7
account_00000083,2025-12-27,5,4,11,5,4,1,0,6,5
account_00000083,2026-01-12,3,2,4,4,3,0,0,2,7
account_00000083,2026-01-13,3,2,7,4,3,0,0,3,5
account_00000083,2026-01-21,4,3,5,4,3,0,0,0,8
account_00000083,2026-01-23,5,4,6,6,5,0,0,1,6
account_00000083,2026-02-10,6,4,6,9,8,2,0,4,5
account_00000083,2026-02-16,3,2,3,8,6,2,0,6,7
account_00000083,2026-02-19,7,5,14,5,4,1,0,2,8
account_00000083,2026-02-24,8,6,14,6,5,2,0,2,7
account_00000083,2026-03-02,4,3,8,4,3,0,0,1,6
account_00000083,2026-03-04,6,4,6,6,5,2,0,5,8
account_00000083,2026-03-20,6,4,8,6,5,0,0,2,6
account_00000083,2026-03-23,7,5,15,14,10,2,0,4,7
account_00000083,2026-04-09,5,4,7,3,2,0,0,1,5
account_00000083,2026-04-10,7,5,16,9,7,4,0,2,7
account_00000083,2026-04-18,4,3,8,5,4,2,0,4,6
account_00000083,2026-04-27,4,3,9,1,1,0,0,0,7
account_00000083,2026-05-02,4,3,8,5,4,0,0,2,5
account_00000083,2026-05-03,6,4,15,11,8,3,0,5,7
account_00000083,2026-05-13,5,4,9,6,5,0,0,0,5
account_00000083,2026-05-21,7,5,20,6,5,2,0,3,6
account_00000083,2026-06-05,4,3,5,2,2,0,0,1,8
account_00000083,2026-06-07,6,4,9,6,5,1,0,1,7
account_00000083,2026-06-08,7,5,16,4,3,0,0,0,7
account_00000083,2026-06-27,7,5,7,11,10,2,0,5,8
account_00000085,2024-03-05,2,1,4,3,2,0,16,1,6
account_00000085,2024-03-20,1,1,1,2,1,0,9,0,5
account_00000085,2024-03-25,2,1,3,2,1,2,13,0,8
account_00000085,2024-03-30,2,1,2,1,1,0,14,0,7
account_00000085,2024-04-14,1,1,1,2,1,0,9,0,6
account_00000085,2024-04-25,1,1,1,0,0,0,10,0,6
account_00000085,2024-04-27,1,1,3,0,0,0,8,0,8
account_00000085,2024-04-30,1,1,1,0,0,0,13,0,6
account_00000085,2024-05-02,3,2,4,5,4,1,12,2,7
account_00000085,2024-05-06,3,2,4,2,2,0,17,2,7
account_00000085,2024-05-18,3,2,6,2,1,2,11,0,6
account_00000085,2024-05-31,2,1,4,4,3,1,9,3,6
account_00000085,2024-06-12,2,1,3,4,3,1,16,2,8
account_00000085,2024-06-22,2,1,2,1,1,1,20,1,9
account_00000085,2024-06-26,2,1,4,3,2,1,21,2,6
account_00000085,2024-06-28,3,2,4,1,1,0,13,2,7
account_00000085,2024-07-06,1,1,5,1,1,1,8,1,8
account_00000085,2024-07-17,2,1,3,2,2,0,16,1,9
account_00000085,2024-07-23,1,1,2,1,1,0,12,0,8
account_00000085,2024-07-29,1,1,2,0,0,0,12,0,6
account_00000085,2024-08-06,4,3,7,2,2,3,9,1,5
account_00000085,2024-08-13,3,2,4,5,4,1,15,4,6
account_00000085,2024-08-19,2,1,5,4,3,2,8,3,7
account_00000085,2024-08-20,2,1,3,1,1,2,9,0,5
account_00000085,2024-09-11,3,2,3,3,2,0,16,1,8
account_00000085,2024-09-17,2,1,2,1,1,1,11,0,8
account_00000085,2024-09-24,4,3,5,5,4,2,15,4,7
account_00000085,2024-09-25,3,2,5,1,1,0,17,0,7
account_00000085,2024-10-08,2,1,6,4,3,2,15,1,8
account_00000085,2024-10-17,2,1,5,0,0,0,16,0,7
account_00000085,2024-10-23,2,1,4,1,1,0,6,0,6
account_00000085,2024-10-28,2,1,5,3,2,1,14,0,8
account_00000085,2024-11-01,2,1,6,1,1,0,7,0,7
account_00000085,2024-11-02,3,2,5,1,1,0,9,1,6
account_00000085,2024-11-21,1,1,1,0,0,0,13,0,5
account_00000085,2024-11-25,2,1,3,0,0,0,7,0,7
account_00000085,2024-12-12,2,1,2,2,2,0,14,1,8
account_00000085,2024-12-14,2,1,2,3,2,0,14,0,8
account_00000085,2024-12-18,2,1,7,0,0,0,7,0,8
account_00000085,2024-12-26,2,1,2,1,1,0,6,1,8
account_00000085,2025-01-02,3,2,4,1,1,1,11,0,6
account_00000085,2025-01-05,3,2,7,5,4,1,15,4,8
account_00000085,2025-01-06,2,1,9,4,3,0,18,2,9
account_00000085,2025-01-13,3,2,3,1,1,0,14,1,8
account_00000085,2025-02-04,3,2,5,2,2,1,12,2,7
account_00000085,2025-02-09,3,2,6,2,2,0,19,0,8
account_00000085,2025-02-21,2,1,4,1,1,0,14,0,6
account_00000085,2025-02-25,2,1,4,1,1,1,12,0,7
account_00000085,2025-03-03,1,1,3,0,0,0,11,0,7
account_00000085,2025-03-10,2,1,3,2,2,1,9,1,6
account_00000085,2025-03-26,3,2,8,3,2,3,18,1,7
account_00000085,2025-03-30,3,2,3,2,1,0,9,0,7
account_00000085,2025-04-02,2,1,4,0,0,0,13,0,8
account_00000085,2025-04-11,2,1,2,1,1,0,13,0,7
account_00000085,2025-04-19,2,1,5,2,1,0,13,0,7
account_00000085,2025-04-27,2,1,5,3,2,1,17,0,8
account_00000086,2025-12-05,1,1,2,3,2,0,18,4,7
account_00000086,2025-12-19,1,1,1,1,1,0,8,0,7
account_00000086,2025-12-22,1,1,1,1,1,0,12,0,8
account_00000086,2025-12-27,1,1,2,3,3,4,15,1,8
account_00000086,2026-01-10,1,1,1,2,2,0,12,0,9
account_00000086,2026-01-13,1,1,3,0,0,0,14,0,7
account_00000086,2026-01-18,1,1,1,1,1,0,15,0,7
account_00000086,2026-01-31,1,1,1,0,0,0,12,1,7
account_00000086,2026-02-06,1,1,2,1,1,0,15,0,10
account_00000086,2026-02-11,1,1,3,0,0,0,11,0,7
account_00000086,2026-02-13,1,1,2,0,0,0,11,0,6
account_00000086,2026-02-24,1,1,1,0,0,0,14,0,9
account_00000086,2026-03-03,1,1,1,2,2,1,20,0,9
account_00000086,2026-03-26,1,1,1,1,1,0,17,0,9
account_00000086,2026-03-28,1,1,1,0,0,0,16,1,8
account_00000086,2026-03-30,1,1,2,2,2,0,16,1,9
account_00000086,2026-04-07,1,1,2,0,0,0,9,0,8
account_00000086,2026-04-18,1,1,2,0,0,0,17,0,10
account_00000086,2026-04-19,1,1,3,0,0,0,15,0,8
account_00000086,2026-04-26,1,1,2,1,1,3,20,0,8
account_00000086,2026-05-04,1,1,1,0,0,0,17,0,10
account_00000086,2026-05-16,1,1,1,0,0,0,18,0,10
account_00000086,2026-05-25,1,1,5,2,2,1,25,0,8
account_00000086,2026-05-31,1,1,1,1,1,1,19,1,10
account_00000086,2026-06-12,1,1,1,1,1,0,16,0,8
account_00000086,2026-06-16,1,1,1,0,0,0,17,0,8
account_00000086,2026-06-26,1,1,1,5,5,4,22,0,10
account_00000086,2026-06-27,1,1,2,1,1,0,12,1,8
account_00000087,2025-02-02,7,5,22,7,5,0,0,6,8
account_00000087,2025-02-12,5,4,8,4,3,0,0,4,7
account_00000087,2025-02-23,6,4,19,5,4,0,0,1,7
account_00000087,2025-02-25,5,4,5,3,2,0,0,2,6
account_00000087,2025-03-12,6,4,9,7,6,1,0,3,8
account_00000087,2025-03-21,5,4,9,7,6,1,0,2,7
account_00000087,2025-03-23,10,7,21,11,9,4,0,6,8
account_00000087,2025-03-24,6,4,9,5,4,0,0,4,5
account_00000087,2025-04-02,8,6,11,6,5,0,0,2,9
account_00000087,2025-04-08,4,3,11,5,4,1,0,1,7
account_00000087,2025-04-15,6,4,15,8,7,2,0,5,9
account_00000087,2025-04-29,6,4,16,7,6,3,0,3,9
account_00000087,2025-05-01,9,6,13,15,12,0,0,6,6
account_00000087,2025-05-12,6,4,14,9,8,1,0,1,10
account_00000087,2025-05-25,9,6,17,12,11,1,0,5,7
account_00000087,2025-05-26,8,6,19,14,11,5,0,2,6
account_00000087,2025-06-02,7,5,9,9,8,1,0,2,9
account_00000087,2025-06-14,9,6,15,6,5,0,0,1,7
account_00000087,2025-06-23,7,5,15,6,5,1,0,2,7
account_00000087,2025-06-24,11,8,14,8,7,6,0,3,9
account_00000087,2025-07-15,9,6,16,11,9,4,0,6,7
account_00000087,2025-07-24,7,5,10,12,11,2,0,3,7
account_00000087,2025-07-27,6,4,6,5,4,0,0,1,7
account_00000087,2025-07-29,7,5,12,10,8,1,0,3,8
account_00000087,2025-08-01,6,4,17,5,4,1,0,1,9
account_00000087,2025-08-02,5,4,7,7,6,1,0,0,6
account_00000087,2025-08-12,8,6,10,7,6,0,0,2,6
account_00000087,2025-08-23,9,6,18,11,10,3,0,3,7
account_00000087,2025-09-12,8,6,13,9,7,2,0,2,7
account_00000087,2025-09-22,10,7,20,9,8,1,0,3,8
account_00000087,2025-09-26,9,6,16,3,2,2,0,1,8
account_00000087,2025-09-28,5,4,8,3,3,0,0,2,8
account_00000087,2025-10-03,7,5,9,9,7,2,0,2,8
account_00000087,2025-10-04,7,5,16,8,7,2,0,3,8
account_00000087,2025-10-20,11,8,13,17,13,1,0,8,7
account_00000087,2025-10-21,5,4,5,10,9,3,0,3,7
account_00000087,2025-11-10,7,5,7,11,9,2,0,5,6
account_00000087,2025-11-11,6,4,10,6,5,1,0,1,9
account_00000087,2025-11-23,9,6,14,7,6,2,0,3,8
account_00000087,2025-11-24,6,4,6,12,10,4,0,0,8
account_00000087,2025-12-03,10,7,19,15,14,5,0,4,8
account_00000087,2025-12-10,6,4,22,9,8,1,0,6,8
account_00000087,2025-12-19,5,4,9,7,6,1,0,3,8
account_00000087,2025-12-20,11,8,14,9,8,1,0,3,9
account_00000087,2026-01-05,10,7,22,12,11,4,0,4,7
account_00000087,2026-01-15,7,5,7,8,7,0,0,2,8
account_00000087,2026-01-23,10,7,21,14,12,6,0,8,7
account_00000087,2026-01-30,7,5,15,6,5,1,0,4,8
account_00000087,2026-02-06,5,4,5,8,7,2,0,1,8
account_00000087,2026-02-08,7,5,16,7,6,2,0,3,6
account_00000087,2026-02-09,11,8,14,10,9,3,0,3,7
account_00000087,2026-02-26,7,5,13,14,12,3,0,3,7
account_00000087,2026-03-18,11,8,19,11,9,2,0,6,9
account_00000087,2026-03-20,11,8,13,10,8,3,0,1,8
account_00000087,2026-03-24,5,4,6,7,6,1,0,5,9
account_00000087,2026-03-28,7,5,25,5,4,0,0,1,7
account_00000087,2026-04-06,5,4,11,7,6,0,0,1,7
account_00000087,2026-04-13,7,5,14,12,10,5,0,3,7
account_00000087,2026-04-14,8,6,15,2,2,1,0,1,8
account_00000087,2026-04-15,10,7,14,10,8,2,0,6,8
account_00000087,2026-05-01,10,7,27,8,7,1,0,2,8
account_00000087,2026-05-03,9,6,15,15,14,4,0,9,7
account_00000087,2026-05-08,11,8,21,4,3,0,0,1,7
account_00000087,2026-05-09,8,6,18,10,9,3,0,9,9
account_00000087,2026-06-17,7,5,19,6,5,1,0,1,7
account_00000087,2026-06-21,8,6,18,10,9,2,0,1,7
account_00000087,2026-06-22,9,6,12,8,7,1,0,4,9
account_00000087,2026-06-27,10,7,25,18,15,4,0,6,6
account_00000089,2024-12-01,4,3,4,3,3,0,0,0,8
account_00000089,2024-12-10,3,2,4,1,1,0,0,2,8
account_00000089,2024-12-16,2,1,4,2,2,0,0,0,8
account_00000089,2024-12-31,3,2,3,3,2,1,0,1,9
account_00000089,2025-01-03,2,1,2,4,4,1,0,0,8
account_00000089,2025-01-06,4,3,4,3,2,1,0,0,8
account_00000089,2025-01-10,4,3,9,6,5,1,0,2,7
account_00000089,2025-01-17,2,1,3,2,2,1,0,1,7
account_00000089,2025-02-01,3,2,8,3,3,0,0,1,8
account_00000089,2025-02-15,4,3,7,5,4,0,0,3,6
account_00000089,2025-02-18,3,2,3,2,2,2,0,0,6
account_00000089,2025-02-19,3,2,10,2,2,1,0,0,6
account_00000089,2025-03-13,2,1,4,1,1,0,0,1,6
account_00000089,2025-03-18,2,1,6,1,1,0,0,0,8
account_00000089,2025-03-23,3,2,6,2,2,0,0,1,7
account_00000089,2025-03-27,3,2,3,5,4,1,0,3,9
account_00000089,2025-04-05,2,1,2,6,5,1,0,1,8
account_00000089,2025-04-06,5,4,5,8,7,1,0,2,8
account_00000089,2025-04-23,3,2,4,8,8,5,0,3,7
account_00000089,2025-04-28,4,3,14,1,1,0,0,0,7
account_00000089,2025-05-10,5,4,5,6,5,0,0,2,6
account_00000089,2025-05-11,4,3,4,5,4,2,0,4,7
account_00000089,2025-05-21,3,2,7,4,3,0,0,4,6
account_00000089,2025-05-23,3,2,5,0,0,0,0,0,7
account_00000089,2025-06-06,3,2,5,6,5,1,0,2,7
account_00000089,2025-06-09,4,3,6,5,4,2,0,0,9
account_00000089,2025-06-12,2,1,7,2,2,0,0,0,9
account_00000089,2025-06-30,4,3,12,6,5,2,0,4,10
account_00000089,2025-07-11,4,3,8,3,3,1,0,0,7
account_00000089,2025-07-16,3,2,5,6,6,3,0,0,7
account_00000089,2025-07-19,2,1,6,3,2,0,0,0,8
account_00000089,2025-07-21,4,3,4,3,3,1,0,1,7
account_00000089,2025-08-01,3,2,5,9,7,0,0,5,8
account_00000089,2025-08-03,3,2,7,1,1,0,0,0,4
account_00000089,2025-08-18,2,1,3,4,3,0,0,1,6
account_00000089,2025-08-25,2,1,6,2,2,1,0,3,8
account_00000089,2025-09-13,3,2,4,5,4,0,0,2,7
account_00000089,2025-09-15,3,2,3,7,6,1,0,1,8
account_00000089,2025-09-16,3,2,12,2,2,1,0,1,8
account_00000089,2025-09-29,4,3,8,7,6,0,0,4,8
account_00000089,2025-10-08,3,2,5,2,2,2,0,1,10
account_00000089,2025-10-11,6,4,7,4,4,0,0,0,7
account_00000089,2025-10-15,5,4,16,12,11,4,0,5,9
account_00000089,2025-10-24,2,1,2,4,4,0,0,0,9
account_00000089,2025-11-03,3,2,4,4,3,2,0,3,8
account_00000089,2025-11-19,3,2,3,2,2,1,0,1,9
account_00000089,2025-11-20,4,3,9,1,1,0,0,0,8
account_00000089,2025-11-22,3,2,9,2,2,1,0,0,8
account_00000089,2025-12-02,2,1,2,2,2,0,0,1,7
account_00000089,2025-12-26,4,3,7,6,5,0,0,1,6
account_00000089,2025-12-29,4,3,5,4,3,0,0,0,7
account_00000089,2025-12-31,3,2,4,2,2,1,0,4,7
account_00000089,2026-01-02,3,2,3,1,1,0,0,0,8
account_00000089,2026-01-07,3,2,6,5,5,1,0,0,6
account_00000089,2026-01-22,3,2,7,3,3,1,0,1,7
account_00000089,2026-01-27,2,1,4,2,2,1,0,2,8
account_00000089,2026-02-05,2,1,5,5,4,0,0,0,7
account_00000089,2026-02-11,3,2,4,1,1,0,0,0,8
account_00000089,2026-02-23,2,1,2,2,2,0,0,0,8
account_00000089,2026-02-28,2,1,5,2,2,0,0,2,6
account_00000089,2026-03-12,5,4,10,7,6,2,0,4,9
account_00000089,2026-03-17,5,4,10,2,2,1,0,2,8
account_00000089,2026-03-27,3,2,4,4,3,1,0,2,7
account_00000089,2026-03-28,5,4,10,3,2,2,0,0,8
account_00000089,2026-04-01,5,4,8,11,10,5,0,1,10
account_00000089,2026-04-04,4,3,8,5,5,2,0,3,9
account_00000089,2026-04-20,5,4,5,7,6,1,0,3,8
account_00000089,2026-04-29,6,4,6,3,2,0,0,0,7
account_00000089,2026-05-11,4,3,7,4,3,1,0,1,6
account_00000089,2026-05-14,4,3,5,4,3,0,0,0,9
account_00000089,2026-05-26,4,3,12,6,5,0,0,1,6
account_00000089,2026-05-30,2,1,7,1,1,1,0,0,7
account_00000089,2026-06-01,2,1,2,1,1,0,0,0,7
account_00000089,2026-06-05,3,2,3,7,6,0,0,0,6
account_00000089,2026-06-07,3,2,7,6,5,1,0,0,8
account_00000089,2026-06-16,2,1,8,5,4,2,0,1,7
account_00000092,2026-02-09,1,1,3,4,3,2,0,3,6
account_00000092,2026-02-12,1,1,3,0,0,0,0,0,4
account_00000092,2026-02-23,1,1,2,0,0,0,0,0,5
account_00000092,2026-02-26,1,1,5,0,0,0,0,0,6
account_00000092,2026-03-02,1,1,3,0,0,0,0,0,5
account_00000092,2026-03-26,1,1,2,0,0,0,0,0,5
account_00000092,2026-03-30,1,1,1,0,0,0,0,0,4
account_00000092,2026-03-31,1,1,3,1,1,0,0,0,3
account_00000092,2026-04-01,1,1,2,1,1,0,0,0,7
account_00000092,2026-04-04,1,1,1,2,1,0,0,0,6
account_00000092,2026-04-15,1,1,3,1,1,0,0,0,6
