ticket_id,account_id,created_at,first_response_at,resolved_at,closed_at,priority,category,ticket_status,channel,escalated_flag,reopened_count,csat_score
ticket_00000145,account_00000131,2025-10-17 07:00:00,2025-10-17 09:32:49.931899523,2025-10-17 16:11:03.353514053,2025-10-18 00:11:03.353514053,normal,permissions,closed,phone,False,1,4
ticket_00000146,account_00000131,2026-01-09 08:00:00,2026-01-09 09:27:34.718033525,2026-01-10 10:49:05.320976159,2026-01-10 18:49:05.320976159,high,integration,closed,email,True,1,3
ticket_00000147,account_00000131,2026-04-14 07:00:00,2026-04-14 11:31:09.616941857,2026-04-14 20:44:02.757052750,2026-04-15 04:44:02.757052750,high,permissions,closed,email,False,0,5
ticket_00000148,account_00000131,2026-04-18 11:00:00,2026-04-18 13:24:13.024131807,2026-04-18 19:11:20.320358448,2026-04-19 03:11:20.320358448,normal,integration,closed,portal,False,0,4
ticket_00000149,account_00000131,2026-06-20 17:00:00,2026-06-21 03:34:22.918120866,2026-06-21 12:07:31.572733326,2026-06-21 20:07:31.572733326,normal,mobile,closed,portal,False,0,5
ticket_00000150,account_00000134,2024-08-21 10:00:00,2024-08-21 14:24:18.209902781,2024-08-21 23:59:08.696665332,2024-08-22 07:59:08.696665332,normal,integration,closed,portal,False,0,3
ticket_00000151,account_00000134,2024-09-29 14:00:00,2024-09-29 22:17:47.140987541,2024-09-30 22:18:34.619235603,2024-10-01 06:18:34.619235603,high,mobile,closed,portal,False,0,4
ticket_00000152,account_00000134,2024-11-26 15:00:00,2024-11-26 18:11:11.820714674,2024-11-27 07:51:11.301842798,2024-11-27 15:51:11.301842798,high,permissions,closed,portal,False,0,4
ticket_00000153,account_00000134,2024-12-23 15:00:00,2024-12-24 08:42:55.888636690,2024-12-24 15:02:26.268011797,2024-12-24 23:02:26.268011797,normal,integration,closed,portal,False,0,5
ticket_00000154,account_00000134,2025-05-13 09:00:00,2025-05-13 15:08:47.760630420,2025-05-14 01:38:31.030344166,2025-05-14 09:38:31.030344166,high,permissions,closed,portal,False,0,5
ticket_00000155,account_00000134,2025-12-13 18:00:00,2025-12-14 00:39:43.580827525,2025-12-15 07:00:47.179307540,2025-12-15 15:00:47.179307540,normal,billing,closed,portal,False,0,4
ticket_00000156,account_00000134,2026-02-03 17:00:00,2026-02-04 05:54:44.004610768,2026-02-04 21:59:40.023102529,2026-02-05 05:59:40.023102529,normal,billing,closed,portal,False,0,5
ticket_00000157,account_00000134,2026-04-21 19:00:00,2026-04-22 01:16:50.919874081,2026-04-23 00:37:45.058242344,2026-04-23 08:37:45.058242344,normal,mobile,closed,phone,False,0,5
ticket_00000158,account_00000136,2024-12-07 08:00:00,2024-12-07 12:14:38.262051488,2024-12-08 04:02:05.163041747,2024-12-08 12:02:05.163041747,normal,integration,closed,chat,False,0,5
ticket_00000159,account_00000136,2025-08-09 17:00:00,2025-08-10 06:47:53.320817323,2025-08-10 11:26:19.233483303,2025-08-10 19:26:19.233483303,high,reporting,closed,chat,True,0,2
ticket_00000160,account_00000136,2025-10-09 17:00:00,2025-10-09 23:55:45.830711782,2025-10-10 03:59:12.120810578,2025-10-10 11:59:12.120810578,normal,reporting,closed,portal,False,0,5
ticket_00000161,account_00000136,2025-10-13 14:00:00,2025-10-13 23:34:15.755314092,2025-10-14 11:28:16.519808557,2025-10-14 19:28:16.519808557,normal,configuration,closed,chat,False,0,3
ticket_00000162,account_00000136,2025-11-25 19:00:00,2025-11-25 23:44:35.633062607,2025-11-26 22:24:49.968653413,2025-11-27 06:24:49.968653413,low,integration,closed,portal,False,1,4
ticket_00000163,account_00000136,2026-01-06 11:00:00,2026-01-06 19:24:47.916331374,2026-01-07 06:58:48.101914452,2026-01-07 14:58:48.101914452,high,permissions,closed,email,True,1,3
ticket_00000164,account_00000138,2024-11-12 13:00:00,2024-11-12 17:26:00.273895432,2024-11-13 14:04:36.974286715,2024-11-13 22:04:36.974286715,urgent,mobile,closed,portal,False,1,3
ticket_00000165,account_00000138,2025-02-25 07:00:00,2025-02-25 20:39:35.684046071,2025-02-26 22:07:13.378460343,2025-02-27 06:07:13.378460343,normal,billing,closed,email,False,0,4
ticket_00000166,account_00000138,2025-06-17 14:00:00,2025-06-17 22:27:27.540209796,2025-06-18 11:49:22.357783644,2025-06-18 19:49:22.357783644,normal,billing,closed,phone,False,0,4
ticket_00000167,account_00000138,2026-01-06 18:00:00,2026-01-06 22:07:46.436436138,2026-01-07 04:20:07.607370824,2026-01-07 12:20:07.607370824,high,reporting,closed,chat,False,0,5
ticket_00000168,account_00000138,2026-06-12 15:00:00,2026-06-12 18:23:26.744081035,2026-06-13 10:29:32.086580405,2026-06-13 18:29:32.086580405,normal,billing,closed,phone,False,0,4
ticket_00000169,account_00000152,2024-11-26 09:00:00,2024-11-26 15:34:31.285032792,2024-11-27 04:30:05.885166418,2024-11-27 12:30:05.885166418,normal,mobile,closed,portal,False,0,4
ticket_00000170,account_00000152,2024-11-11 18:00:00,2024-11-11 21:30:22.927246495,2024-11-12 19:22:55.030713421,2024-11-13 03:22:55.030713421,normal,permissions,closed,chat,False,0,4
ticket_00000171,account_00000152,2025-01-28 15:00:00,2025-01-28 18:15:05.803896614,2025-01-28 23:46:20.393135289,2025-01-29 07:46:20.393135289,low,permissions,closed,email,False,0,5
ticket_00000172,account_00000152,2025-03-01 13:00:00,2025-03-01 14:33:49.615479162,2025-03-01 22:19:32.881179769,2025-03-02 06:19:32.881179769,high,mobile,closed,portal,False,1,4
ticket_00000173,account_00000152,2025-05-29 18:00:00,2025-05-29 21:35:31.686639673,2025-05-30 00:28:56.389060842,2025-05-30 08:28:56.389060842,high,permissions,closed,email,False,0,5
ticket_00000174,account_00000152,2025-07-29 13:00:00,2025-07-29 17:00:00.871981501,2025-07-29 21:03:56.998861128,2025-07-30 05:03:56.998861128,normal,configuration,closed,phone,False,0,4
ticket_00000175,account_00000152,2025-09-24 11:00:00,2025-09-24 12:27:07.337169930,2025-09-25 18:07:19.384663203,2025-09-26 02:07:19.384663203,urgent,permissions,closed,email,False,0,4
ticket_00000176,account_00000152,2025-10-21 15:00:00,2025-10-21 19:08:03.654016599,2025-10-22 11:35:50.742542381,2025-10-22 19:35:50.742542381,normal,performance,closed,chat,False,0,5
ticket_00000177,account_00000152,2025-10-14 13:00:00,2025-10-14 15:26:26.327102443,2025-10-15 11:42:12.451355308,2025-10-15 19:42:12.451355308,high,integration,closed,portal,False,0,5
ticket_00000178,account_00000152,2026-02-14 16:00:00,2026-02-15 01:19:04.737783236,2026-02-15 18:24:46.876623116,2026-02-16 02:24:46.876623116,normal,billing,closed,portal,False,0,5
ticket_00000179,account_00000152,2026-02-25 11:00:00,2026-02-25 16:27:09.677659747,2026-02-26 16:03:55.243933663,2026-02-27 00:03:55.243933663,high,permissions,closed,email,True,1,4
ticket_00000180,account_00000152,2026-05-24 10:00:00,2026-05-24 12:20:22.453395816,2026-05-25 11:08:47.075357658,2026-05-25 19:08:47.075357658,high,integration,closed,portal,True,0,3
ticket_00000181,account_00000155,2025-04-29 12:00:00,2025-04-29 13:49:33.933184945,2025-04-29 19:35:59.029552708,2025-04-30 03:35:59.029552708,low,configuration,closed,email,False,0,5
ticket_00000182,account_00000155,2025-07-11 15:00:00,2025-07-11 18:40:16.680434719,2025-07-12 17:13:08.312614803,2025-07-13 01:13:08.312614803,normal,performance,closed,portal,False,0,5
ticket_00000183,account_00000155,2025-11-01 13:00:00,2025-11-01 15:17:30.349939764,2025-11-02 02:03:40.738918333,2025-11-02 10:03:40.738918333,normal,billing,closed,chat,False,0,5
ticket_00000184,account_00000155,2026-02-28 10:00:00,2026-02-28 15:54:50.737913273,2026-03-03 18:26:34.712455215,2026-03-04 02:26:34.712455215,normal,configuration,closed,chat,False,0,4
ticket_00000185,account_00000157,2026-04-27 15:00:00,2026-04-27 17:01:39.441720561,2026-04-27 23:10:43.259410466,2026-04-28 07:10:43.259410466,high,performance,closed,chat,True,0,2
ticket_00000186,account_00000161,2025-04-10 11:00:00,2025-04-10 11:59:34.052918483,2025-04-11 20:48:16.645264599,2025-04-12 04:48:16.645264599,high,permissions,closed,portal,False,0,4
ticket_00000187,account_00000161,2026-01-26 15:00:00,2026-01-26 20:37:17.400190272,2026-01-27 03:20:01.586212787,2026-01-27 11:20:01.586212787,normal,performance,closed,portal,False,0,4
ticket_00000188,account_00000161,2026-01-14 12:00:00,2026-01-14 14:52:32.877070135,2026-01-14 21:37:13.700361308,2026-01-15 05:37:13.700361308,normal,performance,closed,phone,False,1,4
ticket_00000189,account_00000161,2026-01-18 19:00:00,2026-01-19 04:05:54.024791301,2026-01-19 10:39:49.949795547,2026-01-19 18:39:49.949795547,normal,permissions,closed,portal,False,0,4
ticket_00000190,account_00000161,2026-03-21 13:00:00,2026-03-22 01:31:48.275824378,2026-03-22 15:01:23.955027749,2026-03-22 23:01:23.955027749,normal,reporting,closed,portal,False,1,5
ticket_00000191,account_00000166,2025-05-19 15:00:00,2025-05-19 23:41:06.250857451,2025-05-21 07:26:48.579456872,2025-05-21 15:26:48.579456872,normal,reporting,closed,chat,False,0,3
ticket_00000192,account_00000169,2026-06-20 12:00:00,2026-06-20 13:10:12.419864381,2026-06-20 20:11:33.013212297,2026-06-21 04:11:33.013212297,high,integration,closed,portal,False,0,3
ticket_00000193,account_00000173,2024-11-16 11:00:00,2024-11-16 18:04:29.739504194,2024-11-17 05:30:19.147627842,2024-11-17 13:30:19.147627842,normal,reporting,closed,portal,False,0,4
ticket_00000194,account_00000173,2025-04-26 12:00:00,2025-04-26 13:53:37.968321577,2025-04-26 23:50:33.798178317,2025-04-27 07:50:33.798178317,normal,billing,closed,email,False,0,4
ticket_00000195,account_00000173,2025-07-10 15:00:00,2025-07-10 21:41:13.199373010,2025-07-11 08:17:23.123594426,2025-07-11 16:17:23.123594426,normal,configuration,closed,phone,False,0,4
ticket_00000196,account_00000173,2025-09-26 17:00:00,2025-09-27 02:31:45.450085550,2025-09-27 07:34:25.672130393,2025-09-27 15:34:25.672130393,urgent,permissions,closed,phone,False,0,2
ticket_00000197,account_00000173,2026-02-18 08:00:00,2026-02-18 13:28:29.095268763,2026-02-19 06:18:40.782730198,2026-02-19 14:18:40.782730198,normal,billing,closed,email,False,0,5
ticket_00000198,account_00000173,2026-04-27 18:00:00,2026-04-27 20:56:58.091239966,2026-04-28 10:58:06.779303625,2026-04-28 18:58:06.779303625,normal,billing,closed,email,False,0,4
ticket_00000199,account_00000177,2026-02-05 09:00:00,2026-02-05 11:09:54.367891691,2026-02-05 17:29:34.504954965,2026-02-06 01:29:34.504954965,high,integration,closed,email,False,0,5
ticket_00000200,account_00000177,2026-03-16 17:00:00,2026-03-16 19:35:17.016434569,2026-03-16 22:50:37.163052709,2026-03-17 06:50:37.163052709,normal,configuration,closed,email,False,0,3
ticket_00000201,account_00000177,2026-04-26 11:00:00,2026-04-26 14:34:17.624531326,2026-04-27 04:57:40.269088771,2026-04-27 12:57:40.269088771,normal,performance,closed,chat,False,0,5
ticket_00000202,account_00000183,2025-03-19 13:00:00,2025-03-19 16:58:01.755945448,2025-03-20 07:21:31.197502023,2025-03-20 15:21:31.197502023,high,permissions,closed,chat,False,0,4
ticket_00000203,account_00000183,2025-07-14 13:00:00,2025-07-15 02:07:08.024309582,2025-07-15 14:44:30.733819193,2025-07-15 22:44:30.733819193,high,integration,closed,portal,False,1,5
ticket_00000204,account_00000183,2026-01-30 18:00:00,2026-01-30 21:52:50.582430954,2026-01-31 11:25:16.302358021,2026-01-31 19:25:16.302358021,normal,reporting,closed,chat,False,1,3
ticket_00000205,account_00000183,2026-03-15 09:00:00,2026-03-15 11:29:45.689406436,2026-03-15 17:04:30.757549905,2026-03-16 01:04:30.757549905,high,reporting,closed,chat,True,1,3
ticket_00000206,account_00000184,2026-03-29 10:00:00,2026-03-29 11:57:08.169684325,2026-03-29 22:33:48.777494075,2026-03-30 06:33:48.777494075,high,billing,closed,portal,True,0,4
ticket_00000207,account_00000184,2026-04-05 17:00:00,2026-04-05 20:44:29.589407375,2026-04-06 01:57:43.053187888,2026-04-06 09:57:43.053187888,low,configuration,closed,portal,False,0,5
ticket_00000208,account_00000192,2026-02-05 18:00:00,2026-02-06 03:30:14.664327257,2026-02-06 12:42:13.473904172,2026-02-06 20:42:13.473904172,normal,billing,closed,portal,False,0,5
ticket_00000209,account_00000192,2026-03-08 15:00:00,2026-03-08 18:07:01.136247226,2026-03-10 08:58:06.524073837,2026-03-10 16:58:06.524073837,normal,billing,closed,chat,False,0,3
ticket_00000210,account_00000192,2026-06-13 07:00:00,2026-06-13 08:47:09.994608329,2026-06-14 00:34:29.159348904,2026-06-14 08:34:29.159348904,low,billing,closed,portal,False,0,4
ticket_00000211,account_00000204,2025-12-08 19:00:00,2025-12-08 23:48:56.871390160,2025-12-09 11:33:30.417207432,2025-12-09 19:33:30.417207432,high,reporting,closed,portal,False,1,5
ticket_00000212,account_00000204,2026-06-18 19:00:00,2026-06-18 21:20:56.483035119,2026-06-19 01:04:57.505374145,2026-06-19 09:04:57.505374145,urgent,permissions,closed,portal,False,0,4
ticket_00000213,account_00000206,2026-06-19 12:00:00,2026-06-19 16:31:53.428475809,2026-06-20 03:18:06.799554153,2026-06-20 11:18:06.799554153,high,integration,closed,email,False,0,4
ticket_00000214,account_00000207,2025-07-03 17:00:00,2025-07-03 20:28:45.774978046,2025-07-04 13:05:38.542242921,2025-07-04 21:05:38.542242921,normal,configuration,closed,portal,False,1,5
ticket_00000215,account_00000207,2025-07-26 07:00:00,2025-07-26 11:19:34.912629308,2025-07-27 00:24:46.348822627,2025-07-27 08:24:46.348822627,high,mobile,closed,portal,False,0,4
ticket_00000216,account_00000207,2026-06-10 11:00:00,2026-06-10 22:04:03.490914900,2026-06-11 17:00:12.818710369,2026-06-12 01:00:12.818710369,normal,permissions,closed,portal,False,0,5
ticket_00000217,account_00000208,2025-04-23 11:00:00,2025-04-23 16:41:38.835779370,2025-04-23 23:10:22.249822501,2025-04-24 07:10:22.249822501,normal,permissions,closed,email,False,0,5
ticket_00000218,account_00000208,2025-10-27 19:00:00,2025-10-28 02:39:14.173235322,2025-10-28 12:08:48.562990461,2025-10-28 20:08:48.562990461,normal,performance,closed,portal,False,0,5
ticket_00000219,account_00000221,2026-06-02 14:00:00,2026-06-02 19:32:41.774055452,2026-06-03 05:47:12.217858877,2026-06-03 13:47:12.217858877,normal,permissions,closed,chat,False,0,4
ticket_00000220,account_00000222,2025-09-18 17:00:00,2025-09-19 05:44:07.405592071,2025-09-24 07:00:04.412170082,2025-09-24 15:00:04.412170082,normal,reporting,closed,portal,False,0,5
ticket_00000221,account_00000228,2025-12-28 09:00:00,2025-12-28 10:47:09.583714383,2025-12-29 04:09:19.716148964,2025-12-29 12:09:19.716148964,high,performance,closed,chat,False,1,3
ticket_00000222,account_00000228,2026-03-01 10:00:00,2026-03-01 17:42:39.010897316,2026-03-02 10:07:05.206894463,2026-03-02 18:07:05.206894463,normal,integration,closed,chat,False,0,3
ticket_00000223,account_00000228,2026-04-06 10:00:00,2026-04-06 16:03:51.449478357,2026-04-07 00:24:52.606103136,2026-04-07 08:24:52.606103136,normal,integration,closed,email,False,0,4
ticket_00000224,account_00000229,2025-11-06 08:00:00,2025-11-06 11:52:19.481117506,2025-11-07 03:09:27.771146101,2025-11-07 11:09:27.771146101,normal,permissions,closed,chat,False,0,4
ticket_00000225,account_00000229,2026-05-28 15:00:00,2026-05-28 19:03:06.942398128,2026-05-29 09:40:43.173740908,2026-05-29 17:40:43.173740908,normal,performance,closed,portal,False,0,3
ticket_00000226,account_00000234,2025-05-14 16:00:00,2025-05-14 18:08:03.084727992,2025-05-15 12:01:54.844580474,2025-05-15 20:01:54.844580474,urgent,permissions,closed,portal,False,0,5
ticket_00000227,account_00000234,2026-01-07 09:00:00,2026-01-07 10:11:52.435842339,2026-01-09 06:27:39.933912898,2026-01-09 14:27:39.933912898,high,configuration,closed,chat,True,0,1
ticket_00000228,account_00000234,2026-03-01 17:00:00,2026-03-01 19:40:32.841127538,2026-03-02 04:18:23.103744722,2026-03-02 12:18:23.103744722,normal,permissions,closed,email,False,0,5
ticket_00000229,account_00000244,2024-09-10 09:00:00,2024-09-10 14:42:34.075215999,2024-09-11 10:00:36.303277386,2024-09-11 18:00:36.303277386,normal,mobile,closed,portal,False,0,4
