account_id,account_name,created_at,country_code,region_id,industry,segment,employee_band,acquisition_channel,sales_motion,partner_id,account_status,legal_currency,tax_id_present
account_00000194,Austria Field Services 00194,2024-01-19 12:00:00,AT,dach,cleaning_services,micro,1-9,paid_search,self_service,,prospect,EUR,True
account_00000195,Italy Field Services 00195,2025-08-13 09:00:00,IT,southern_europe,facility_management,medium,250-999,partner,partner_led,partner_00000004,lost,EUR,True
account_00000196,United Kingdom Field Services 00196,2026-05-24 14:00:00,GB,western_europe,equipment_maintenance,small,10-49,events,sales_assisted,,lost,GBP,True
account_00000197,France Field Services 00197,2026-05-31 13:00:00,FR,western_europe,technical_services,micro,1-9,paid_social,self_service,,customer,EUR,False
account_00000198,Austria Field Services 00198,2025-08-05 15:00:00,AT,dach,inspections,small,10-49,partner,partner_led,partner_00000011,prospect,EUR,True
account_00000199,Poland Field Services 00199,2024-08-19 12:00:00,PL,central_europe,equipment_maintenance,mid_market,250-999,direct,sales_assisted,,lost,PLN,True
account_00000200,Belgium Field Services 00200,2025-03-21 18:00:00,BE,benelux,equipment_maintenance,small,50-249,organic_search,self_service,,lost,EUR,True
account_00000201,Switzerland Field Services 00201,2025-05-17 14:00:00,CH,dach,property_services,small,50-249,organic_search,self_service,,lost,CHF,True
account_00000202,Germany Field Services 00202,2025-01-30 09:00:00,DE,dach,installation,small,10-49,organic_search,self_service,,prospect,EUR,True
account_00000203,Germany Field Services 00203,2024-09-11 17:00:00,DE,dach,technical_services,small,10-49,referral,self_service,,lost,EUR,False
account_00000204,Italy Field Services 00204,2025-08-16 18:00:00,IT,southern_europe,technical_services,enterprise,1000+,outbound_sales,sales_assisted,,customer,EUR,True
account_00000205,Germany Field Services 00205,2026-01-16 08:00:00,DE,dach,equipment_maintenance,micro,1-9,partner,partner_led,partner_00000002,customer,EUR,True
account_00000206,Germany Field Services 00206,2026-01-26 11:00:00,DE,dach,cleaning_services,medium,10-49,organic_search,self_service,,customer,EUR,True
account_00000207,Germany Field Services 00207,2025-03-22 17:00:00,DE,dach,property_services,medium,250-999,paid_search,partner_led,partner_00000002,customer,EUR,True
account_00000208,Denmark Field Services 00208,2025-02-06 13:00:00,DK,nordics,technical_services,small,10-49,paid_search,partner_led,partner_00000002,customer,DKK,True
account_00000209,Germany Field Services 00209,2024-05-25 13:00:00,DE,dach,installation,small,10-49,referral,self_service,,lost,EUR,True
account_00000210,Ireland Field Services 00210,2025-04-27 18:00:00,IE,western_europe,property_services,small,10-49,organic_search,sales_assisted,,lost,EUR,True
account_00000211,Netherlands Field Services 00211,2025-10-17 08:00:00,NL,benelux,facility_management,micro,1-9,paid_search,self_service,,lost,EUR,True
account_00000212,Netherlands Field Services 00212,2026-01-10 13:00:00,NL,benelux,technical_services,small,10-49,partner,partner_led,partner_00000010,prospect,EUR,True
account_00000213,Italy Field Services 00213,2026-04-24 15:00:00,IT,southern_europe,facility_management,medium,250-999,partner,partner_led,partner_00000001,customer,EUR,True
account_00000214,Germany Field Services 00214,2024-04-29 09:00:00,DE,dach,property_services,micro,10-49,partner,partner_led,partner_00000002,prospect,EUR,True
account_00000215,Ireland Field Services 00215,2024-05-01 14:00:00,IE,western_europe,property_services,micro,1-9,organic_search,self_service,,prospect,EUR,True
account_00000216,Germany Field Services 00216,2024-10-11 10:00:00,DE,dach,property_services,medium,250-999,organic_search,sales_assisted,,lost,EUR,True
account_00000217,Germany Field Services 00217,2025-03-12 16:00:00,DE,dach,installation,small,50-249,organic_search,self_service,,prospect,EUR,True
account_00000218,Germany Field Services 00218,2024-06-21 15:00:00,DE,dach,equipment_maintenance,micro,1-9,paid_social,self_service,,lost,EUR,True
account_00000219,United Kingdom Field Services 00219,2024-06-12 18:00:00,GB,western_europe,equipment_maintenance,small,10-49,organic_search,partner_led,partner_00000009,lost,GBP,True
account_00000220,Belgium Field Services 00220,2025-08-10 14:00:00,BE,benelux,inspections,medium,50-249,organic_search,sales_assisted,,prospect,EUR,True
account_00000221,Netherlands Field Services 00221,2025-10-09 16:00:00,NL,benelux,equipment_maintenance,small,10-49,paid_search,self_service,,customer,EUR,True
account_00000222,Germany Field Services 00222,2025-01-13 16:00:00,DE,dach,inspections,medium,50-249,paid_search,sales_assisted,,customer,EUR,True
account_00000223,Italy Field Services 00223,2024-02-25 18:00:00,IT,southern_europe,inspections,medium,50-249,partner,partner_led,partner_00000012,lost,EUR,True
account_00000224,Switzerland Field Services 00224,2025-08-14 15:00:00,CH,dach,property_services,small,50-249,referral,partner_led,partner_00000010,lost,CHF,True
account_00000225,Germany Field Services 00225,2026-02-21 11:00:00,DE,dach,technical_services,mid_market,1000+,direct,sales_assisted,,prospect,EUR,True
account_00000226,France Field Services 00226,2025-01-30 18:00:00,FR,western_europe,property_services,mid_market,250-999,organic_search,sales_assisted,,prospect,EUR,True
account_00000227,Norway Field Services 00227,2024-09-14 16:00:00,NO,nordics,equipment_maintenance,micro,10-49,outbound_sales,sales_assisted,,prospect,NOK,True
account_00000228,Germany Field Services 00228,2025-04-27 12:00:00,DE,dach,installation,micro,1-9,paid_social,self_service,,customer,EUR,True
account_00000229,United Kingdom Field Services 00229,2024-03-16 11:00:00,GB,western_europe,equipment_maintenance,micro,1-9,outbound_sales,sales_assisted,,customer,GBP,True
account_00000230,Poland Field Services 00230,2026-02-15 13:00:00,PL,central_europe,technical_services,micro,1-9,organic_search,sales_assisted,,customer,PLN,True
account_00000231,Netherlands Field Services 00231,2024-06-02 13:00:00,NL,benelux,equipment_maintenance,small,10-49,organic_search,self_service,,lost,EUR,True
account_00000232,Belgium Field Services 00232,2024-10-07 08:00:00,BE,benelux,equipment_maintenance,medium,250-999,referral,self_service,,lost,EUR,True
account_00000233,France Field Services 00233,2024-02-07 12:00:00,FR,western_europe,inspections,medium,50-249,outbound_sales,sales_assisted,,prospect,EUR,True
account_00000234,Italy Field Services 00234,2024-08-12 08:00:00,IT,southern_europe,technical_services,medium,50-249,organic_search,sales_assisted,,customer,EUR,True
account_00000235,Germany Field Services 00235,2024-06-26 16:00:00,DE,dach,technical_services,mid_market,250-999,paid_search,sales_assisted,,lost,EUR,True
account_00000236,France Field Services 00236,2025-07-06 18:00:00,FR,western_europe,technical_services,medium,50-249,outbound_sales,partner_led,partner_00000012,lost,EUR,True
account_00000237,Spain Field Services 00237,2024-10-10 12:00:00,ES,southern_europe,property_services,medium,50-249,organic_search,sales_assisted,,prospect,EUR,True
account_00000238,Belgium Field Services 00238,2025-03-15 10:00:00,BE,benelux,equipment_maintenance,small,10-49,organic_search,self_service,,lost,EUR,True
account_00000239,Italy Field Services 00239,2024-09-24 08:00:00,IT,southern_europe,technical_services,small,50-249,partner,partner_led,partner_00000006,lost,EUR,True
account_00000240,Germany Field Services 00240,2025-03-03 13:00:00,DE,dach,installation,small,10-49,organic_search,partner_led,partner_00000005,prospect,EUR,False
account_00000241,Netherlands Field Services 00241,2025-03-07 14:00:00,NL,benelux,installation,micro,1-9,partner,partner_led,partner_00000012,lost,EUR,True
account_00000242,France Field Services 00242,2026-04-29 08:00:00,FR,western_europe,facility_management,mid_market,250-999,organic_search,partner_led,partner_00000011,prospect,EUR,True
account_00000243,Italy Field Services 00243,2024-04-21 15:00:00,IT,southern_europe,inspections,micro,1-9,outbound_sales,sales_assisted,,lost,EUR,True
account_00000244,Spain Field Services 00244,2024-07-11 10:00:00,ES,southern_europe,equipment_maintenance,small,10-49,outbound_sales,sales_assisted,,customer,EUR,True
account_00000245,Netherlands Field Services 00245,2026-04-26 10:00:00,NL,benelux,equipment_maintenance,small,10-49,outbound_sales,sales_assisted,,customer,EUR,True
account_00000246,Norway Field Services 00246,2026-03-28 14:00:00,NO,nordics,inspections,micro,10-49,referral,self_service,,lost,NOK,True
account_00000247,France Field Services 00247,2026-04-05 17:00:00,FR,western_europe,property_services,small,10-49,paid_search,self_service,,customer,EUR,True
account_00000248,Switzerland Field Services 00248,2024-10-15 08:00:00,CH,dach,equipment_maintenance,micro,1-9,paid_social,self_service,,lost,CHF,True
account_00000249,Netherlands Field Services 00249,2025-09-26 09:00:00,NL,benelux,equipment_maintenance,mid_market,250-999,organic_search,partner_led,partner_00000012,lost,EUR,True
account_00000250,Germany Field Services 00250,2025-02-25 09:00:00,DE,dach,cleaning_services,medium,50-249,organic_search,sales_assisted,,prospect,EUR,True
