subscription_event_id,subscription_id,event_at,event_type,previous_plan_id,new_plan_id,previous_quantity,new_quantity,mrr_change_eur,event_reason,initiated_by
subevent_00000225,subscription_00000074,2026-06-29 00:00:00,subscription_activated,,plan_professional,0,90,1517.92,new_business,system
subevent_00000226,subscription_00000075,2025-10-09 16:00:00,trial_started,,plan_professional,,19,0.0,self_service_trial,customer
subevent_00000227,subscription_00000075,2026-05-05 00:00:00,seat_contracted,plan_professional,plan_professional,19,17,-33.65,capacity_adjustment,customer
subevent_00000228,subscription_00000075,2025-10-20 00:00:00,subscription_activated,,plan_professional,0,19,323.24,new_business,system
subevent_00000229,subscription_00000076,2025-04-05 00:00:00,seat_expanded,plan_business,plan_business,41,44,87.48,customer_growth,customer
subevent_00000230,subscription_00000076,2025-02-20 00:00:00,subscription_activated,,plan_business,0,41,1051.0,new_business,system
subevent_00000231,subscription_00000076,2025-07-11 00:00:00,add_on_added,plan_business,plan_business,0,1,129.0,advanced_analytics,customer
subevent_00000232,subscription_00000076,2025-08-11 00:00:00,add_on_added,plan_business,plan_business,0,1,399.0,premium_support,customer
subevent_00000233,subscription_00000076,2025-07-11 00:00:00,add_on_added,plan_business,plan_business,0,1,69.0,document_management,customer
subevent_00000234,subscription_00000077,2025-04-27 12:00:00,trial_started,,plan_professional,,3,0.0,self_service_trial,customer
subevent_00000235,subscription_00000077,2026-02-05 00:00:00,seat_contracted,plan_professional,plan_professional,3,2,0.0,capacity_adjustment,customer
subevent_00000236,subscription_00000077,2025-04-30 00:00:00,subscription_activated,,plan_professional,0,3,106.92,new_business,system
subevent_00000237,subscription_00000078,2025-04-05 00:00:00,seat_contracted,plan_starter,plan_starter,5,4,-11.02,capacity_adjustment,customer
subevent_00000238,subscription_00000078,2024-05-22 00:00:00,subscription_activated,,plan_starter,0,5,53.55,new_business,system
subevent_00000239,subscription_00000079,2026-04-12 00:00:00,subscription_activated,,plan_starter,0,2,35.8,new_business,system
subevent_00000240,subscription_00000080,2025-02-05 00:00:00,seat_contracted,plan_business,plan_business,51,42,-194.4,capacity_adjustment,customer
subevent_00000241,subscription_00000080,2025-10-05 00:00:00,seat_contracted,plan_business,plan_business,42,34,-186.62,capacity_adjustment,customer
subevent_00000242,subscription_00000080,2024-09-28 00:00:00,subscription_activated,,plan_business,0,51,1003.96,new_business,system
subevent_00000243,subscription_00000081,2026-03-05 00:00:00,seat_expanded,plan_professional,plan_professional,14,16,33.65,customer_growth,customer
subevent_00000244,subscription_00000081,2024-09-08 00:00:00,subscription_activated,,plan_professional,0,14,210.33,new_business,system
subevent_00000245,subscription_00000082,2026-06-05 00:00:00,seat_contracted,plan_professional,plan_professional,10,9,-16.83,capacity_adjustment,customer
subevent_00000246,subscription_00000082,2026-05-26 00:00:00,subscription_activated,,plan_professional,0,10,166.65,new_business,system
subevent_00000247,subscription_00000083,2026-04-05 17:00:00,trial_started,,plan_professional,,6,0.0,self_service_trial,customer
subevent_00000248,subscription_00000083,2026-04-22 00:00:00,subscription_activated,,plan_professional,0,6,104.5,new_business,system
subevent_00000249,subscription_00000083,2026-05-11 00:00:00,add_on_added,plan_professional,plan_professional,0,1,359.1,premium_support,customer
subevent_00000250,subscription_00000083,2026-06-11 00:00:00,add_on_added,plan_professional,plan_professional,0,1,224.1,api_package,customer
