payment_id,invoice_id,payment_attempt_id,captured_at,amount_local,currency_code,amount_eur,payment_status,settlement_date
payment_00000233,invoice_00000239,payattempt_00000262,2024-10-13 00:00:00,56.3,EUR,56.3,captured,2024-10-15
payment_00000234,invoice_00000240,payattempt_00000263,2024-11-01 00:00:00,56.3,EUR,56.3,captured,2024-11-03
payment_00000235,invoice_00000241,payattempt_00000264,2024-12-01 00:00:00,56.3,EUR,56.3,captured,2024-12-03
payment_00000236,invoice_00000242,payattempt_00000265,2025-01-01 00:00:00,56.3,EUR,56.3,captured,2025-01-03
payment_00000237,invoice_00000243,payattempt_00000266,2025-02-01 00:00:00,56.3,EUR,56.3,captured,2025-02-03
payment_00000238,invoice_00000244,payattempt_00000267,2025-03-01 00:00:00,56.3,EUR,56.3,captured,2025-03-03
payment_00000239,invoice_00000245,payattempt_00000268,2025-04-01 00:00:00,60.8,EUR,60.8,captured,2025-04-03
payment_00000240,invoice_00000246,payattempt_00000269,2025-05-01 00:00:00,75.12,EUR,75.12,captured,2025-05-03
payment_00000241,invoice_00000247,payattempt_00000270,2025-06-01 00:00:00,75.12,EUR,75.12,captured,2025-06-03
payment_00000242,invoice_00000248,payattempt_00000271,2025-07-01 00:00:00,75.12,EUR,75.12,captured,2025-07-03
payment_00000243,invoice_00000249,payattempt_00000272,2025-08-01 00:00:00,75.12,EUR,75.12,captured,2025-08-03
payment_00000244,invoice_00000250,payattempt_00000273,2025-09-01 00:00:00,75.12,EUR,75.12,captured,2025-09-03
payment_00000245,invoice_00000251,payattempt_00000274,2025-10-01 00:00:00,75.12,EUR,75.12,captured,2025-10-03
payment_00000246,invoice_00000252,payattempt_00000275,2025-11-01 00:00:00,75.12,EUR,75.12,captured,2025-11-03
payment_00000247,invoice_00000253,payattempt_00000276,2025-12-01 00:00:00,75.12,EUR,75.12,captured,2025-12-03
payment_00000248,invoice_00000254,payattempt_00000277,2026-01-01 00:00:00,75.12,EUR,75.12,captured,2026-01-03
payment_00000249,invoice_00000255,payattempt_00000278,2026-02-01 00:00:00,75.12,EUR,75.12,captured,2026-02-03
payment_00000250,invoice_00000256,payattempt_00000279,2026-03-01 00:00:00,75.12,EUR,75.12,captured,2026-03-03
payment_00000251,invoice_00000257,payattempt_00000280,2026-04-01 00:00:00,75.12,EUR,75.12,captured,2026-04-03
payment_00000252,invoice_00000258,payattempt_00000282,2026-05-03 00:00:00,75.12,EUR,75.12,captured,2026-05-05
payment_00000253,invoice_00000259,payattempt_00000283,2026-06-01 00:00:00,75.12,EUR,75.12,captured,2026-06-03
payment_00000254,invoice_00000260,payattempt_00000284,2024-08-01 00:00:00,117.81,EUR,117.81,captured,2024-08-03
payment_00000255,invoice_00000261,payattempt_00000285,2024-09-01 00:00:00,117.81,EUR,117.81,captured,2024-09-03
payment_00000256,invoice_00000262,payattempt_00000286,2024-10-01 00:00:00,117.81,EUR,117.81,captured,2024-10-03
payment_00000257,invoice_00000263,payattempt_00000287,2024-11-01 00:00:00,117.81,EUR,117.81,captured,2024-11-03
payment_00000258,invoice_00000264,payattempt_00000288,2024-12-01 00:00:00,117.81,EUR,117.81,captured,2024-12-03
payment_00000259,invoice_00000265,payattempt_00000289,2025-01-01 00:00:00,117.81,EUR,117.81,captured,2025-01-03
payment_00000260,invoice_00000266,payattempt_00000290,2025-02-01 00:00:00,117.81,EUR,117.81,captured,2025-02-03
payment_00000261,invoice_00000267,payattempt_00000291,2025-03-01 00:00:00,117.81,EUR,117.81,captured,2025-03-03
payment_00000262,invoice_00000268,payattempt_00000292,2025-04-01 00:00:00,127.23,EUR,127.23,captured,2025-04-03
payment_00000263,invoice_00000269,payattempt_00000293,2025-05-01 00:00:00,127.23,EUR,127.23,captured,2025-05-03
payment_00000264,invoice_00000270,payattempt_00000294,2025-06-01 00:00:00,127.23,EUR,127.23,captured,2025-06-03
payment_00000265,invoice_00000271,payattempt_00000295,2025-07-01 00:00:00,127.23,EUR,127.23,captured,2025-07-03
payment_00000266,invoice_00000272,payattempt_00000296,2025-08-01 00:00:00,127.23,EUR,127.23,captured,2025-08-03
payment_00000267,invoice_00000273,payattempt_00000297,2025-09-01 00:00:00,127.23,EUR,127.23,captured,2025-09-03
payment_00000268,invoice_00000274,payattempt_00000298,2025-10-01 00:00:00,127.23,EUR,127.23,captured,2025-10-03
payment_00000269,invoice_00000276,payattempt_00000302,2025-12-01 00:00:00,127.23,EUR,127.23,captured,2025-12-03
payment_00000270,invoice_00000277,payattempt_00000303,2026-01-01 00:00:00,127.23,EUR,127.23,captured,2026-01-03
payment_00000271,invoice_00000278,payattempt_00000304,2026-02-01 00:00:00,127.23,EUR,127.23,captured,2026-02-03
payment_00000272,invoice_00000279,payattempt_00000305,2026-03-01 00:00:00,127.23,EUR,127.23,captured,2026-03-03
payment_00000273,invoice_00000280,payattempt_00000306,2026-04-01 00:00:00,127.23,EUR,127.23,captured,2026-04-03
payment_00000274,invoice_00000281,payattempt_00000307,2026-05-01 00:00:00,127.23,EUR,127.23,captured,2026-05-03
payment_00000275,invoice_00000282,payattempt_00000308,2026-06-01 00:00:00,127.23,EUR,127.23,captured,2026-06-03
payment_00000276,invoice_00000283,payattempt_00000310,2026-03-14 00:00:00,6112.5,SEK,537.03,captured,2026-03-16
payment_00000277,invoice_00000284,payattempt_00000311,2025-02-05 00:00:00,1842.05,EUR,1842.05,captured,2025-02-07
payment_00000278,invoice_00000285,payattempt_00000312,2026-02-01 00:00:00,1989.36,EUR,1989.36,captured,2026-02-03
payment_00000279,invoice_00000286,payattempt_00000313,2024-08-23 00:00:00,1600.8,EUR,1600.8,captured,2024-08-25
payment_00000280,invoice_00000287,payattempt_00000314,2024-09-01 00:00:00,1600.8,EUR,1600.8,captured,2024-09-03
payment_00000281,invoice_00000288,payattempt_00000315,2024-10-01 00:00:00,1600.8,EUR,1600.8,captured,2024-10-03
payment_00000282,invoice_00000289,payattempt_00000316,2024-11-01 00:00:00,1600.8,EUR,1600.8,captured,2024-11-03
payment_00000283,invoice_00000290,payattempt_00000317,2024-12-01 00:00:00,2259.6,EUR,2259.6,captured,2024-12-03
payment_00000284,invoice_00000291,payattempt_00000318,2025-01-01 00:00:00,2259.6,EUR,2259.6,captured,2025-01-03
payment_00000285,invoice_00000292,payattempt_00000319,2025-02-01 00:00:00,2259.6,EUR,2259.6,captured,2025-02-03
payment_00000286,invoice_00000293,payattempt_00000320,2025-03-01 00:00:00,2259.6,EUR,2259.6,captured,2025-03-03
payment_00000287,invoice_00000294,payattempt_00000321,2025-04-01 00:00:00,2435.66,EUR,2435.66,captured,2025-04-03
payment_00000288,invoice_00000295,payattempt_00000322,2025-05-01 00:00:00,2435.66,EUR,2435.66,captured,2025-05-03
payment_00000289,invoice_00000296,payattempt_00000323,2025-06-01 00:00:00,2435.66,EUR,2435.66,captured,2025-06-03
payment_00000290,invoice_00000297,payattempt_00000324,2025-07-01 00:00:00,2435.66,EUR,2435.66,captured,2025-07-03
payment_00000291,invoice_00000298,payattempt_00000325,2025-08-01 00:00:00,2884.08,EUR,2884.08,captured,2025-08-03
payment_00000292,invoice_00000299,payattempt_00000326,2025-09-01 00:00:00,2531.57,EUR,2531.57,captured,2025-09-03
payment_00000293,invoice_00000300,payattempt_00000327,2025-10-01 00:00:00,3104.4,EUR,3104.4,captured,2025-10-03
payment_00000294,invoice_00000301,payattempt_00000328,2025-11-01 00:00:00,2487.5,EUR,2487.5,captured,2025-11-03
payment_00000295,invoice_00000302,payattempt_00000329,2025-12-01 00:00:00,2487.5,EUR,2487.5,captured,2025-12-03
payment_00000296,invoice_00000303,payattempt_00000330,2026-01-01 00:00:00,2487.5,EUR,2487.5,captured,2026-01-03
payment_00000297,invoice_00000304,payattempt_00000331,2026-02-01 00:00:00,2487.5,EUR,2487.5,captured,2026-02-03
payment_00000298,invoice_00000305,payattempt_00000332,2026-03-01 00:00:00,2487.5,EUR,2487.5,captured,2026-03-03
payment_00000299,invoice_00000306,payattempt_00000334,2026-04-04 00:00:00,2487.5,EUR,2487.5,captured,2026-04-06
payment_00000300,invoice_00000307,payattempt_00000335,2026-05-01 00:00:00,2487.5,EUR,2487.5,captured,2026-05-03
payment_00000301,invoice_00000308,payattempt_00000336,2026-06-01 00:00:00,2487.5,EUR,2487.5,captured,2026-06-03
payment_00000302,invoice_00000309,payattempt_00000337,2025-06-12 00:00:00,593.99,SEK,52.65,captured,2025-06-14
payment_00000303,invoice_00000310,payattempt_00000338,2025-07-01 00:00:00,779.21,SEK,68.85,captured,2025-07-03
payment_00000304,invoice_00000311,payattempt_00000339,2025-08-01 00:00:00,789.88,SEK,68.85,captured,2025-08-03
payment_00000305,invoice_00000312,payattempt_00000340,2025-09-01 00:00:00,800.4,SEK,68.85,captured,2025-09-03
payment_00000306,invoice_00000313,payattempt_00000341,2025-10-01 00:00:00,821.2,SEK,68.85,captured,2025-10-03
payment_00000307,invoice_00000314,payattempt_00000342,2025-11-01 00:00:00,826.61,SEK,68.85,captured,2025-11-03
payment_00000308,invoice_00000315,payattempt_00000343,2025-12-01 00:00:00,810.51,SEK,68.85,captured,2025-12-03
payment_00000309,invoice_00000316,payattempt_00000344,2026-01-01 00:00:00,799.01,SEK,68.85,captured,2026-01-03
payment_00000310,invoice_00000317,payattempt_00000345,2026-02-01 00:00:00,786.5,SEK,68.85,captured,2026-02-03
payment_00000311,invoice_00000318,payattempt_00000346,2026-03-01 00:00:00,783.66,SEK,68.85,captured,2026-03-03
payment_00000312,invoice_00000319,payattempt_00000347,2026-04-01 00:00:00,953.1,SEK,85.05,captured,2026-04-03
payment_00000313,invoice_00000320,payattempt_00000348,2026-05-01 00:00:00,960.34,SEK,85.05,captured,2026-05-03
payment_00000314,invoice_00000321,payattempt_00000349,2026-06-01 00:00:00,958.88,SEK,85.05,captured,2026-06-03
payment_00000315,invoice_00000322,payattempt_00000350,2025-10-20 00:00:00,519.82,EUR,519.82,captured,2025-10-22
payment_00000316,invoice_00000323,payattempt_00000351,2025-05-16 00:00:00,39835.27,GBP,46935.83,captured,2025-05-18
payment_00000317,invoice_00000324,payattempt_00000352,2025-06-01 00:00:00,40241.6,GBP,46935.84,captured,2025-06-03
payment_00000318,invoice_00000325,payattempt_00000353,2025-07-01 00:00:00,37456.16,GBP,44157.6,captured,2025-07-03
payment_00000319,invoice_00000326,payattempt_00000354,2025-08-01 00:00:00,37845.89,GBP,44157.6,captured,2025-08-03
payment_00000320,invoice_00000327,payattempt_00000355,2025-09-01 00:00:00,31374.58,GBP,36250.31,captured,2025-09-03
payment_00000321,invoice_00000328,payattempt_00000356,2025-10-01 00:00:00,31919.11,GBP,36250.31,captured,2025-10-03
payment_00000322,invoice_00000329,payattempt_00000357,2025-11-01 00:00:00,31497.92,GBP,36549.12,captured,2025-11-03
payment_00000323,invoice_00000330,payattempt_00000358,2025-12-01 00:00:00,30832.88,GBP,36549.12,captured,2025-12-03
payment_00000324,invoice_00000331,payattempt_00000359,2026-01-01 00:00:00,30892.48,GBP,36549.1,captured,2026-01-03
payment_00000325,invoice_00000332,payattempt_00000360,2026-02-01 00:00:00,35390.52,GBP,41934.62,captured,2026-02-03
payment_00000326,invoice_00000333,payattempt_00000361,2026-03-01 00:00:00,35877.22,GBP,41934.62,captured,2026-03-03
payment_00000327,invoice_00000334,payattempt_00000362,2026-04-01 00:00:00,35910.36,GBP,41934.61,captured,2026-04-03
payment_00000328,invoice_00000335,payattempt_00000363,2026-05-01 00:00:00,35965.24,GBP,41934.6,captured,2026-05-03
payment_00000329,invoice_00000336,payattempt_00000364,2026-06-01 00:00:00,36760.63,GBP,41934.62,captured,2026-06-03
payment_00000330,invoice_00000337,payattempt_00000365,2024-06-29 00:00:00,48653.18,EUR,48653.18,captured,2024-07-01
payment_00000331,invoice_00000338,payattempt_00000366,2025-06-01 00:00:00,65848.35,EUR,65848.35,captured,2025-06-03
payment_00000332,invoice_00000339,payattempt_00000367,2026-06-01 00:00:00,54502.27,EUR,54502.27,captured,2026-06-03
payment_00000333,invoice_00000340,payattempt_00000368,2025-08-25 00:00:00,46.89,EUR,46.89,captured,2025-08-27
payment_00000334,invoice_00000341,payattempt_00000369,2025-09-01 00:00:00,46.89,EUR,46.89,captured,2025-09-03
payment_00000335,invoice_00000342,payattempt_00000370,2025-10-01 00:00:00,46.89,EUR,46.89,captured,2025-10-03
payment_00000336,invoice_00000343,payattempt_00000371,2025-11-01 00:00:00,46.89,EUR,46.89,captured,2025-11-03
payment_00000337,invoice_00000344,payattempt_00000372,2025-12-01 00:00:00,46.89,EUR,46.89,captured,2025-12-03
payment_00000338,invoice_00000345,payattempt_00000373,2026-01-01 00:00:00,46.89,EUR,46.89,captured,2026-01-03
payment_00000339,invoice_00000346,payattempt_00000374,2026-02-01 00:00:00,46.89,EUR,46.89,captured,2026-02-03
payment_00000340,invoice_00000347,payattempt_00000375,2026-03-01 00:00:00,46.89,EUR,46.89,captured,2026-03-03
payment_00000341,invoice_00000348,payattempt_00000376,2026-04-01 00:00:00,46.89,EUR,46.89,captured,2026-04-03
payment_00000342,invoice_00000349,payattempt_00000377,2026-05-01 00:00:00,46.89,EUR,46.89,captured,2026-05-03
payment_00000343,invoice_00000350,payattempt_00000378,2026-06-01 00:00:00,46.89,EUR,46.89,captured,2026-06-03
payment_00000344,invoice_00000351,payattempt_00000379,2024-09-24 00:00:00,1757.64,EUR,1757.64,captured,2024-09-26
payment_00000345,invoice_00000352,payattempt_00000380,2024-10-01 00:00:00,1757.64,EUR,1757.64,captured,2024-10-03
payment_00000346,invoice_00000353,payattempt_00000381,2024-11-01 00:00:00,1757.64,EUR,1757.64,captured,2024-11-03
payment_00000347,invoice_00000354,payattempt_00000382,2024-12-01 00:00:00,1757.64,EUR,1757.64,captured,2024-12-03
payment_00000348,invoice_00000355,payattempt_00000383,2025-01-01 00:00:00,1757.64,EUR,1757.64,captured,2025-01-03
payment_00000349,invoice_00000356,payattempt_00000384,2025-02-01 00:00:00,1757.64,EUR,1757.64,captured,2025-02-03
payment_00000350,invoice_00000357,payattempt_00000385,2025-03-01 00:00:00,1757.64,EUR,1757.64,captured,2025-03-03
payment_00000351,invoice_00000358,payattempt_00000386,2025-04-01 00:00:00,1898.26,EUR,1898.26,captured,2025-04-03
payment_00000352,invoice_00000359,payattempt_00000387,2025-05-01 00:00:00,1898.26,EUR,1898.26,captured,2025-05-03
payment_00000353,invoice_00000360,payattempt_00000388,2025-06-01 00:00:00,1898.26,EUR,1898.26,captured,2025-06-03
payment_00000354,invoice_00000361,payattempt_00000389,2025-07-01 00:00:00,1898.26,EUR,1898.26,captured,2025-07-03
payment_00000355,invoice_00000362,payattempt_00000390,2025-08-01 00:00:00,1660.66,EUR,1660.66,captured,2025-08-03
payment_00000356,invoice_00000363,payattempt_00000391,2025-09-01 00:00:00,1660.66,EUR,1660.66,captured,2025-09-03
payment_00000357,invoice_00000364,payattempt_00000392,2025-10-01 00:00:00,1966.14,EUR,1966.14,captured,2025-10-03
payment_00000358,invoice_00000365,payattempt_00000393,2025-11-01 00:00:00,1966.14,EUR,1966.14,captured,2025-11-03
payment_00000359,invoice_00000366,payattempt_00000394,2025-12-01 00:00:00,1966.14,EUR,1966.14,captured,2025-12-03
payment_00000360,invoice_00000367,payattempt_00000395,2026-01-01 00:00:00,1966.14,EUR,1966.14,captured,2026-01-03
payment_00000361,invoice_00000368,payattempt_00000396,2026-02-01 00:00:00,2271.61,EUR,2271.61,captured,2026-02-03
payment_00000362,invoice_00000370,payattempt_00000402,2026-04-04 00:00:00,2882.58,EUR,2882.58,captured,2026-04-06
payment_00000363,invoice_00000371,payattempt_00000403,2026-05-01 00:00:00,2882.58,EUR,2882.58,captured,2026-05-03
payment_00000364,invoice_00000372,payattempt_00000404,2026-06-01 00:00:00,4407.47,EUR,4407.47,captured,2026-06-03
payment_00000365,invoice_00000373,payattempt_00000405,2025-11-18 00:00:00,202.18,EUR,202.18,captured,2025-11-20
payment_00000366,invoice_00000374,payattempt_00000406,2025-12-01 00:00:00,202.18,EUR,202.18,captured,2025-12-03
payment_00000367,invoice_00000375,payattempt_00000407,2026-01-01 00:00:00,560.98,EUR,560.98,captured,2026-01-03
payment_00000368,invoice_00000376,payattempt_00000408,2026-02-01 00:00:00,560.98,EUR,560.98,captured,2026-02-03
payment_00000369,invoice_00000377,payattempt_00000409,2026-03-01 00:00:00,560.98,EUR,560.98,captured,2026-03-03
payment_00000370,invoice_00000378,payattempt_00000410,2026-04-01 00:00:00,715.78,EUR,715.78,captured,2026-04-03
payment_00000371,invoice_00000379,payattempt_00000411,2026-05-01 00:00:00,715.78,EUR,715.78,captured,2026-05-03
payment_00000372,invoice_00000380,payattempt_00000412,2026-06-01 00:00:00,715.78,EUR,715.78,captured,2026-06-03
payment_00000373,invoice_00000381,payattempt_00000413,2024-11-11 00:00:00,217.77,EUR,217.77,captured,2024-11-13
payment_00000374,invoice_00000382,payattempt_00000414,2024-12-01 00:00:00,217.77,EUR,217.77,captured,2024-12-03
payment_00000375,invoice_00000383,payattempt_00000415,2025-01-01 00:00:00,217.77,EUR,217.77,captured,2025-01-03
payment_00000376,invoice_00000384,payattempt_00000416,2025-02-01 00:00:00,217.77,EUR,217.77,captured,2025-02-03
payment_00000377,invoice_00000385,payattempt_00000417,2025-03-01 00:00:00,343.91,EUR,343.91,captured,2025-03-03
payment_00000378,invoice_00000386,payattempt_00000418,2025-04-01 00:00:00,371.42,EUR,371.42,captured,2025-04-03
payment_00000379,invoice_00000387,payattempt_00000419,2025-05-01 00:00:00,371.42,EUR,371.42,captured,2025-05-03
payment_00000380,invoice_00000388,payattempt_00000420,2025-06-01 00:00:00,371.42,EUR,371.42,captured,2025-06-03
payment_00000381,invoice_00000389,payattempt_00000421,2025-07-01 00:00:00,371.42,EUR,371.42,captured,2025-07-03
payment_00000382,invoice_00000390,payattempt_00000422,2025-08-01 00:00:00,371.42,EUR,371.42,captured,2025-08-03
payment_00000383,invoice_00000391,payattempt_00000423,2025-09-01 00:00:00,371.42,EUR,371.42,captured,2025-09-03
payment_00000384,invoice_00000392,payattempt_00000424,2025-10-01 00:00:00,371.42,EUR,371.42,captured,2025-10-03
payment_00000385,invoice_00000393,payattempt_00000427,2025-11-05 00:00:00,371.42,EUR,371.42,captured,2025-11-07
payment_00000386,invoice_00000394,payattempt_00000428,2025-12-01 00:00:00,371.42,EUR,371.42,captured,2025-12-03
payment_00000387,invoice_00000395,payattempt_00000429,2026-01-01 00:00:00,371.42,EUR,371.42,captured,2026-01-03
payment_00000388,invoice_00000396,payattempt_00000430,2026-02-01 00:00:00,371.42,EUR,371.42,captured,2026-02-03
payment_00000389,invoice_00000397,payattempt_00000431,2026-03-01 00:00:00,371.42,EUR,371.42,captured,2026-03-03
payment_00000390,invoice_00000398,payattempt_00000433,2026-04-03 00:00:00,371.42,EUR,371.42,captured,2026-04-05
payment_00000391,invoice_00000399,payattempt_00000434,2026-05-01 00:00:00,371.42,EUR,371.42,captured,2026-05-03
payment_00000392,invoice_00000400,payattempt_00000435,2026-06-01 00:00:00,371.42,EUR,371.42,captured,2026-06-03
payment_00000393,invoice_00000401,payattempt_00000436,2025-04-20 00:00:00,235.19,EUR,235.19,captured,2025-04-22
payment_00000394,invoice_00000402,payattempt_00000438,2025-05-05 00:00:00,235.19,EUR,235.19,captured,2025-05-07
payment_00000395,invoice_00000403,payattempt_00000439,2025-06-01 00:00:00,235.19,EUR,235.19,captured,2025-06-03
payment_00000396,invoice_00000404,payattempt_00000440,2025-07-01 00:00:00,235.19,EUR,235.19,captured,2025-07-03
payment_00000397,invoice_00000405,payattempt_00000442,2025-08-05 00:00:00,235.19,EUR,235.19,captured,2025-08-07
payment_00000398,invoice_00000406,payattempt_00000443,2025-09-01 00:00:00,371.42,EUR,371.42,captured,2025-09-03
payment_00000399,invoice_00000407,payattempt_00000444,2025-10-01 00:00:00,371.42,EUR,371.42,captured,2025-10-03
payment_00000400,invoice_00000408,payattempt_00000445,2025-11-01 00:00:00,371.42,EUR,371.42,captured,2025-11-03
payment_00000401,invoice_00000409,payattempt_00000446,2025-12-01 00:00:00,371.42,EUR,371.42,captured,2025-12-03
payment_00000402,invoice_00000410,payattempt_00000447,2026-01-01 00:00:00,371.42,EUR,371.42,captured,2026-01-03
payment_00000403,invoice_00000411,payattempt_00000448,2026-02-01 00:00:00,371.42,EUR,371.42,captured,2026-02-03
payment_00000404,invoice_00000412,payattempt_00000449,2026-03-01 00:00:00,420.26,EUR,420.26,captured,2026-03-03
payment_00000405,invoice_00000413,payattempt_00000450,2026-04-01 00:00:00,420.26,EUR,420.26,captured,2026-04-03
payment_00000406,invoice_00000414,payattempt_00000451,2026-05-01 00:00:00,420.26,EUR,420.26,captured,2026-05-03
payment_00000407,invoice_00000415,payattempt_00000452,2026-06-01 00:00:00,420.26,EUR,420.26,captured,2026-06-03
payment_00000408,invoice_00000416,payattempt_00000453,2024-07-12 00:00:00,103885.6,EUR,103885.6,captured,2024-07-14
payment_00000409,invoice_00000417,payattempt_00000454,2025-07-01 00:00:00,142102.93,EUR,142102.93,captured,2025-07-03
payment_00000410,invoice_00000418,payattempt_00000455,2024-12-24 00:00:00,619.04,EUR,619.04,captured,2024-12-26
payment_00000411,invoice_00000419,payattempt_00000456,2025-12-01 00:00:00,668.59,EUR,668.59,captured,2025-12-03
payment_00000412,invoice_00000420,payattempt_00000457,2024-05-08 00:00:00,116.2,EUR,116.2,captured,2024-05-10
payment_00000413,invoice_00000421,payattempt_00000458,2024-06-01 00:00:00,116.2,EUR,116.2,captured,2024-06-03
payment_00000414,invoice_00000422,payattempt_00000459,2024-07-01 00:00:00,116.2,EUR,116.2,captured,2024-07-03
payment_00000415,invoice_00000423,payattempt_00000461,2024-08-03 00:00:00,116.2,EUR,116.2,captured,2024-08-05
payment_00000416,invoice_00000424,payattempt_00000462,2024-09-01 00:00:00,116.2,EUR,116.2,captured,2024-09-03
payment_00000417,invoice_00000425,payattempt_00000463,2024-10-01 00:00:00,116.2,EUR,116.2,captured,2024-10-03
payment_00000418,invoice_00000426,payattempt_00000464,2024-11-01 00:00:00,116.2,EUR,116.2,captured,2024-11-03
payment_00000419,invoice_00000427,payattempt_00000465,2024-12-01 00:00:00,116.2,EUR,116.2,captured,2024-12-03
payment_00000420,invoice_00000428,payattempt_00000466,2025-01-01 00:00:00,116.2,EUR,116.2,captured,2025-01-03
payment_00000421,invoice_00000429,payattempt_00000468,2025-02-04 00:00:00,116.2,EUR,116.2,captured,2025-02-06
payment_00000422,invoice_00000430,payattempt_00000469,2025-03-01 00:00:00,116.2,EUR,116.2,captured,2025-03-03
payment_00000423,invoice_00000431,payattempt_00000470,2025-04-01 00:00:00,125.49,EUR,125.49,captured,2025-04-03
payment_00000424,invoice_00000432,payattempt_00000471,2025-05-01 00:00:00,125.49,EUR,125.49,captured,2025-05-03
payment_00000425,invoice_00000433,payattempt_00000472,2025-06-01 00:00:00,125.49,EUR,125.49,captured,2025-06-03
payment_00000426,invoice_00000434,payattempt_00000473,2025-07-01 00:00:00,125.49,EUR,125.49,captured,2025-07-03
payment_00000427,invoice_00000436,payattempt_00000478,2025-09-01 00:00:00,125.49,EUR,125.49,captured,2025-09-03
payment_00000428,invoice_00000437,payattempt_00000479,2025-10-01 00:00:00,125.49,EUR,125.49,captured,2025-10-03
payment_00000429,invoice_00000438,payattempt_00000480,2025-11-01 00:00:00,125.49,EUR,125.49,captured,2025-11-03
payment_00000430,invoice_00000439,payattempt_00000481,2025-12-01 00:00:00,125.49,EUR,125.49,captured,2025-12-03
payment_00000431,invoice_00000441,payattempt_00000486,2026-02-01 00:00:00,125.49,EUR,125.49,captured,2026-02-03
payment_00000432,invoice_00000442,payattempt_00000487,2026-03-01 00:00:00,125.49,EUR,125.49,captured,2026-03-03
payment_00000433,invoice_00000443,payattempt_00000488,2026-04-01 00:00:00,125.49,EUR,125.49,captured,2026-04-03
payment_00000434,invoice_00000444,payattempt_00000489,2026-05-01 00:00:00,125.49,EUR,125.49,captured,2026-05-03
payment_00000435,invoice_00000445,payattempt_00000490,2026-06-01 00:00:00,125.49,EUR,125.49,captured,2026-06-03
payment_00000436,invoice_00000446,payattempt_00000491,2026-04-30 00:00:00,344.76,GBP,402.6,captured,2026-05-02
payment_00000437,invoice_00000447,payattempt_00000494,2026-05-07 00:00:00,425.54,GBP,496.17,captured,2026-05-09
payment_00000438,invoice_00000448,payattempt_00000495,2026-06-01 00:00:00,434.95,GBP,496.17,captured,2026-06-03
payment_00000439,invoice_00000449,payattempt_00000496,2025-04-22 00:00:00,10208.45,CHF,10568.93,captured,2025-04-24
payment_00000440,invoice_00000450,payattempt_00000497,2026-04-01 00:00:00,8625.21,CHF,9055.94,captured,2026-04-03
payment_00000441,invoice_00000451,payattempt_00000498,2025-01-23 00:00:00,46.8,EUR,46.8,captured,2025-01-25
payment_00000442,invoice_00000452,payattempt_00000499,2025-02-01 00:00:00,46.8,EUR,46.8,captured,2025-02-03
payment_00000443,invoice_00000453,payattempt_00000501,2025-03-04 00:00:00,46.8,EUR,46.8,captured,2025-03-06
payment_00000444,invoice_00000454,payattempt_00000502,2025-04-01 00:00:00,50.54,EUR,50.54,captured,2025-04-03
payment_00000445,invoice_00000455,payattempt_00000503,2025-05-01 00:00:00,50.54,EUR,50.54,captured,2025-05-03
payment_00000446,invoice_00000456,payattempt_00000504,2025-06-01 00:00:00,50.54,EUR,50.54,captured,2025-06-03
payment_00000447,invoice_00000457,payattempt_00000505,2025-07-01 00:00:00,66.1,EUR,66.1,captured,2025-07-03
payment_00000448,invoice_00000458,payattempt_00000506,2025-08-01 00:00:00,66.1,EUR,66.1,captured,2025-08-03
payment_00000449,invoice_00000460,payattempt_00000511,2025-10-01 00:00:00,66.1,EUR,66.1,captured,2025-10-03
payment_00000450,invoice_00000461,payattempt_00000512,2025-11-01 00:00:00,66.1,EUR,66.1,captured,2025-11-03
payment_00000451,invoice_00000462,payattempt_00000513,2025-12-01 00:00:00,66.1,EUR,66.1,captured,2025-12-03
payment_00000452,invoice_00000463,payattempt_00000514,2026-01-01 00:00:00,66.1,EUR,66.1,captured,2026-01-03
payment_00000453,invoice_00000464,payattempt_00000515,2026-02-01 00:00:00,66.1,EUR,66.1,captured,2026-02-03
payment_00000454,invoice_00000465,payattempt_00000516,2026-03-01 00:00:00,66.1,EUR,66.1,captured,2026-03-03
payment_00000455,invoice_00000466,payattempt_00000517,2026-04-01 00:00:00,66.1,EUR,66.1,captured,2026-04-03
payment_00000456,invoice_00000467,payattempt_00000518,2026-05-01 00:00:00,66.1,EUR,66.1,captured,2026-05-03
payment_00000457,invoice_00000468,payattempt_00000519,2026-06-01 00:00:00,66.1,EUR,66.1,captured,2026-06-03
payment_00000458,invoice_00000469,payattempt_00000520,2026-06-27 00:00:00,285.16,GBP,325.29,captured,2026-06-29
payment_00000459,invoice_00000470,payattempt_00000521,2024-04-27 00:00:00,1616.3,SEK,147.5,captured,2024-04-29
payment_00000460,invoice_00000471,payattempt_00000522,2024-05-01 00:00:00,1642.86,SEK,147.5,captured,2024-05-03
payment_00000461,invoice_00000472,payattempt_00000523,2024-06-01 00:00:00,1650.66,SEK,147.5,captured,2024-06-03
payment_00000462,invoice_00000473,payattempt_00000524,2024-07-01 00:00:00,1665.39,SEK,147.5,captured,2024-07-03
payment_00000463,invoice_00000474,payattempt_00000525,2024-08-01 00:00:00,1690.2,SEK,147.5,captured,2024-08-03
payment_00000464,invoice_00000475,payattempt_00000526,2024-09-01 00:00:00,1730.1,SEK,147.5,captured,2024-09-03
payment_00000465,invoice_00000476,payattempt_00000527,2024-10-01 00:00:00,1764.29,SEK,147.5,captured,2024-10-03
