check_id,table_name,check_type,severity,passed,failure_count,details
product_events.event_name.type,product_events,type,error,True,0,Column event_name conforms to logical type string.
product_events.feature_area.type,product_events,type,error,True,0,Column feature_area conforms to logical type string.
product_events.platform.type,product_events,type,error,True,0,Column platform conforms to logical type string.
product_events.session_id.type,product_events,type,error,True,0,Column session_id conforms to logical type string.
product_events.workspace_id.type,product_events,type,error,True,0,Column workspace_id conforms to logical type string.
product_events.numeric_value.type,product_events,type,error,True,0,Column numeric_value conforms to logical type decimal.
product_events.pk_not_null,product_events,primary_key,error,True,0,Primary key ['product_event_id'] is not null.
product_events.pk_unique,product_events,primary_key,error,True,0,Primary key ['product_event_id'] is unique.
account_usage_daily.columns,account_usage_daily,schema,error,True,0,Missing columns: []; unexpected columns: []
account_usage_daily.account_id.type,account_usage_daily,type,error,True,0,Column account_id conforms to logical type string.
account_usage_daily.activity_date.type,account_usage_daily,type,error,True,0,Column activity_date conforms to logical type date.
account_usage_daily.active_users.type,account_usage_daily,type,error,True,0,Column active_users conforms to logical type integer.
account_usage_daily.active_mobile_users.type,account_usage_daily,type,error,True,0,Column active_mobile_users conforms to logical type integer.
account_usage_daily.sessions.type,account_usage_daily,type,error,True,0,Column sessions conforms to logical type integer.
account_usage_daily.work_orders_created.type,account_usage_daily,type,error,True,0,Column work_orders_created conforms to logical type integer.
account_usage_daily.work_orders_completed.type,account_usage_daily,type,error,True,0,Column work_orders_completed conforms to logical type integer.
account_usage_daily.automation_runs.type,account_usage_daily,type,error,True,0,Column automation_runs conforms to logical type integer.
account_usage_daily.api_calls.type,account_usage_daily,type,error,True,0,Column api_calls conforms to logical type integer.
account_usage_daily.documents_uploaded.type,account_usage_daily,type,error,True,0,Column documents_uploaded conforms to logical type integer.
account_usage_daily.feature_breadth.type,account_usage_daily,type,error,True,0,Column feature_breadth conforms to logical type integer.
account_usage_daily.pk_not_null,account_usage_daily,primary_key,error,True,0,"Primary key ['account_id', 'activity_date'] is not null."
account_usage_daily.pk_unique,account_usage_daily,primary_key,error,True,0,"Primary key ['account_id', 'activity_date'] is unique."
integrations.columns,integrations,schema,error,True,0,Missing columns: []; unexpected columns: []
integrations.integration_id.type,integrations,type,error,True,0,Column integration_id conforms to logical type string.
integrations.account_id.type,integrations,type,error,True,0,Column account_id conforms to logical type string.
integrations.integration_type.type,integrations,type,error,True,0,Column integration_type conforms to logical type string.
integrations.connected_at.type,integrations,type,error,True,0,Column connected_at conforms to logical type timestamp.
integrations.disconnected_at.type,integrations,type,error,True,0,Column disconnected_at conforms to logical type timestamp.
integrations.integration_status.type,integrations,type,error,True,0,Column integration_status conforms to logical type string.
integrations.monthly_sync_volume.type,integrations,type,error,True,0,Column monthly_sync_volume conforms to logical type integer.
integrations.pk_not_null,integrations,primary_key,error,True,0,Primary key ['integration_id'] is not null.
integrations.pk_unique,integrations,primary_key,error,True,0,Primary key ['integration_id'] is unique.
work_orders.columns,work_orders,schema,error,True,0,Missing columns: []; unexpected columns: []
work_orders.work_order_id.type,work_orders,type,error,True,0,Column work_order_id conforms to logical type string.
work_orders.account_id.type,work_orders,type,error,True,0,Column account_id conforms to logical type string.
work_orders.workspace_id.type,work_orders,type,error,True,0,Column workspace_id conforms to logical type string.
work_orders.created_at.type,work_orders,type,error,True,0,Column created_at conforms to logical type timestamp.
work_orders.scheduled_at.type,work_orders,type,error,True,0,Column scheduled_at conforms to logical type timestamp.
work_orders.completed_at.type,work_orders,type,error,True,0,Column completed_at conforms to logical type timestamp.
work_orders.status.type,work_orders,type,error,True,0,Column status conforms to logical type string.
work_orders.priority.type,work_orders,type,error,True,0,Column priority conforms to logical type string.
work_orders.service_category.type,work_orders,type,error,True,0,Column service_category conforms to logical type string.
work_orders.assigned_users.type,work_orders,type,error,True,0,Column assigned_users conforms to logical type integer.
work_orders.customer_signature_flag.type,work_orders,type,error,True,0,Column customer_signature_flag conforms to logical type boolean.
work_orders.completion_minutes.type,work_orders,type,error,True,0,Column completion_minutes conforms to logical type integer.
work_orders.pk_not_null,work_orders,primary_key,error,True,0,Primary key ['work_order_id'] is not null.
work_orders.pk_unique,work_orders,primary_key,error,True,0,Primary key ['work_order_id'] is unique.
onboarding_tasks.columns,onboarding_tasks,schema,error,True,0,Missing columns: []; unexpected columns: []
onboarding_tasks.onboarding_task_id.type,onboarding_tasks,type,error,True,0,Column onboarding_task_id conforms to logical type string.
onboarding_tasks.account_id.type,onboarding_tasks,type,error,True,0,Column account_id conforms to logical type string.
onboarding_tasks.task_name.type,onboarding_tasks,type,error,True,0,Column task_name conforms to logical type string.
onboarding_tasks.task_sequence.type,onboarding_tasks,type,error,True,0,Column task_sequence conforms to logical type integer.
onboarding_tasks.due_date.type,onboarding_tasks,type,error,True,0,Column due_date conforms to logical type date.
onboarding_tasks.completed_at.type,onboarding_tasks,type,error,True,0,Column completed_at conforms to logical type timestamp.
onboarding_tasks.task_status.type,onboarding_tasks,type,error,True,0,Column task_status conforms to logical type string.
onboarding_tasks.owner_type.type,onboarding_tasks,type,error,True,0,Column owner_type conforms to logical type string.
onboarding_tasks.pk_not_null,onboarding_tasks,primary_key,error,True,0,Primary key ['onboarding_task_id'] is not null.
onboarding_tasks.pk_unique,onboarding_tasks,primary_key,error,True,0,Primary key ['onboarding_task_id'] is unique.
customer_success_interactions.columns,customer_success_interactions,schema,error,True,0,Missing columns: []; unexpected columns: []
customer_success_interactions.cs_interaction_id.type,customer_success_interactions,type,error,True,0,Column cs_interaction_id conforms to logical type string.
customer_success_interactions.account_id.type,customer_success_interactions,type,error,True,0,Column account_id conforms to logical type string.
customer_success_interactions.interaction_at.type,customer_success_interactions,type,error,True,0,Column interaction_at conforms to logical type timestamp.
customer_success_interactions.interaction_type.type,customer_success_interactions,type,error,True,0,Column interaction_type conforms to logical type string.
customer_success_interactions.reason.type,customer_success_interactions,type,error,True,0,Column reason conforms to logical type string.
customer_success_interactions.outcome.type,customer_success_interactions,type,error,True,0,Column outcome conforms to logical type string.
customer_success_interactions.health_score_before.type,customer_success_interactions,type,error,True,0,Column health_score_before conforms to logical type decimal.
customer_success_interactions.health_score_after.type,customer_success_interactions,type,error,True,0,Column health_score_after conforms to logical type decimal.
customer_success_interactions.owner_team.type,customer_success_interactions,type,error,True,0,Column owner_team conforms to logical type string.
customer_success_interactions.pk_not_null,customer_success_interactions,primary_key,error,True,0,Primary key ['cs_interaction_id'] is not null.
customer_success_interactions.pk_unique,customer_success_interactions,primary_key,error,True,0,Primary key ['cs_interaction_id'] is unique.
support_tickets.columns,support_tickets,schema,error,True,0,Missing columns: []; unexpected columns: []
support_tickets.ticket_id.type,support_tickets,type,error,True,0,Column ticket_id conforms to logical type string.
support_tickets.account_id.type,support_tickets,type,error,True,0,Column account_id conforms to logical type string.
support_tickets.created_at.type,support_tickets,type,error,True,0,Column created_at conforms to logical type timestamp.
support_tickets.first_response_at.type,support_tickets,type,error,True,0,Column first_response_at conforms to logical type timestamp.
support_tickets.resolved_at.type,support_tickets,type,error,True,0,Column resolved_at conforms to logical type timestamp.
support_tickets.closed_at.type,support_tickets,type,error,True,0,Column closed_at conforms to logical type timestamp.
support_tickets.priority.type,support_tickets,type,error,True,0,Column priority conforms to logical type string.
support_tickets.category.type,support_tickets,type,error,True,0,Column category conforms to logical type string.
support_tickets.ticket_status.type,support_tickets,type,error,True,0,Column ticket_status conforms to logical type string.
support_tickets.channel.type,support_tickets,type,error,True,0,Column channel conforms to logical type string.
support_tickets.escalated_flag.type,support_tickets,type,error,True,0,Column escalated_flag conforms to logical type boolean.
support_tickets.reopened_count.type,support_tickets,type,error,True,0,Column reopened_count conforms to logical type integer.
support_tickets.csat_score.type,support_tickets,type,error,True,0,Column csat_score conforms to logical type integer.
support_tickets.pk_not_null,support_tickets,primary_key,error,True,0,Primary key ['ticket_id'] is not null.
support_tickets.pk_unique,support_tickets,primary_key,error,True,0,Primary key ['ticket_id'] is unique.
nps_responses.columns,nps_responses,schema,error,True,0,Missing columns: []; unexpected columns: []
nps_responses.nps_response_id.type,nps_responses,type,error,True,0,Column nps_response_id conforms to logical type string.
nps_responses.account_id.type,nps_responses,type,error,True,0,Column account_id conforms to logical type string.
nps_responses.response_date.type,nps_responses,type,error,True,0,Column response_date conforms to logical type date.
nps_responses.nps_score.type,nps_responses,type,error,True,0,Column nps_score conforms to logical type integer.
nps_responses.nps_group.type,nps_responses,type,error,True,0,Column nps_group conforms to logical type string.
nps_responses.response_channel.type,nps_responses,type,error,True,0,Column response_channel conforms to logical type string.
nps_responses.comment_theme.type,nps_responses,type,error,True,0,Column comment_theme conforms to logical type string.
nps_responses.pk_not_null,nps_responses,primary_key,error,True,0,Primary key ['nps_response_id'] is not null.
nps_responses.pk_unique,nps_responses,primary_key,error,True,0,Primary key ['nps_response_id'] is unique.
account_health_history.columns,account_health_history,schema,error,True,0,Missing columns: []; unexpected columns: []
account_health_history.account_id.type,account_health_history,type,error,True,0,Column account_id conforms to logical type string.
account_health_history.health_month.type,account_health_history,type,error,True,0,Column health_month conforms to logical type date.
account_health_history.health_score.type,account_health_history,type,error,True,0,Column health_score conforms to logical type decimal.
account_health_history.health_segment.type,account_health_history,type,error,True,0,Column health_segment conforms to logical type string.
account_health_history.usage_score.type,account_health_history,type,error,True,0,Column usage_score conforms to logical type decimal.
account_health_history.support_score.type,account_health_history,type,error,True,0,Column support_score conforms to logical type decimal.
account_health_history.payment_score.type,account_health_history,type,error,True,0,Column payment_score conforms to logical type decimal.
account_health_history.relationship_score.type,account_health_history,type,error,True,0,Column relationship_score conforms to logical type decimal.
account_health_history.renewal_risk_flag.type,account_health_history,type,error,True,0,Column renewal_risk_flag conforms to logical type boolean.
account_health_history.pk_not_null,account_health_history,primary_key,error,True,0,"Primary key ['account_id', 'health_month'] is not null."
account_health_history.pk_unique,account_health_history,primary_key,error,True,0,"Primary key ['account_id', 'health_month'] is unique."
experiments.columns,experiments,schema,error,True,0,Missing columns: []; unexpected columns: []
experiments.experiment_id.type,experiments,type,error,True,0,Column experiment_id conforms to logical type string.
experiments.experiment_name.type,experiments,type,error,True,0,Column experiment_name conforms to logical type string.
experiments.start_date.type,experiments,type,error,True,0,Column start_date conforms to logical type date.
experiments.end_date.type,experiments,type,error,True,0,Column end_date conforms to logical type date.
experiments.unit_of_randomisation.type,experiments,type,error,True,0,Column unit_of_randomisation conforms to logical type string.
experiments.primary_metric.type,experiments,type,error,True,0,Column primary_metric conforms to logical type string.
experiments.guardrail_metric.type,experiments,type,error,True,0,Column guardrail_metric conforms to logical type string.
experiments.minimum_detectable_effect.type,experiments,type,error,True,0,Column minimum_detectable_effect conforms to logical type decimal.
experiments.status.type,experiments,type,error,True,0,Column status conforms to logical type string.
experiments.pk_not_null,experiments,primary_key,error,True,0,Primary key ['experiment_id'] is not null.
experiments.pk_unique,experiments,primary_key,error,True,0,Primary key ['experiment_id'] is unique.
experiment_assignments.columns,experiment_assignments,schema,error,True,0,Missing columns: []; unexpected columns: []
experiment_assignments.assignment_id.type,experiment_assignments,type,error,True,0,Column assignment_id conforms to logical type string.
experiment_assignments.experiment_id.type,experiment_assignments,type,error,True,0,Column experiment_id conforms to logical type string.
experiment_assignments.account_id.type,experiment_assignments,type,error,True,0,Column account_id conforms to logical type string.
experiment_assignments.variant.type,experiment_assignments,type,error,True,0,Column variant conforms to logical type string.
experiment_assignments.assigned_at.type,experiment_assignments,type,error,True,0,Column assigned_at conforms to logical type timestamp.
experiment_assignments.eligible_flag.type,experiment_assignments,type,error,True,0,Column eligible_flag conforms to logical type boolean.
experiment_assignments.stratum.type,experiment_assignments,type,error,True,0,Column stratum conforms to logical type string.
experiment_assignments.pk_not_null,experiment_assignments,primary_key,error,True,0,Primary key ['assignment_id'] is not null.
experiment_assignments.pk_unique,experiment_assignments,primary_key,error,True,0,Primary key ['assignment_id'] is unique.
experiment_exposures.columns,experiment_exposures,schema,error,True,0,Missing columns: []; unexpected columns: []
experiment_exposures.exposure_id.type,experiment_exposures,type,error,True,0,Column exposure_id conforms to logical type string.
experiment_exposures.assignment_id.type,experiment_exposures,type,error,True,0,Column assignment_id conforms to logical type string.
experiment_exposures.exposed_at.type,experiment_exposures,type,error,True,0,Column exposed_at conforms to logical type timestamp.
experiment_exposures.exposure_surface.type,experiment_exposures,type,error,True,0,Column exposure_surface conforms to logical type string.
experiment_exposures.exposure_count.type,experiment_exposures,type,error,True,0,Column exposure_count conforms to logical type integer.
experiment_exposures.pk_not_null,experiment_exposures,primary_key,error,True,0,Primary key ['exposure_id'] is not null.
experiment_exposures.pk_unique,experiment_exposures,primary_key,error,True,0,Primary key ['exposure_id'] is unique.
experiment_outcomes.columns,experiment_outcomes,schema,error,True,0,Missing columns: []; unexpected columns: []
experiment_outcomes.outcome_id.type,experiment_outcomes,type,error,True,0,Column outcome_id conforms to logical type string.
experiment_outcomes.assignment_id.type,experiment_outcomes,type,error,True,0,Column assignment_id conforms to logical type string.
experiment_outcomes.observation_end.type,experiment_outcomes,type,error,True,0,Column observation_end conforms to logical type date.
experiment_outcomes.primary_outcome.type,experiment_outcomes,type,error,True,0,Column primary_outcome conforms to logical type decimal.
experiment_outcomes.guardrail_outcome.type,experiment_outcomes,type,error,True,0,Column guardrail_outcome conforms to logical type decimal.
experiment_outcomes.revenue_outcome_eur.type,experiment_outcomes,type,error,True,0,Column revenue_outcome_eur conforms to logical type decimal.
experiment_outcomes.pk_not_null,experiment_outcomes,primary_key,error,True,0,Primary key ['outcome_id'] is not null.
experiment_outcomes.pk_unique,experiment_outcomes,primary_key,error,True,0,Primary key ['outcome_id'] is unique.
countries.fk_1,countries,foreign_key,error,True,0,Foreign key ['region_id'] references regions(['region_id']).
fx_rates.fk_1,fx_rates,foreign_key,error,True,0,Foreign key ['currency_code'] references currencies(['currency_code']).
plan_prices.fk_1,plan_prices,foreign_key,error,True,0,Foreign key ['plan_id'] references plans(['plan_id']).
plan_prices.fk_2,plan_prices,foreign_key,error,True,0,Foreign key ['currency_code'] references currencies(['currency_code']).
accounts.fk_1,accounts,foreign_key,error,True,0,Foreign key ['country_code'] references countries(['country_code']).
leads.fk_1,leads,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
opportunities.fk_1,opportunities,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
opportunity_stage_history.fk_1,opportunity_stage_history,foreign_key,error,True,0,Foreign key ['opportunity_id'] references opportunities(['opportunity_id']).
workspaces.fk_1,workspaces,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
users.fk_1,users,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
users.fk_2,users,foreign_key,error,True,0,Foreign key ['workspace_id'] references workspaces(['workspace_id']).
contracts.fk_1,contracts,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
subscriptions.fk_1,subscriptions,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
subscriptions.fk_2,subscriptions,foreign_key,error,True,0,Foreign key ['contract_id'] references contracts(['contract_id']).
subscriptions.fk_3,subscriptions,foreign_key,error,True,0,Foreign key ['plan_id'] references plans(['plan_id']).
subscription_items.fk_1,subscription_items,foreign_key,error,True,0,Foreign key ['subscription_id'] references subscriptions(['subscription_id']).
subscription_events.fk_1,subscription_events,foreign_key,error,True,0,Foreign key ['subscription_id'] references subscriptions(['subscription_id']).
renewals.fk_1,renewals,foreign_key,error,True,0,Foreign key ['subscription_id'] references subscriptions(['subscription_id']).
invoices.fk_1,invoices,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
invoices.fk_2,invoices,foreign_key,error,True,0,Foreign key ['subscription_id'] references subscriptions(['subscription_id']).
invoice_lines.fk_1,invoice_lines,foreign_key,error,True,0,Foreign key ['invoice_id'] references invoices(['invoice_id']).
payment_methods.fk_1,payment_methods,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
payment_attempts.fk_1,payment_attempts,foreign_key,error,True,0,Foreign key ['invoice_id'] references invoices(['invoice_id']).
payment_attempts.fk_2,payment_attempts,foreign_key,error,True,0,Foreign key ['payment_method_id'] references payment_methods(['payment_method_id']).
payments.fk_1,payments,foreign_key,error,True,0,Foreign key ['invoice_id'] references invoices(['invoice_id']).
payments.fk_2,payments,foreign_key,error,True,0,Foreign key ['payment_attempt_id'] references payment_attempts(['payment_attempt_id']).
credit_notes.fk_1,credit_notes,foreign_key,error,True,0,Foreign key ['invoice_id'] references invoices(['invoice_id']).
refunds.fk_1,refunds,foreign_key,error,True,0,Foreign key ['payment_id'] references payments(['payment_id']).
dunning_events.fk_1,dunning_events,foreign_key,error,True,0,Foreign key ['invoice_id'] references invoices(['invoice_id']).
product_events.fk_1,product_events,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
product_events.fk_2,product_events,foreign_key,error,True,0,Foreign key ['user_id'] references users(['user_id']).
account_usage_daily.fk_1,account_usage_daily,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
integrations.fk_1,integrations,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
work_orders.fk_1,work_orders,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
onboarding_tasks.fk_1,onboarding_tasks,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
customer_success_interactions.fk_1,customer_success_interactions,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
support_tickets.fk_1,support_tickets,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
nps_responses.fk_1,nps_responses,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
account_health_history.fk_1,account_health_history,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
experiment_assignments.fk_1,experiment_assignments,foreign_key,error,True,0,Foreign key ['experiment_id'] references experiments(['experiment_id']).
experiment_assignments.fk_2,experiment_assignments,foreign_key,error,True,0,Foreign key ['account_id'] references accounts(['account_id']).
experiment_exposures.fk_1,experiment_exposures,foreign_key,error,True,0,Foreign key ['assignment_id'] references experiment_assignments(['assignment_id']).
experiment_outcomes.fk_1,experiment_outcomes,foreign_key,error,True,0,Foreign key ['assignment_id'] references experiment_assignments(['assignment_id']).
subscriptions.date_order,subscriptions,business_rule,error,True,0,Trial start cannot be after paid subscription start.
subscriptions.end_after_start,subscriptions,business_rule,error,True,0,Subscription end cannot precede subscription start.
subscription_items.valid_interval,subscription_items,business_rule,error,True,0,Subscription item effective end must not precede effective start.
subscription_items.non_negative_mrr,subscription_items,business_rule,error,True,0,Recurring item MRR cannot be negative.
invoices.arithmetic,invoices,business_rule,error,True,0,Invoice subtotal plus tax must reconcile to total.
invoice_lines.non_negative,invoice_lines,business_rule,error,True,0,Invoice line totals cannot be negative.
payment_attempts.positive_amount,payment_attempts,business_rule,error,True,0,Payment attempt amount must be positive.
payments.positive_amount,payments,business_rule,error,True,0,Captured payment amount must be positive.
usage.non_negative,account_usage_daily,business_rule,error,True,0,Usage counts cannot be negative.
work_orders.completed_chronology,work_orders,business_rule,error,True,0,Completed work orders cannot complete before creation.
support.resolution_chronology,support_tickets,business_rule,error,True,0,Support tickets cannot resolve before creation.
health.score_range,account_health_history,business_rule,error,True,0,Account health score must be between 0 and 100.
nps.score_range,nps_responses,business_rule,error,True,0,NPS score must be between 0 and 10.
invoices.lines_reconcile,invoices,reconciliation,error,True,0,Invoice subtotal reconciles to invoice lines.
payments.successful_attempt,payments,reconciliation,error,True,0,Every captured payment references a successful payment attempt.
