activity_month,country_code,region_id,segment,active_accounts,active_users,sessions,work_orders_created,work_order_completion_rate,automation_adoption_rate,api_adoption_rate,average_feature_breadth
2025-07-01,ES,southern_europe,small,2,18,94,73,0.8781954887218044,1.0,0.5,9.0
2025-07-01,FR,western_europe,micro,2,6,29,16,0.8166666666666667,1.0,0.0,7.5
2025-07-01,FR,western_europe,small,1,6,29,15,0.8,1.0,0.0,9.0
2025-07-01,GB,western_europe,enterprise,2,49,265,398,0.926853606163951,1.0,1.0,10.0
2025-07-01,GB,western_europe,micro,1,2,13,2,1.0,0.0,0.0,7.0
2025-07-01,GB,western_europe,small,1,7,45,20,0.75,1.0,0.0,7.0
2025-07-01,IE,western_europe,micro,1,1,11,3,1.0,1.0,0.0,8.0
2025-07-01,IE,western_europe,mid_market,1,28,142,167,0.9041916167664671,1.0,1.0,10.0
2025-07-01,IT,southern_europe,medium,1,27,147,141,0.8297872340425532,1.0,1.0,10.0
2025-07-01,NL,benelux,medium,1,30,163,124,0.9193548387096774,1.0,1.0,10.0
2025-07-01,NL,benelux,micro,1,1,12,7,0.8571428571428571,1.0,0.0,9.0
2025-07-01,NL,benelux,small,1,7,42,21,0.9047619047619048,1.0,1.0,10.0
2025-07-01,NO,nordics,medium,1,32,174,155,0.8193548387096774,1.0,1.0,10.0
2025-07-01,NO,nordics,micro,1,2,15,7,0.8571428571428571,1.0,1.0,8.0
2025-07-01,NO,nordics,small,2,14,80,38,0.9615384615384616,1.0,1.0,10.0
2025-07-01,PL,central_europe,medium,1,30,187,118,0.8559322033898306,1.0,1.0,10.0
2025-07-01,SE,nordics,micro,1,2,12,2,1.0,0.0,0.0,6.0
2025-07-01,SE,nordics,mid_market,1,33,197,223,0.874439461883408,1.0,1.0,10.0
2025-07-01,SE,nordics,small,3,16,91,52,0.9393162393162392,1.0,0.6666666666666666,9.0
2025-08-01,AT,dach,medium,3,76,446,342,0.8938563293048762,1.0,0.6666666666666666,9.333333333333334
2025-08-01,AT,dach,micro,1,2,10,4,0.75,1.0,0.0,7.0
2025-08-01,AT,dach,small,1,5,37,16,0.8125,1.0,1.0,8.0
2025-08-01,BE,benelux,medium,1,29,155,134,0.8880597014925373,1.0,0.0,9.0
2025-08-01,BE,benelux,micro,1,3,11,5,1.0,1.0,0.0,10.0
2025-08-01,BE,benelux,mid_market,1,27,144,153,0.9281045751633987,1.0,1.0,10.0
2025-08-01,CH,dach,medium,1,23,90,81,0.8765432098765432,1.0,1.0,10.0
2025-08-01,CH,dach,small,1,8,52,26,0.8076923076923077,1.0,0.0,8.0
2025-08-01,CZ,central_europe,medium,1,31,138,127,0.8818897637795275,1.0,1.0,10.0
2025-08-01,DE,dach,medium,3,84,470,375,0.8749838406715238,1.0,1.0,10.0
2025-08-01,DE,dach,micro,3,5,33,12,1.0,1.0,0.0,7.333333333333333
2025-08-01,DE,dach,small,5,34,168,115,0.8330114330114331,0.8,0.2,7.8
2025-08-01,DK,nordics,small,1,5,19,12,0.9166666666666666,1.0,1.0,8.0
2025-08-01,ES,southern_europe,micro,1,3,9,2,1.0,1.0,0.0,7.0
2025-08-01,ES,southern_europe,small,2,19,97,71,0.8479674796747967,1.0,0.5,9.0
2025-08-01,FR,western_europe,micro,2,4,28,8,1.0,0.0,0.0,8.0
2025-08-01,FR,western_europe,small,1,8,46,30,0.8666666666666667,1.0,0.0,9.0
2025-08-01,GB,western_europe,enterprise,2,47,255,364,0.9340941339854483,1.0,1.0,10.0
2025-08-01,GB,western_europe,micro,1,3,14,8,1.0,1.0,0.0,8.0
2025-08-01,GB,western_europe,small,2,10,54,45,0.8513824884792627,1.0,0.0,8.5
2025-08-01,IE,western_europe,micro,1,1,5,5,1.0,0.0,0.0,8.0
2025-08-01,IE,western_europe,mid_market,1,24,114,154,0.8961038961038961,1.0,1.0,10.0
2025-08-01,IT,southern_europe,medium,2,55,261,236,0.8394234234234235,1.0,1.0,9.5
2025-08-01,NL,benelux,medium,1,29,138,127,0.9212598425196851,1.0,1.0,10.0
2025-08-01,NL,benelux,micro,2,3,14,5,0.8333333333333333,0.5,0.0,7.5
2025-08-01,NL,benelux,small,1,8,52,29,0.8275862068965517,1.0,1.0,10.0
2025-08-01,NO,nordics,medium,1,32,156,143,0.8531468531468531,1.0,1.0,10.0
2025-08-01,NO,nordics,micro,1,1,6,5,0.8,1.0,1.0,8.0
2025-08-01,NO,nordics,small,2,13,80,42,0.925,1.0,1.0,9.0
2025-08-01,PL,central_europe,medium,1,29,161,136,0.8602941176470589,1.0,1.0,10.0
2025-08-01,SE,nordics,micro,1,2,18,8,0.875,0.0,0.0,7.0
2025-08-01,SE,nordics,mid_market,1,30,164,191,0.9162303664921466,1.0,1.0,10.0
2025-08-01,SE,nordics,small,3,14,76,59,0.8352272727272728,1.0,0.6666666666666666,8.666666666666666
2025-09-01,AT,dach,medium,3,71,275,264,0.873870831574504,1.0,0.6666666666666666,10.0
2025-09-01,AT,dach,micro,1,2,10,6,1.0,1.0,0.0,8.0
2025-09-01,AT,dach,small,1,5,27,18,0.9444444444444444,1.0,1.0,10.0
2025-09-01,BE,benelux,medium,1,31,132,123,0.8617886178861789,1.0,0.0,10.0
2025-09-01,BE,benelux,micro,1,1,10,4,1.0,1.0,0.0,8.0
2025-09-01,BE,benelux,mid_market,1,29,180,166,0.891566265060241,1.0,1.0,10.0
2025-09-01,CH,dach,medium,1,22,98,108,0.8796296296296297,1.0,1.0,10.0
2025-09-01,CH,dach,small,1,7,46,24,0.875,0.0,0.0,9.0
2025-09-01,CZ,central_europe,medium,1,25,153,113,0.8584070796460177,1.0,1.0,10.0
2025-09-01,DE,dach,medium,3,85,369,396,0.9112456518451301,1.0,1.0,10.0
2025-09-01,DE,dach,micro,3,5,29,7,1.0,0.3333333333333333,0.0,7.333333333333333
2025-09-01,DE,dach,small,5,36,230,123,0.889818564208808,1.0,0.2,8.6
2025-09-01,DK,nordics,small,1,6,24,23,0.8260869565217391,1.0,1.0,9.0
2025-09-01,ES,southern_europe,micro,1,3,10,4,0.75,0.0,0.0,8.0
2025-09-01,ES,southern_europe,small,2,19,105,51,0.8425925925925926,1.0,0.5,8.5
2025-09-01,FR,western_europe,enterprise,1,31,194,216,0.9027777777777778,1.0,1.0,10.0
2025-09-01,FR,western_europe,micro,2,5,25,12,0.875,1.0,0.0,7.5
2025-09-01,FR,western_europe,small,1,8,34,27,0.8148148148148148,1.0,0.0,9.0
2025-09-01,GB,western_europe,enterprise,2,57,277,432,0.89996114996115,1.0,1.0,10.0
2025-09-01,GB,western_europe,micro,1,3,11,6,1.0,0.0,0.0,8.0
2025-09-01,GB,western_europe,small,2,12,69,41,0.8175,1.0,0.0,8.0
2025-09-01,IE,western_europe,micro,1,1,6,3,1.0,0.0,0.0,9.0
2025-09-01,IE,western_europe,mid_market,1,29,186,212,0.9292452830188679,1.0,1.0,10.0
2025-09-01,IT,southern_europe,medium,2,61,301,299,0.8665982672138622,1.0,1.0,9.5
2025-09-01,NL,benelux,medium,1,31,151,164,0.8841463414634146,1.0,1.0,10.0
2025-09-01,NL,benelux,micro,2,3,16,5,1.0,0.5,0.0,7.5
2025-09-01,NL,benelux,small,1,7,56,25,0.84,1.0,1.0,10.0
2025-09-01,NO,nordics,medium,1,28,149,134,0.8582089552238806,1.0,1.0,10.0
2025-09-01,NO,nordics,micro,1,1,14,6,1.0,1.0,1.0,8.0
2025-09-01,NO,nordics,small,2,14,92,42,0.8196286472148542,1.0,1.0,9.0
2025-09-01,PL,central_europe,medium,1,31,130,155,0.8838709677419355,1.0,1.0,10.0
2025-09-01,SE,nordics,micro,1,2,12,7,0.8571428571428571,1.0,0.0,7.0
2025-09-01,SE,nordics,mid_market,1,30,151,194,0.9123711340206185,1.0,1.0,10.0
2025-09-01,SE,nordics,small,3,17,111,74,0.9126984126984127,1.0,0.6666666666666666,9.333333333333334
2025-10-01,AT,dach,medium,3,53,317,266,0.8550120131409051,1.0,0.6666666666666666,9.333333333333334
2025-10-01,AT,dach,micro,1,2,12,7,0.8571428571428571,1.0,0.0,8.0
2025-10-01,AT,dach,small,1,4,26,11,0.8181818181818182,1.0,1.0,9.0
2025-10-01,BE,benelux,medium,1,32,177,121,0.8677685950413223,1.0,0.0,9.0
2025-10-01,BE,benelux,micro,1,3,32,9,0.7777777777777778,1.0,0.0,8.0
2025-10-01,BE,benelux,mid_market,1,30,175,196,0.9030612244897959,1.0,1.0,10.0
2025-10-01,CH,dach,medium,1,26,189,124,0.8951612903225806,1.0,1.0,10.0
2025-10-01,CH,dach,small,1,10,67,37,0.8918918918918919,1.0,0.0,10.0
2025-10-01,CZ,central_europe,medium,1,31,126,118,0.8559322033898306,1.0,1.0,10.0
2025-10-01,DE,dach,medium,3,92,527,452,0.9016615599171937,1.0,1.0,9.666666666666666
2025-10-01,DE,dach,micro,3,4,28,14,0.9523809523809524,0.6666666666666666,0.0,7.666666666666667
2025-10-01,DE,dach,small,5,34,203,101,0.8840181370353785,0.8,0.2,9.2
2025-10-01,DK,nordics,small,1,4,28,10,1.0,1.0,1.0,10.0
2025-10-01,ES,southern_europe,micro,2,3,18,15,0.9545454545454546,1.0,0.0,7.5
2025-10-01,ES,southern_europe,small,2,21,97,76,0.8309659090909092,1.0,0.5,8.5
2025-10-01,FR,western_europe,enterprise,1,28,174,196,0.8979591836734694,1.0,1.0,10.0
2025-10-01,FR,western_europe,micro,2,7,30,11,1.0,1.0,0.0,8.0
2025-10-01,FR,western_europe,small,1,8,45,27,0.8148148148148148,1.0,0.0,8.0
2025-10-01,GB,western_europe,enterprise,2,61,297,442,0.905692883895131,1.0,1.0,10.0
2025-10-01,GB,western_europe,micro,1,3,16,10,0.9,1.0,0.0,8.0
2025-10-01,GB,western_europe,small,2,9,53,32,0.868421052631579,1.0,0.0,8.5
2025-10-01,IE,western_europe,micro,1,1,8,1,1.0,0.0,0.0,7.0
2025-10-01,IE,western_europe,mid_market,1,26,122,151,0.9337748344370861,1.0,1.0,10.0
2025-10-01,IT,southern_europe,enterprise,1,33,172,246,0.8902439024390244,1.0,1.0,10.0
2025-10-01,IT,southern_europe,medium,2,52,251,198,0.9006410256410255,1.0,1.0,9.0
2025-10-01,NL,benelux,medium,1,21,95,109,0.9357798165137615,1.0,1.0,10.0
2025-10-01,NL,benelux,micro,3,4,23,7,1.0,0.0,0.3333333333333333,7.0
2025-10-01,NL,benelux,small,2,17,112,67,0.7898936170212766,1.0,0.5,9.0
2025-10-01,NO,nordics,medium,1,33,148,132,0.8333333333333334,1.0,1.0,10.0
2025-10-01,NO,nordics,micro,1,2,15,4,0.75,1.0,1.0,8.0
2025-10-01,NO,nordics,small,2,16,88,46,0.8624708624708625,1.0,1.0,10.0
2025-10-01,PL,central_europe,medium,1,27,131,122,0.9262295081967213,1.0,1.0,10.0
2025-10-01,SE,nordics,medium,1,32,200,168,0.9166666666666666,1.0,1.0,10.0
2025-10-01,SE,nordics,micro,1,3,13,6,1.0,1.0,0.0,8.0
2025-10-01,SE,nordics,mid_market,1,28,156,169,0.9112426035502958,1.0,1.0,10.0
2025-10-01,SE,nordics,small,3,18,90,52,0.8825757575757577,1.0,0.6666666666666666,9.333333333333334
2025-11-01,AT,dach,medium,3,76,342,289,0.905276268115942,1.0,0.6666666666666666,9.0
2025-11-01,AT,dach,micro,1,1,9,3,1.0,1.0,0.0,8.0
2025-11-01,AT,dach,small,1,5,21,21,0.9523809523809523,1.0,1.0,10.0
2025-11-01,BE,benelux,medium,1,33,229,136,0.8455882352941176,1.0,0.0,10.0
2025-11-01,BE,benelux,micro,1,2,8,9,0.7777777777777778,1.0,0.0,9.0
2025-11-01,BE,benelux,mid_market,1,27,107,143,0.8881118881118881,1.0,1.0,10.0
2025-11-01,CH,dach,medium,1,31,186,138,0.9202898550724637,1.0,1.0,10.0
2025-11-01,CH,dach,small,1,9,41,31,0.8064516129032258,1.0,0.0,7.0
2025-11-01,CZ,central_europe,medium,1,28,114,138,0.8985507246376812,1.0,1.0,10.0
2025-11-01,DE,dach,medium,3,95,467,410,0.8695241042569286,1.0,1.0,10.0
2025-11-01,DE,dach,micro,3,5,28,8,1.0,0.0,0.0,7.666666666666667
2025-11-01,DE,dach,small,5,32,157,85,0.8093360853113175,1.0,0.2,8.0
2025-11-01,DK,nordics,small,1,4,27,15,0.8,1.0,1.0,8.0
2025-11-01,ES,southern_europe,micro,2,4,21,4,1.0,0.5,0.0,8.0
2025-11-01,ES,southern_europe,small,2,17,87,71,0.8738095238095238,1.0,0.5,9.0
2025-11-01,FR,western_europe,enterprise,1,28,170,248,0.9153225806451613,1.0,1.0,10.0
2025-11-01,FR,western_europe,micro,3,7,34,19,0.8783068783068783,1.0,0.0,8.0
2025-11-01,FR,western_europe,small,2,9,45,35,0.825,1.0,0.5,9.5
2025-11-01,GB,western_europe,enterprise,2,66,382,502,0.9055979643765903,1.0,1.0,10.0
2025-11-01,GB,western_europe,micro,1,2,10,3,1.0,0.0,0.0,8.0
2025-11-01,GB,western_europe,small,2,12,74,40,0.803030303030303,1.0,0.0,7.5
2025-11-01,IE,western_europe,micro,1,1,5,3,1.0,0.0,0.0,9.0
2025-11-01,IE,western_europe,mid_market,1,18,129,118,0.940677966101695,1.0,1.0,10.0
2025-11-01,IT,southern_europe,enterprise,1,28,116,151,0.8940397350993378,1.0,1.0,10.0
2025-11-01,IT,southern_europe,medium,2,54,268,252,0.8692735288479969,1.0,1.0,9.5
2025-11-01,NL,benelux,medium,1,29,192,154,0.8831168831168831,1.0,1.0,10.0
2025-11-01,NL,benelux,micro,3,4,26,13,0.8412698412698413,0.6666666666666666,0.3333333333333333,7.666666666666667
2025-11-01,NL,benelux,small,2,17,79,57,0.8706293706293706,1.0,0.5,8.5
2025-11-01,NO,nordics,medium,1,28,144,111,0.8468468468468469,1.0,1.0,10.0
2025-11-01,NO,nordics,micro,1,2,14,4,1.0,1.0,1.0,8.0
2025-11-01,NO,nordics,small,2,15,102,50,0.8831168831168831,1.0,1.0,10.0
2025-11-01,PL,central_europe,medium,1,26,154,143,0.8951048951048951,1.0,1.0,9.0
2025-11-01,SE,nordics,medium,1,27,192,119,0.8571428571428571,1.0,1.0,10.0
2025-11-01,SE,nordics,micro,1,3,14,3,1.0,0.0,0.0,8.0
2025-11-01,SE,nordics,mid_market,1,32,205,182,0.9120879120879121,1.0,1.0,10.0
2025-11-01,SE,nordics,small,3,17,95,50,0.8707912457912458,1.0,0.6666666666666666,9.333333333333334
2025-12-01,AT,dach,medium,3,78,481,433,0.8886786053452719,1.0,0.6666666666666666,9.666666666666666
2025-12-01,AT,dach,micro,1,2,9,6,0.8333333333333334,1.0,0.0,8.0
2025-12-01,AT,dach,small,1,6,30,18,0.8888888888888888,1.0,1.0,10.0
2025-12-01,BE,benelux,medium,1,33,173,130,0.9153846153846154,1.0,0.0,10.0
2025-12-01,BE,benelux,micro,1,1,7,4,1.0,1.0,0.0,8.0
2025-12-01,BE,benelux,mid_market,1,31,180,173,0.8959537572254336,1.0,1.0,10.0
2025-12-01,CH,dach,medium,1,28,143,116,0.8879310344827587,1.0,1.0,10.0
2025-12-01,CH,dach,small,1,8,48,27,0.8518518518518519,1.0,0.0,9.0
2025-12-01,CZ,central_europe,medium,1,26,164,128,0.921875,1.0,1.0,10.0
2025-12-01,DE,dach,medium,3,83,413,332,0.8700319720948418,1.0,1.0,10.0
2025-12-01,DE,dach,micro,3,5,35,8,0.8333333333333333,0.0,0.0,8.333333333333334
2025-12-01,DE,dach,small,5,33,228,114,0.8413919413919414,1.0,0.2,8.2
2025-12-01,DK,nordics,small,1,4,30,21,0.8095238095238095,1.0,1.0,10.0
2025-12-01,ES,southern_europe,micro,2,3,19,5,1.0,0.5,0.0,7.5
2025-12-01,ES,southern_europe,small,2,19,109,77,0.8689189189189189,1.0,0.5,9.5
2025-12-01,FR,western_europe,enterprise,1,33,141,184,0.9130434782608695,1.0,1.0,10.0
2025-12-01,FR,western_europe,micro,3,7,47,18,0.85,0.3333333333333333,0.0,7.666666666666667
2025-12-01,FR,western_europe,small,2,14,69,49,0.7947368421052632,1.0,0.5,9.5
2025-12-01,GB,western_europe,enterprise,2,65,255,431,0.9108683400528894,1.0,1.0,10.0
2025-12-01,GB,western_europe,micro,1,3,23,6,0.8333333333333334,0.0,0.0,9.0
2025-12-01,GB,western_europe,small,2,11,69,35,0.8583333333333334,1.0,0.0,8.0
2025-12-01,IE,western_europe,micro,2,3,17,9,1.0,1.0,0.5,7.5
2025-12-01,IE,western_europe,mid_market,1,32,172,159,0.9433962264150944,1.0,1.0,10.0
2025-12-01,IT,southern_europe,enterprise,1,28,143,231,0.8917748917748918,1.0,1.0,10.0
2025-12-01,IT,southern_europe,medium,2,49,313,258,0.8782411937377691,1.0,1.0,10.0
2025-12-01,IT,southern_europe,micro,1,1,6,8,0.875,1.0,1.0,8.0
2025-12-01,NL,benelux,medium,1,20,139,100,0.87,1.0,1.0,10.0
2025-12-01,NL,benelux,micro,3,3,18,15,0.8333333333333334,0.3333333333333333,0.3333333333333333,8.0
2025-12-01,NL,benelux,small,2,17,102,59,0.9009661835748792,1.0,0.5,9.0
2025-12-01,NO,nordics,medium,1,32,223,158,0.8417721518987342,1.0,1.0,10.0
2025-12-01,NO,nordics,micro,1,2,10,3,1.0,0.0,1.0,6.0
2025-12-01,NO,nordics,small,2,13,60,47,0.8708333333333333,1.0,1.0,10.0
2025-12-01,PL,central_europe,medium,1,26,130,100,0.9,1.0,1.0,10.0
2025-12-01,SE,nordics,medium,1,25,138,123,0.8943089430894309,1.0,1.0,10.0
2025-12-01,SE,nordics,micro,1,2,8,5,0.8,1.0,0.0,8.0
2025-12-01,SE,nordics,mid_market,1,33,120,162,0.9074074074074074,1.0,1.0,10.0
2025-12-01,SE,nordics,small,3,17,86,61,0.8677035330261136,1.0,0.6666666666666666,9.0
2026-01-01,AT,dach,medium,3,78,416,364,0.8888110820492049,1.0,0.6666666666666666,9.333333333333334
2026-01-01,AT,dach,micro,1,2,13,6,1.0,1.0,0.0,8.0
2026-01-01,AT,dach,small,1,4,18,19,0.7894736842105263,1.0,1.0,9.0
2026-01-01,BE,benelux,medium,1,33,141,140,0.8857142857142857,1.0,0.0,9.0
2026-01-01,BE,benelux,micro,1,2,13,1,1.0,0.0,0.0,7.0
2026-01-01,BE,benelux,mid_market,1,22,125,167,0.9041916167664671,1.0,1.0,10.0
2026-01-01,CH,dach,medium,1,33,208,159,0.9119496855345912,1.0,1.0,10.0
2026-01-01,CH,dach,small,1,10,59,38,0.868421052631579,1.0,0.0,8.0
2026-01-01,CZ,central_europe,medium,1,26,206,140,0.8642857142857143,1.0,1.0,10.0
2026-01-01,DE,dach,medium,3,79,448,400,0.903266464670852,1.0,1.0,9.666666666666666
2026-01-01,DE,dach,micro,3,6,32,10,0.8888888888888888,0.0,0.0,8.666666666666666
2026-01-01,DE,dach,small,5,30,170,125,0.8206353106353106,1.0,0.2,8.2
2026-01-01,DK,nordics,small,1,2,12,4,0.75,0.0,1.0,9.0
2026-01-01,ES,southern_europe,micro,2,4,28,11,0.9166666666666667,0.5,0.0,7.0
2026-01-01,ES,southern_europe,small,2,16,98,69,0.8685344827586207,1.0,0.5,9.0
2026-01-01,FR,western_europe,enterprise,1,31,179,250,0.912,1.0,1.0,10.0
2026-01-01,FR,western_europe,micro,3,7,43,20,0.9393939393939394,0.6666666666666666,0.0,7.666666666666667
2026-01-01,FR,western_europe,small,2,13,74,46,0.8901515151515151,1.0,0.5,9.5
2026-01-01,GB,western_europe,enterprise,2,58,305,330,0.8954887218045113,1.0,1.0,10.0
2026-01-01,GB,western_europe,micro,1,2,7,7,1.0,0.0,0.0,8.0
2026-01-01,GB,western_europe,small,2,9,40,29,0.797979797979798,0.0,0.0,9.0
2026-01-01,IE,western_europe,micro,2,3,16,6,0.9,1.0,0.5,7.0
2026-01-01,IE,western_europe,mid_market,1,24,147,127,0.8818897637795275,1.0,1.0,10.0
2026-01-01,IT,southern_europe,enterprise,1,32,156,229,0.9213973799126638,1.0,1.0,10.0
2026-01-01,IT,southern_europe,medium,2,44,230,225,0.860944527736132,1.0,1.0,9.5
2026-01-01,IT,southern_europe,micro,1,1,6,3,1.0,0.0,1.0,9.0
2026-01-01,NL,benelux,medium,1,30,166,133,0.9022556390977443,1.0,1.0,10.0
2026-01-01,NL,benelux,micro,3,3,26,12,0.8888888888888888,1.0,0.3333333333333333,7.666666666666667
2026-01-01,NL,benelux,small,2,22,100,67,0.8504140786749482,1.0,0.5,9.5
2026-01-01,NO,nordics,medium,1,32,184,139,0.841726618705036,1.0,1.0,10.0
2026-01-01,NO,nordics,micro,1,1,5,6,0.8333333333333334,1.0,1.0,8.0
2026-01-01,NO,nordics,small,2,14,71,36,0.8653250773993808,1.0,1.0,10.0
2026-01-01,PL,central_europe,medium,1,27,125,103,0.883495145631068,1.0,1.0,10.0
2026-01-01,SE,nordics,medium,1,21,120,100,0.87,1.0,1.0,10.0
2026-01-01,SE,nordics,micro,1,2,15,7,0.8571428571428571,1.0,0.0,10.0
2026-01-01,SE,nordics,mid_market,1,31,133,155,0.9032258064516129,1.0,1.0,10.0
2026-01-01,SE,nordics,small,3,14,71,43,0.9487179487179488,1.0,0.6666666666666666,9.333333333333334
2026-02-01,AT,dach,medium,3,72,348,284,0.8925123158114173,1.0,0.6666666666666666,10.0
2026-02-01,AT,dach,micro,2,3,23,11,0.875,1.0,0.0,7.0
2026-02-01,AT,dach,small,1,4,25,16,0.9375,1.0,1.0,9.0
2026-02-01,BE,benelux,medium,1,32,197,138,0.8985507246376812,1.0,0.0,9.0
2026-02-01,BE,benelux,micro,1,2,8,6,0.8333333333333334,1.0,0.0,7.0
2026-02-01,BE,benelux,mid_market,1,22,155,140,0.8928571428571429,1.0,1.0,10.0
2026-02-01,BE,benelux,small,1,6,39,17,0.7647058823529411,1.0,0.0,6.0
2026-02-01,CH,dach,medium,1,27,133,128,0.890625,1.0,1.0,10.0
2026-02-01,CH,dach,small,1,7,33,14,0.9285714285714286,1.0,0.0,9.0
2026-02-01,CZ,central_europe,medium,1,30,181,139,0.920863309352518,1.0,1.0,10.0
2026-02-01,DE,dach,medium,4,102,555,542,0.8764346152815059,1.0,1.0,9.75
2026-02-01,DE,dach,micro,3,4,26,11,0.85,0.3333333333333333,0.0,8.333333333333334
2026-02-01,DE,dach,small,5,39,220,127,0.8214237935977067,1.0,0.2,9.0
2026-02-01,DK,nordics,small,1,4,35,20,0.8,1.0,1.0,8.0
2026-02-01,ES,southern_europe,micro,1,3,11,15,0.8666666666666667,1.0,0.0,8.0
2026-02-01,ES,southern_europe,small,2,20,91,63,0.8525641025641026,1.0,0.5,9.0
2026-02-01,FR,western_europe,enterprise,1,32,234,273,0.9120879120879121,1.0,1.0,10.0
2026-02-01,FR,western_europe,micro,3,6,28,7,1.0,0.0,0.0,7.333333333333333
2026-02-01,FR,western_europe,small,2,11,65,35,0.9083333333333333,1.0,0.5,9.5
2026-02-01,GB,western_europe,enterprise,2,61,295,419,0.9045340338053907,1.0,1.0,10.0
2026-02-01,GB,western_europe,micro,1,2,8,5,1.0,0.0,0.0,7.0
2026-02-01,GB,western_europe,small,2,13,60,58,0.844047619047619,1.0,0.0,8.5
2026-02-01,IE,western_europe,micro,2,3,19,9,1.0,0.5,0.5,8.5
2026-02-01,IE,western_europe,mid_market,1,29,177,187,0.9037433155080213,1.0,1.0,10.0
2026-02-01,IT,southern_europe,enterprise,1,31,169,220,0.8954545454545455,1.0,1.0,10.0
2026-02-01,IT,southern_europe,medium,2,56,266,259,0.9158900836320191,1.0,1.0,10.0
2026-02-01,IT,southern_europe,micro,1,1,8,1,1.0,0.0,1.0,10.0
2026-02-01,NL,benelux,medium,1,33,143,123,0.8943089430894309,1.0,1.0,10.0
2026-02-01,NL,benelux,micro,3,3,24,8,0.9166666666666666,0.6666666666666666,0.3333333333333333,8.333333333333334
2026-02-01,NL,benelux,small,2,16,81,63,0.8255578093306288,1.0,0.5,9.5
2026-02-01,NO,nordics,medium,1,28,151,137,0.8248175182481752,1.0,1.0,10.0
2026-02-01,NO,nordics,micro,1,3,19,6,0.8333333333333334,1.0,1.0,7.0
2026-02-01,NO,nordics,small,2,14,78,61,0.8679653679653679,1.0,1.0,10.0
2026-02-01,PL,central_europe,medium,1,30,160,157,0.8471337579617835,1.0,1.0,10.0
2026-02-01,SE,nordics,medium,1,31,176,153,0.8888888888888888,1.0,1.0,10.0
2026-02-01,SE,nordics,micro,1,3,14,6,1.0,0.0,0.0,9.0
2026-02-01,SE,nordics,mid_market,1,33,201,203,0.916256157635468,1.0,1.0,10.0
2026-02-01,SE,nordics,small,3,15,70,42,0.8657142857142857,0.6666666666666666,0.6666666666666666,8.666666666666666
2026-03-01,AT,dach,medium,3,66,356,322,0.9108076795762993,1.0,0.6666666666666666,10.0
2026-03-01,AT,dach,micro,2,3,17,5,1.0,0.0,0.0,7.0
2026-03-01,AT,dach,small,2,15,99,57,0.8380952380952381,1.0,0.5,8.0
2026-03-01,BE,benelux,medium,1,32,161,172,0.8604651162790697,1.0,0.0,9.0
2026-03-01,BE,benelux,micro,1,2,6,6,1.0,0.0,0.0,8.0
2026-03-01,BE,benelux,mid_market,1,25,159,149,0.9060402684563759,1.0,1.0,10.0
2026-03-01,BE,benelux,small,1,6,25,15,0.8,1.0,0.0,7.0
2026-03-01,CH,dach,medium,1,25,95,92,0.9021739130434783,1.0,1.0,10.0
2026-03-01,CH,dach,small,1,7,49,34,0.7941176470588235,1.0,0.0,8.0
2026-03-01,CZ,central_europe,medium,1,28,106,130,0.8846153846153846,1.0,1.0,10.0
2026-03-01,DE,dach,medium,4,102,604,504,0.907985257985258,1.0,1.0,10.0
2026-03-01,DE,dach,micro,3,4,22,8,1.0,0.0,0.0,8.333333333333334
2026-03-01,DE,dach,small,5,36,192,140,0.8462678062678062,1.0,0.2,9.6
2026-03-01,DK,nordics,small,1,4,25,19,0.8421052631578947,1.0,1.0,10.0
2026-03-01,ES,southern_europe,micro,1,3,17,5,1.0,1.0,0.0,7.0
2026-03-01,ES,southern_europe,mid_market,1,27,130,169,0.834319526627219,1.0,1.0,10.0
2026-03-01,ES,southern_europe,small,2,20,138,69,0.8118686868686869,1.0,0.5,9.5
2026-03-01,FR,western_europe,enterprise,1,30,103,161,0.8944099378881988,1.0,1.0,10.0
2026-03-01,FR,western_europe,micro,3,7,29,23,0.7825396825396825,0.6666666666666666,0.0,8.0
2026-03-01,FR,western_europe,small,2,11,70,49,0.880701754385965,1.0,0.5,9.5
2026-03-01,GB,western_europe,enterprise,2,63,277,421,0.9024158952359449,1.0,1.0,10.0
2026-03-01,GB,western_europe,micro,1,3,12,3,1.0,0.0,0.0,9.0
2026-03-01,GB,western_europe,small,2,11,60,47,0.7950980392156863,1.0,0.0,9.0
2026-03-01,IE,western_europe,micro,2,3,16,11,0.9166666666666667,0.5,0.5,7.0
2026-03-01,IE,western_europe,mid_market,1,27,113,129,0.9147286821705426,1.0,1.0,10.0
2026-03-01,IT,southern_europe,enterprise,1,29,167,197,0.9441624365482234,1.0,1.0,10.0
2026-03-01,IT,southern_europe,medium,2,48,298,242,0.8584782608695652,1.0,1.0,10.0
2026-03-01,IT,southern_europe,micro,1,1,5,5,1.0,1.0,1.0,9.0
2026-03-01,NL,benelux,medium,1,21,107,100,0.84,1.0,1.0,10.0
2026-03-01,NL,benelux,micro,4,5,28,18,1.0,0.25,0.25,7.5
2026-03-01,NL,benelux,small,2,19,115,77,0.8685344827586207,1.0,0.5,9.0
2026-03-01,NO,nordics,medium,1,23,106,106,0.839622641509434,1.0,1.0,10.0
2026-03-01,NO,nordics,micro,1,2,11,5,1.0,1.0,1.0,8.0
